SHRP_ID,STATE_CODE,YEAR,HPMS16_CRACKING_PERCENT_JPCC,MEAN_ANN_TEMP_AVG,FREEZE_INDEX_YR,FREEZE_THAW_YR,MAX_ANN_HUM_AVG,MIN_ANN_HUM_AVG,CONSTRUCTION_NO,AADTT_ALL_TRUCKS_TREND,ANNUAL_TRUCK_VOLUME_TREND,REPR_THICKNESS
188,6,1991.0,67.0,16.5,0.0,14.0,70.0,40.0,1,1540.0,562100.0,11.69999981
188,6,1996.0,78.0,17.29999924,0.0,0.0,80.0,54.0,1,1798.0,658068.0,11.69999981
188,6,1994.0,78.0,16.0,0.0,18.0,68.0,40.0,2,1609.0,587285.0,11.69999981
188,6,1991.0,67.0,16.5,0.0,14.0,70.0,40.0,2,1540.0,562100.0,11.69999981
188,6,1996.0,78.0,17.29999924,0.0,0.0,80.0,54.0,2,1798.0,658068.0,11.69999981
187,6,1994.0,33.0,16.0,0.0,18.0,68.0,40.0,1,1609.0,587285.0,11.69999981
187,6,1991.0,33.0,16.5,0.0,14.0,70.0,40.0,1,1540.0,562100.0,11.69999981
187,6,1996.0,33.0,17.29999924,0.0,0.0,80.0,54.0,1,1798.0,658068.0,11.69999981
187,6,1994.0,33.0,16.0,0.0,18.0,68.0,40.0,2,1609.0,587285.0,11.69999981
187,6,1991.0,33.0,16.5,0.0,14.0,70.0,40.0,2,1540.0,562100.0,11.69999981
187,6,1996.0,33.0,17.29999924,0.0,0.0,80.0,54.0,2,1798.0,658068.0,11.69999981
186,6,1994.0,45.0,16.0,0.0,18.0,68.0,40.0,1,1609.0,587285.0,11.69999981
186,6,1991.0,45.0,16.5,0.0,14.0,70.0,40.0,1,1540.0,562100.0,11.69999981
186,6,1996.0,45.0,17.29999924,0.0,0.0,80.0,54.0,1,1798.0,658068.0,11.69999981
186,6,1994.0,45.0,16.0,0.0,18.0,68.0,40.0,2,1609.0,587285.0,11.69999981
186,6,1991.0,45.0,16.5,0.0,14.0,70.0,40.0,2,1540.0,562100.0,11.69999981
186,6,1996.0,45.0,17.29999924,0.0,0.0,80.0,54.0,2,1798.0,658068.0,11.69999981
185,6,1994.0,67.0,16.0,0.0,18.0,68.0,40.0,1,1609.0,587285.0,11.69999981
185,6,1991.0,56.0,16.5,0.0,14.0,70.0,40.0,1,1540.0,562100.0,11.69999981
185,6,1999.0,89.0,15.5,0.0,27.0,89.0,42.0,1,2350.0,857750.0,11.69999981
185,6,2000.0,89.0,16.10000038,0.0,21.0,89.0,43.0,1,2560.0,627200.0,11.69999981
185,6,1994.0,67.0,16.0,0.0,18.0,68.0,40.0,2,1609.0,587285.0,11.69999981
185,6,1991.0,56.0,16.5,0.0,14.0,70.0,40.0,2,1540.0,562100.0,11.69999981
185,6,1999.0,89.0,15.5,0.0,27.0,89.0,42.0,2,2350.0,857750.0,11.69999981
185,6,2000.0,89.0,16.10000038,0.0,21.0,89.0,43.0,2,2560.0,627200.0,11.69999981
185,6,1994.0,67.0,16.0,0.0,18.0,68.0,40.0,3,1609.0,587285.0,11.69999981
185,6,1999.0,89.0,15.5,0.0,27.0,89.0,42.0,3,2350.0,857750.0,11.69999981
185,6,2000.0,89.0,16.10000038,0.0,21.0,89.0,43.0,3,2560.0,627200.0,11.69999981
185,6,1994.0,67.0,16.0,0.0,18.0,68.0,40.0,4,1609.0,587285.0,11.69999981
185,6,1999.0,89.0,15.5,0.0,27.0,89.0,42.0,4,2350.0,857750.0,11.69999981
185,6,2000.0,89.0,16.10000038,0.0,21.0,89.0,43.0,4,2560.0,627200.0,11.69999981
184,6,1994.0,44.0,16.0,0.0,18.0,68.0,40.0,1,1609.0,587285.0,11.69999981
184,6,1996.0,56.0,17.29999924,0.0,0.0,80.0,54.0,1,1798.0,658068.0,11.69999981
184,6,1991.0,44.0,16.5,0.0,14.0,70.0,40.0,1,1540.0,562100.0,11.69999981
184,6,1999.0,56.0,15.5,0.0,27.0,89.0,42.0,1,2350.0,857750.0,11.69999981
184,6,2000.0,40.0,16.10000038,0.0,21.0,89.0,43.0,1,2560.0,627200.0,11.69999981
184,6,1994.0,44.0,16.0,0.0,18.0,68.0,40.0,2,1609.0,587285.0,11.69999981
184,6,1996.0,56.0,17.29999924,0.0,0.0,80.0,54.0,2,1798.0,658068.0,11.69999981
184,6,1991.0,44.0,16.5,0.0,14.0,70.0,40.0,2,1540.0,562100.0,11.69999981
184,6,1999.0,56.0,15.5,0.0,27.0,89.0,42.0,2,2350.0,857750.0,11.69999981
184,6,2000.0,40.0,16.10000038,0.0,21.0,89.0,43.0,2,2560.0,627200.0,11.69999981
184,6,1994.0,44.0,16.0,0.0,18.0,68.0,40.0,3,1609.0,587285.0,11.69999981
184,6,1996.0,56.0,17.29999924,0.0,0.0,80.0,54.0,3,1798.0,658068.0,11.69999981
184,6,1999.0,56.0,15.5,0.0,27.0,89.0,42.0,3,2350.0,857750.0,11.69999981
184,6,2000.0,40.0,16.10000038,0.0,21.0,89.0,43.0,3,2560.0,627200.0,11.69999981
183,6,1994.0,56.0,16.0,0.0,18.0,68.0,40.0,3,1609.0,587285.0,11.69999981
183,6,1996.0,56.0,17.29999924,0.0,0.0,80.0,54.0,3,1798.0,658068.0,11.69999981
182,6,1994.0,24.0,16.0,0.0,18.0,68.0,40.0,1,1609.0,587285.0,11.69999981
182,6,1991.0,18.0,16.5,0.0,14.0,70.0,40.0,1,1540.0,562100.0,11.69999981
182,6,1996.0,36.0,17.29999924,0.0,0.0,80.0,54.0,1,1798.0,658068.0,11.69999981
182,6,1999.0,48.0,15.5,0.0,27.0,89.0,42.0,1,2350.0,857750.0,11.69999981
182,6,2000.0,45.0,16.10000038,0.0,21.0,89.0,43.0,1,2560.0,627200.0,11.69999981
181,6,1994.0,50.0,16.0,0.0,18.0,68.0,40.0,2,1609.0,587285.0,11.69999981
181,6,1991.0,50.0,16.5,0.0,14.0,70.0,40.0,2,1540.0,562100.0,11.69999981
181,6,1996.0,38.0,17.29999924,0.0,0.0,80.0,54.0,2,1798.0,658068.0,11.69999981
181,6,2000.0,63.0,16.10000038,0.0,21.0,89.0,43.0,2,2560.0,627200.0,11.69999981
181,6,1999.0,50.0,15.5,0.0,27.0,89.0,42.0,2,2350.0,857750.0,11.69999981
181,6,1994.0,50.0,16.0,0.0,18.0,68.0,40.0,1,1609.0,587285.0,11.69999981
181,6,1991.0,50.0,16.5,0.0,14.0,70.0,40.0,1,1540.0,562100.0,11.69999981
181,6,1996.0,38.0,17.29999924,0.0,0.0,80.0,54.0,1,1798.0,658068.0,11.69999981
181,6,2000.0,63.0,16.10000038,0.0,21.0,89.0,43.0,1,2560.0,627200.0,11.69999981
181,6,1999.0,50.0,15.5,0.0,27.0,89.0,42.0,1,2350.0,857750.0,11.69999981
178,6,1994.0,33.0,16.0,0.0,18.0,68.0,40.0,1,1609.0,587285.0,11.69999981
178,6,1991.0,33.0,16.5,0.0,14.0,70.0,40.0,1,1540.0,562100.0,11.69999981
178,6,1996.0,33.0,17.29999924,0.0,0.0,80.0,54.0,1,1798.0,658068.0,11.69999981
178,6,1994.0,33.0,16.0,0.0,18.0,68.0,40.0,2,1609.0,587285.0,11.69999981
178,6,1991.0,33.0,16.5,0.0,14.0,70.0,40.0,2,1540.0,562100.0,11.69999981
178,6,1996.0,33.0,17.29999924,0.0,0.0,80.0,54.0,2,1798.0,658068.0,11.69999981
180,6,1994.0,60.0,16.0,0.0,18.0,68.0,40.0,1,1609.0,587285.0,11.69999981
180,6,1991.0,60.0,16.5,0.0,14.0,70.0,40.0,1,1540.0,562100.0,11.69999981
180,6,1996.0,60.0,17.29999924,0.0,0.0,80.0,54.0,1,1798.0,658068.0,11.69999981
180,6,1999.0,70.0,15.5,0.0,27.0,89.0,42.0,1,2350.0,857750.0,11.69999981
180,6,1994.0,60.0,16.0,0.0,18.0,68.0,40.0,2,1609.0,587285.0,11.69999981
180,6,1991.0,60.0,16.5,0.0,14.0,70.0,40.0,2,1540.0,562100.0,11.69999981
180,6,1996.0,60.0,17.29999924,0.0,0.0,80.0,54.0,2,1798.0,658068.0,11.69999981
180,6,1999.0,70.0,15.5,0.0,27.0,89.0,42.0,2,2350.0,857750.0,11.69999981
179,6,1994.0,55.0,16.0,0.0,18.0,68.0,40.0,1,1609.0,587285.0,11.69999981
179,6,1991.0,48.0,16.5,0.0,14.0,70.0,40.0,1,1540.0,562100.0,11.69999981
179,6,1996.0,58.0,17.29999924,0.0,0.0,80.0,54.0,1,1798.0,658068.0,11.69999981
179,6,1999.0,68.0,15.5,0.0,27.0,89.0,42.0,1,2350.0,857750.0,11.69999981
179,6,2000.0,68.0,16.10000038,0.0,21.0,89.0,43.0,1,2560.0,627200.0,11.69999981
179,6,1994.0,55.0,16.0,0.0,18.0,68.0,40.0,2,1609.0,587285.0,11.69999981
179,6,1991.0,48.0,16.5,0.0,14.0,70.0,40.0,2,1540.0,562100.0,11.69999981
179,6,1996.0,58.0,17.29999924,0.0,0.0,80.0,54.0,2,1798.0,658068.0,11.69999981
179,6,1999.0,68.0,15.5,0.0,27.0,89.0,42.0,2,2350.0,857750.0,11.69999981
179,6,2000.0,68.0,16.10000038,0.0,21.0,89.0,43.0,2,2560.0,627200.0,11.69999981
179,6,1994.0,55.0,16.0,0.0,18.0,68.0,40.0,3,1609.0,587285.0,11.69999981
179,6,1996.0,58.0,17.29999924,0.0,0.0,80.0,54.0,3,1798.0,658068.0,11.69999981
179,6,1999.0,68.0,15.5,0.0,27.0,89.0,42.0,3,2350.0,857750.0,11.69999981
179,6,2000.0,68.0,16.10000038,0.0,21.0,89.0,43.0,3,2560.0,627200.0,11.69999981
177,6,1994.0,47.0,16.0,0.0,18.0,68.0,40.0,1,1609.0,587285.0,11.69999981
177,6,1991.0,27.0,16.5,0.0,14.0,70.0,40.0,1,1540.0,562100.0,11.69999981
177,6,1996.0,47.0,17.29999924,0.0,0.0,80.0,54.0,1,1798.0,658068.0,11.69999981
177,6,1994.0,47.0,16.0,0.0,18.0,68.0,40.0,2,1609.0,587285.0,11.69999981
177,6,1991.0,27.0,16.5,0.0,14.0,70.0,40.0,2,1540.0,562100.0,11.69999981
177,6,1996.0,47.0,17.29999924,0.0,0.0,80.0,54.0,2,1798.0,658068.0,11.69999981
176,6,1994.0,53.0,16.0,0.0,18.0,68.0,40.0,1,1609.0,587285.0,11.69999981
176,6,1991.0,47.0,16.5,0.0,14.0,70.0,40.0,1,1540.0,562100.0,11.69999981
176,6,1996.0,33.0,17.29999924,0.0,0.0,80.0,54.0,1,1798.0,658068.0,11.69999981
176,6,1994.0,53.0,16.0,0.0,18.0,68.0,40.0,2,1609.0,587285.0,11.69999981
176,6,1991.0,47.0,16.5,0.0,14.0,70.0,40.0,2,1540.0,562100.0,11.69999981
176,6,1996.0,33.0,17.29999924,0.0,0.0,80.0,54.0,2,1798.0,658068.0,11.69999981
175,6,1994.0,38.0,16.0,0.0,18.0,68.0,40.0,1,1609.0,587285.0,11.69999981
175,6,1991.0,34.0,16.5,0.0,14.0,70.0,40.0,1,1540.0,562100.0,11.69999981
175,6,1996.0,50.0,17.29999924,0.0,0.0,80.0,54.0,1,1798.0,658068.0,11.69999981
175,6,1999.0,66.0,15.5,0.0,27.0,89.0,42.0,1,2350.0,857750.0,11.69999981
175,6,2000.0,73.0,16.10000038,0.0,21.0,89.0,43.0,1,2560.0,627200.0,11.69999981
175,6,1994.0,38.0,16.0,0.0,18.0,68.0,40.0,2,1609.0,587285.0,11.69999981
175,6,1991.0,34.0,16.5,0.0,14.0,70.0,40.0,2,1540.0,562100.0,11.69999981
175,6,1996.0,50.0,17.29999924,0.0,0.0,80.0,54.0,2,1798.0,658068.0,11.69999981
175,6,1999.0,66.0,15.5,0.0,27.0,89.0,42.0,2,2350.0,857750.0,11.69999981
175,6,2000.0,73.0,16.10000038,0.0,21.0,89.0,43.0,2,2560.0,627200.0,11.69999981
175,6,1994.0,38.0,16.0,0.0,18.0,68.0,40.0,3,1609.0,587285.0,11.69999981
175,6,1996.0,50.0,17.29999924,0.0,0.0,80.0,54.0,3,1798.0,658068.0,11.69999981
175,6,1999.0,66.0,15.5,0.0,27.0,89.0,42.0,3,2350.0,857750.0,11.69999981
175,6,2000.0,73.0,16.10000038,0.0,21.0,89.0,43.0,3,2560.0,627200.0,11.69999981
18,49,1997.0,0.0,11.39999962,164.0,91.0,79.0,34.0,1,991.0,361715.0,11.19999981
18,49,1994.0,0.0,12.30000019,120.0,82.0,78.0,35.0,1,573.0,209145.0,11.19999981
18,49,1992.0,0.0,11.80000019,243.0,65.0,76.0,34.0,1,506.0,185196.0,11.19999981
18,49,1999.0,0.0,11.89999962,69.0,90.0,75.0,32.0,1,2791.0,1018715.0,11.19999981
18,49,2002.0,0.0,11.0,216.0,103.0,74.0,34.0,1,2947.0,1075655.0,11.19999981
18,49,2004.0,0.0,11.0,324.0,54.0,75.0,38.0,1,2590.0,947940.0,11.19999981
109,4,1997.0,0.0,22.89999962,0.0,6.0,51.0,20.0,1,1600.0,584000.0,9.699999809
109,4,1994.0,0.0,22.29999924,0.0,7.0,56.0,22.0,1,743.0,271195.0,9.699999809
109,4,1999.0,0.0,22.60000038,0.0,3.0,50.0,19.0,1,1518.0,554070.0,9.699999809
109,4,2004.0,0.0,23.0,0.0,4.0,50.0,19.0,1,1742.0,372788.0,9.699999809
109,4,2001.0,0.0,23.20000076,0.0,1.0,55.0,22.0,1,1549.0,565385.0,9.699999809
107,6,1991.0,0.0,16.5,0.0,15.0,70.0,40.0,1,1540.0,562100.0,11.69999981
107,6,1995.0,3.0,17.10000038,0.0,1.0,67.0,42.0,1,1680.0,613200.0,11.69999981
107,6,1998.0,3.0,15.19999981,1.0,16.0,92.0,49.0,1,2235.0,815775.0,11.69999981
107,6,2000.0,3.0,16.20000076,0.0,19.0,89.0,44.0,1,2560.0,640000.0,11.69999981
20,16,1992.0,0.0,10.60000038,293.0,114.0,79.0,33.0,1,858.0,314028.0,10.5
20,16,1997.0,0.0,9.699999809,265.0,147.0,87.0,38.0,1,800.0,292000.0,10.5
20,16,1999.0,0.0,9.100000381000001,195.0,166.0,80.0,35.0,1,686.0,250390.0,10.5
20,16,2002.0,0.0,8.0,505.0,132.0,83.0,39.0,1,968.0,353320.0,10.5
20,16,2010.0,0.0,8.300000191,289.0,158.0,84.0,39.0,1,1077.0,393105.0,10.5
20,16,2007.0,0.0,9.199999809,396.0,129.0,79.0,32.0,1,1019.0,371935.0,10.5
20,16,2009.0,0.0,7.900000095,466.0,146.0,87.0,41.0,1,917.0,334705.0,10.5
20,16,2004.0,0.0,8.399999618999999,457.0,94.0,87.0,42.0,1,964.0,352824.0,10.5
57,9,1995.0,23.0,9.800000191,283.0,114.0,89.0,47.0,1,1740.0,635100.0,10.39999962
57,9,1999.0,46.0,10.60000038,238.0,110.0,89.0,45.0,1,1874.0,684010.0,10.39999962
57,9,2002.0,38.0,10.69999981,145.0,127.0,90.0,46.0,1,2085.0,761025.0,10.39999962
57,9,1998.0,38.0,11.30000019,136.0,95.0,90.0,48.0,1,1976.0,721240.0,10.39999962
57,9,2005.0,38.0,10.0,394.0,102.0,90.0,48.0,1,1825.0,666125.0,10.39999962
57,9,2009.0,38.0,9.600000381000001,373.0,82.0,89.0,48.0,1,1893.0,690945.0,10.39999962
46,84,1995.0,0.0,5.3000001910000005,885.0,95.0,95.0,60.0,1,355.0,129575.0,8.300000191
46,84,1995.0,0.0,5.3000001910000005,885.0,95.0,95.0,60.0,2,355.0,129575.0,8.300000191
16,23,1995.0,0.0,8.199999809,486.0,106.0,84.0,48.0,1,1090.0,397850.0,10.30000019
16,23,1998.0,0.0,8.600000381000001,312.0,113.0,94.0,53.0,1,1286.0,469390.0,10.30000019
16,23,2002.0,0.0,7.900000095,370.0,135.0,93.0,50.0,1,1309.0,477785.0,10.30000019
17,23,1995.0,0.0,8.300000191,479.0,105.0,84.0,48.0,1,1090.0,397850.0,10.30000019
17,23,1998.0,0.0,8.600000381000001,311.0,112.0,94.0,53.0,1,1286.0,469390.0,10.30000019
17,23,1994.0,0.0,8.399999618999999,639.0,85.0,79.0,45.0,1,1070.0,390550.0,10.30000019
17,23,2002.0,0.0,7.900000095,368.0,136.0,93.0,50.0,1,1309.0,477785.0,10.30000019
3,42,1995.0,40.0,10.39999962,338.0,98.0,89.0,47.0,1,892.0,325580.0,10.5
3,42,1998.0,30.0,11.69999981,97.0,96.0,93.0,50.0,1,1186.0,432890.0,10.5
3,42,2002.0,36.0,11.19999981,147.0,114.0,91.0,48.0,1,1101.0,401865.0,10.5
3,42,2003.0,36.0,9.899999618999999,364.0,83.0,95.0,55.0,1,1294.0,472310.0,10.5
3,42,1991.0,20.0,11.30000019,180.0,108.0,91.0,45.0,1,792.0,289080.0,10.5
3,42,2004.0,12.0,10.5,362.0,79.0,92.0,52.0,1,1156.0,256632.0,10.5
3,42,1995.0,40.0,10.39999962,338.0,98.0,89.0,47.0,2,892.0,325580.0,10.5
3,42,1998.0,30.0,11.69999981,97.0,96.0,93.0,50.0,2,1186.0,432890.0,10.5
3,42,2002.0,36.0,11.19999981,147.0,114.0,91.0,48.0,2,1101.0,401865.0,10.5
3,42,2003.0,36.0,9.899999618999999,364.0,83.0,95.0,55.0,2,1294.0,472310.0,10.5
3,42,1991.0,20.0,11.30000019,180.0,108.0,91.0,45.0,2,792.0,289080.0,10.5
3,42,2004.0,12.0,10.5,362.0,79.0,92.0,52.0,2,1156.0,256632.0,10.5
3,42,1995.0,40.0,10.39999962,338.0,98.0,89.0,47.0,3,892.0,325580.0,10.5
3,42,1998.0,30.0,11.69999981,97.0,96.0,93.0,50.0,3,1186.0,432890.0,10.5
3,42,2002.0,36.0,11.19999981,147.0,114.0,91.0,48.0,3,1101.0,401865.0,10.5
3,42,2003.0,36.0,9.899999618999999,364.0,83.0,95.0,55.0,3,1294.0,472310.0,10.5
3,42,2004.0,12.0,10.5,362.0,79.0,92.0,52.0,3,1156.0,256632.0,10.5
3,42,1995.0,40.0,10.39999962,338.0,98.0,89.0,47.0,4,892.0,190888.0,10.5
3,42,1998.0,30.0,11.69999981,97.0,96.0,93.0,50.0,4,1186.0,432890.0,10.5
3,42,2002.0,36.0,11.19999981,147.0,114.0,91.0,48.0,4,1101.0,401865.0,10.5
3,42,2003.0,36.0,9.899999618999999,364.0,83.0,95.0,55.0,4,1294.0,472310.0,10.5
3,42,2004.0,12.0,10.5,362.0,79.0,92.0,52.0,4,1156.0,256632.0,10.5
6,89,1998.0,0.0,8.399999618999999,574.0,71.0,87.0,54.0,1,493.0,179945.0,9.300000191
112,89,1998.0,0.0,7.3000001910000005,656.0,72.0,89.0,55.0,1,450.0,164250.0,8.899999618999999
112,89,2001.0,0.0,7.099999905,807.0,70.0,89.0,55.0,1,405.0,147825.0,8.899999618999999
112,89,1995.0,0.0,6.3000001910000005,962.0,65.0,92.0,56.0,1,347.0,126655.0,8.899999618999999
112,89,2005.0,0.0,6.1999998089999995,1012.0,60.0,89.0,58.0,1,620.0,226300.0,8.899999618999999
112,89,2003.0,0.0,5.1999998089999995,1215.0,69.0,90.0,56.0,1,573.0,209145.0,8.899999618999999
112,89,1998.0,0.0,7.3000001910000005,656.0,72.0,89.0,55.0,1,450.0,164250.0,6.400000095
112,89,2001.0,0.0,7.099999905,807.0,70.0,89.0,55.0,1,405.0,147825.0,6.400000095
112,89,1995.0,0.0,6.3000001910000005,962.0,65.0,92.0,56.0,1,347.0,126655.0,6.400000095
112,89,2005.0,0.0,6.1999998089999995,1012.0,60.0,89.0,58.0,1,620.0,226300.0,6.400000095
112,89,2003.0,0.0,5.1999998089999995,1215.0,69.0,90.0,56.0,1,573.0,209145.0,6.400000095
18,89,1998.0,0.0,6.6999998089999995,765.0,86.0,91.0,54.0,1,631.0,230315.0,8.399999618999999
18,89,1997.0,0.0,5.400000095,1009.0,82.0,88.0,54.0,1,529.0,193085.0,8.399999618999999
18,89,1997.0,0.0,5.400000095,1009.0,82.0,88.0,54.0,1,529.0,193085.0,8.399999618999999
18,89,1999.0,0.0,6.3000001910000005,896.0,105.0,89.0,54.0,1,710.0,259150.0,8.399999618999999
18,89,2000.0,0.0,4.6999998089999995,1128.0,79.0,90.0,55.0,1,954.0,349164.0,8.399999618999999
18,89,1996.0,0.0,6.3000001910000005,864.0,88.0,91.0,56.0,1,723.0,264618.0,8.399999618999999
18,89,2001.0,0.0,6.099999905,943.0,84.0,91.0,55.0,1,978.0,292422.0,8.399999618999999
18,89,1994.0,0.0,-2.599999905,1016.0,41.0,87.0,56.0,1,767.0,279955.0,8.399999618999999
18,89,1994.0,0.0,-2.599999905,1016.0,41.0,87.0,56.0,1,767.0,279955.0,8.399999618999999
18,89,1995.0,0.0,6.3000001910000005,962.0,65.0,92.0,56.0,1,723.0,263895.0,8.399999618999999
18,89,1998.0,0.0,6.6999998089999995,765.0,86.0,91.0,54.0,2,631.0,230315.0,8.399999618999999
18,89,1997.0,0.0,5.400000095,1009.0,82.0,88.0,54.0,2,529.0,193085.0,8.399999618999999
18,89,1997.0,0.0,5.400000095,1009.0,82.0,88.0,54.0,2,529.0,193085.0,8.399999618999999
18,89,1999.0,0.0,6.3000001910000005,896.0,105.0,89.0,54.0,2,710.0,259150.0,8.399999618999999
18,89,2000.0,0.0,4.6999998089999995,1128.0,79.0,90.0,55.0,2,954.0,349164.0,8.399999618999999
18,89,1996.0,0.0,6.3000001910000005,864.0,88.0,91.0,56.0,2,723.0,264618.0,8.399999618999999
18,89,2001.0,0.0,6.099999905,943.0,84.0,91.0,55.0,2,978.0,292422.0,8.399999618999999
18,89,1994.0,0.0,-2.599999905,1016.0,41.0,87.0,56.0,2,767.0,279955.0,8.399999618999999
18,89,1994.0,0.0,-2.599999905,1016.0,41.0,87.0,56.0,2,767.0,279955.0,8.399999618999999
18,89,1995.0,0.0,6.3000001910000005,962.0,65.0,92.0,56.0,2,723.0,263895.0,8.399999618999999
18,89,1998.0,0.0,6.6999998089999995,765.0,86.0,91.0,54.0,3,631.0,230315.0,8.399999618999999
18,89,1997.0,0.0,5.400000095,1009.0,82.0,88.0,54.0,3,529.0,193085.0,8.399999618999999
18,89,1997.0,0.0,5.400000095,1009.0,82.0,88.0,54.0,3,529.0,193085.0,8.399999618999999
18,89,1999.0,0.0,6.3000001910000005,896.0,105.0,89.0,54.0,3,710.0,259150.0,8.399999618999999
18,89,2000.0,0.0,4.6999998089999995,1128.0,79.0,90.0,55.0,3,954.0,349164.0,8.399999618999999
18,89,1996.0,0.0,6.3000001910000005,864.0,88.0,91.0,56.0,3,723.0,264618.0,8.399999618999999
18,89,2001.0,0.0,6.099999905,943.0,84.0,91.0,55.0,3,978.0,292422.0,8.399999618999999
18,89,1994.0,0.0,-2.599999905,1016.0,41.0,87.0,56.0,3,767.0,164138.0,8.399999618999999
18,89,1994.0,0.0,-2.599999905,1016.0,41.0,87.0,56.0,3,767.0,164138.0,8.399999618999999
18,89,1995.0,0.0,6.3000001910000005,962.0,65.0,92.0,56.0,3,723.0,263895.0,8.399999618999999
18,89,1998.0,0.0,6.6999998089999995,765.0,86.0,91.0,54.0,4,631.0,230315.0,8.399999618999999
18,89,1997.0,0.0,5.400000095,1009.0,82.0,88.0,54.0,4,529.0,193085.0,8.399999618999999
18,89,1997.0,0.0,5.400000095,1009.0,82.0,88.0,54.0,4,529.0,193085.0,8.399999618999999
18,89,1999.0,0.0,6.3000001910000005,896.0,105.0,89.0,54.0,4,710.0,259150.0,8.399999618999999
18,89,2000.0,0.0,4.6999998089999995,1128.0,79.0,90.0,55.0,4,954.0,349164.0,8.399999618999999
18,89,1996.0,0.0,6.3000001910000005,864.0,88.0,91.0,56.0,4,723.0,264618.0,8.399999618999999
18,89,2001.0,0.0,6.099999905,943.0,84.0,91.0,55.0,4,978.0,292422.0,8.399999618999999
18,89,1994.0,0.0,-2.599999905,1016.0,41.0,87.0,56.0,4,767.0,90506.0,8.399999618999999
18,89,1994.0,0.0,-2.599999905,1016.0,41.0,87.0,56.0,4,767.0,90506.0,8.399999618999999
18,89,1995.0,0.0,6.3000001910000005,962.0,65.0,92.0,56.0,4,723.0,263895.0,8.399999618999999
18,89,1998.0,0.0,6.6999998089999995,765.0,86.0,91.0,54.0,5,631.0,230315.0,8.399999618999999
18,89,1997.0,0.0,5.400000095,1009.0,82.0,88.0,54.0,5,529.0,193085.0,8.399999618999999
18,89,1997.0,0.0,5.400000095,1009.0,82.0,88.0,54.0,5,529.0,193085.0,8.399999618999999
18,89,1999.0,0.0,6.3000001910000005,896.0,105.0,89.0,54.0,5,710.0,259150.0,8.399999618999999
18,89,2000.0,0.0,4.6999998089999995,1128.0,79.0,90.0,55.0,5,954.0,349164.0,8.399999618999999
18,89,1996.0,0.0,6.3000001910000005,864.0,88.0,91.0,56.0,5,723.0,177135.0,8.399999618999999
18,89,2001.0,0.0,6.099999905,943.0,84.0,91.0,55.0,5,978.0,292422.0,8.399999618999999
18,89,1998.0,0.0,6.6999998089999995,765.0,86.0,91.0,54.0,6,631.0,230315.0,8.399999618999999
18,89,1997.0,0.0,5.400000095,1009.0,82.0,88.0,54.0,6,529.0,129605.0,8.399999618999999
18,89,1997.0,0.0,5.400000095,1009.0,82.0,88.0,54.0,6,529.0,129605.0,8.399999618999999
18,89,1999.0,0.0,6.3000001910000005,896.0,105.0,89.0,54.0,6,710.0,259150.0,8.399999618999999
18,89,2000.0,0.0,4.6999998089999995,1128.0,79.0,90.0,55.0,6,954.0,349164.0,8.399999618999999
18,89,2001.0,0.0,6.099999905,943.0,84.0,91.0,55.0,6,978.0,292422.0,8.399999618999999
18,89,1998.0,0.0,6.6999998089999995,765.0,86.0,91.0,54.0,7,631.0,135034.0,8.399999618999999
18,89,1999.0,0.0,6.3000001910000005,896.0,105.0,89.0,54.0,7,710.0,259150.0,8.399999618999999
18,89,2000.0,0.0,4.6999998089999995,1128.0,79.0,90.0,55.0,7,954.0,349164.0,8.399999618999999
18,89,2001.0,0.0,6.099999905,943.0,84.0,91.0,55.0,7,978.0,292422.0,8.399999618999999
123,42,1998.0,45.0,11.69999981,97.0,96.0,93.0,50.0,1,1186.0,432890.0,10.5
123,42,2002.0,55.0,11.19999981,147.0,114.0,91.0,48.0,1,1101.0,401865.0,10.5
123,42,1995.0,64.0,10.39999962,338.0,98.0,89.0,47.0,1,892.0,325580.0,10.5
123,42,2003.0,64.0,9.899999618999999,364.0,83.0,95.0,55.0,1,1294.0,472310.0,10.5
123,42,2004.0,19.0,10.5,362.0,79.0,92.0,52.0,1,1156.0,256632.0,10.5
123,42,1998.0,45.0,11.69999981,97.0,96.0,93.0,50.0,2,1186.0,432890.0,10.5
123,42,2002.0,55.0,11.19999981,147.0,114.0,91.0,48.0,2,1101.0,401865.0,10.5
123,42,1995.0,64.0,10.39999962,338.0,98.0,89.0,47.0,2,892.0,325580.0,10.5
123,42,2003.0,64.0,9.899999618999999,364.0,83.0,95.0,55.0,2,1294.0,472310.0,10.5
123,42,2004.0,19.0,10.5,362.0,79.0,92.0,52.0,2,1156.0,256632.0,10.5
124,42,1998.0,27.0,11.69999981,97.0,96.0,93.0,50.0,1,1186.0,432890.0,10.5
124,42,1995.0,27.0,10.39999962,338.0,98.0,89.0,47.0,1,892.0,325580.0,10.5
124,42,2002.0,27.0,11.19999981,147.0,114.0,91.0,48.0,1,1101.0,401865.0,10.5
124,42,2004.0,7.0,10.5,362.0,79.0,92.0,52.0,1,1156.0,256632.0,10.5
124,42,2003.0,27.0,9.899999618999999,364.0,83.0,95.0,55.0,1,1294.0,472310.0,10.5
124,42,1998.0,27.0,11.69999981,97.0,96.0,93.0,50.0,2,1186.0,432890.0,10.5
124,42,1995.0,27.0,10.39999962,338.0,98.0,89.0,47.0,2,892.0,325580.0,10.5
