STATE_CODE,STATE_CODE_EXP,SHRP_ID,SURVEY_DATE,HPMS16_CRACKING_PERCENT_JPCC,MEPDG_CRACKING_PERCENT_JPCC
37,North Carolina,0212,10/04/2001,0,0
37,North Carolina,0211,10/04/2001,0,0
37,North Carolina,0210,10/02/2001,0,0
37,North Carolina,0209,10/02/2001,0,0
37,North Carolina,0260,10/04/2001,0,0
37,North Carolina,0205,10/02/2001,9,27
42,Pennsylvania,0605,07/10/2001,25,
89,Quebec,9018,09/10/2001,0,0
10,Delaware,0203,11/01/2001,0,0
10,Delaware,0205,11/07/2001,15,27
10,Delaware,0260,11/08/2001,0,0
10,Delaware,0211,11/01/2001,0,0
42,Pennsylvania,0602,07/11/2001,18,
10,Delaware,0207,11/01/2001,0,0
10,Delaware,0201,11/07/2001,0,0
10,Delaware,0206,11/08/2001,0,0
10,Delaware,0212,10/31/2001,0,0
10,Delaware,0208,10/31/2001,0,0
10,Delaware,0202,11/08/2001,0,0
10,Delaware,0204,10/31/2001,0,0
42,Pennsylvania,C410,04/07/1993,10,
42,Pennsylvania,C411,04/07/1993,0,
42,Pennsylvania,C430,04/07/1993,18,
42,Pennsylvania,0601,06/16/1994,0,
42,Pennsylvania,0602,06/15/1994,18,
42,Pennsylvania,0605,06/16/1994,14,
42,Pennsylvania,0659,06/15/1994,0,
37,North Carolina,3011,03/01/2000,0,0
42,Pennsylvania,1606,04/06/2000,36,
37,North Carolina,3816,03/30/2000,0,6
37,North Carolina,0201,03/21/2000,0,0
89,Quebec,3001,06/20/2000,0,0
23,Maine,3014,10/13/1994,0,0
89,Quebec,3015,08/11/1994,0,4
36,New York,4018,08/23/1994,13,
89,Quebec,3015,05/19/1994,0,0
36,New York,4018,05/10/1994,38,
42,Pennsylvania,1606,04/07/1993,0,
10,Delaware,4002,03/12/1993,0,
42,Pennsylvania,1691,10/13/1989,23,
89,Quebec,3015,06/13/1995,0,0
89,Quebec,9018,06/12/1995,0,0
36,New York,4018,05/23/1995,13,
42,Pennsylvania,9027,07/26/1995,0,
89,Quebec,3016,07/20/1995,0,0
37,North Carolina,3044,07/17/1995,5,6
34,New Jersey,4042,06/28/1995,0,
18,Indiana,9020,07/25/1994,3,
19,Iowa,3028,08/08/1994,0,0
19,Iowa,3009,09/21/1993,4,8
19,Iowa,3055,09/14/1993,0,0
20,Kansas,4016,04/27/1993,89,
20,Kansas,4052,04/16/1993,0,
20,Kansas,4052,11/02/1993,0,
20,Kansas,4054,04/30/1993,100,
20,Kansas,3060,09/07/1994,0,0
20,Kansas,3013,09/08/1994,0,0
46,South Dakota,A412,07/14/1993,0,0
46,South Dakota,A411,07/14/1993,0,0
46,South Dakota,A410,08/02/1994,0,0
46,South Dakota,A422,08/03/1994,0,0
46,South Dakota,A423,07/14/1993,0,0
38,North Dakota,0213,05/14/2002,0,0
46,South Dakota,A430,07/13/1993,0,0
46,South Dakota,A420,07/13/1993,0,0
46,South Dakota,A421,08/03/1994,0,0
21,Kentucky,3016,03/12/1993,0,0
21,Kentucky,A410,04/18/1991,0,0
21,Kentucky,A430,04/18/1991,0,0
21,Kentucky,A410,03/10/1993,0,0
21,Kentucky,A430,03/10/1993,0,0
26,Michigan,0213,11/16/1993,0,0
26,Michigan,0214,11/19/1993,0,0
26,Michigan,0215,11/16/1993,0,0
26,Michigan,0216,11/16/1993,0,0
26,Michigan,0217,11/16/1993,0,0
26,Michigan,0218,11/19/1993,0,0
26,Michigan,0219,11/19/1993,0,0
26,Michigan,0220,11/16/1993,0,0
26,Michigan,0221,11/15/1993,0,0
26,Michigan,0222,11/18/1993,0,0
26,Michigan,0223,11/18/1993,0,0
26,Michigan,0224,11/16/1993,0,0
26,Michigan,0259,11/19/1993,0,
26,Michigan,3069,11/03/1993,0,0
10,Delaware,0209,06/25/1997,0,0
10,Delaware,0210,06/24/1997,0,0
10,Delaware,0211,06/25/1997,0,0
10,Delaware,0212,06/24/1997,0,0
10,Delaware,0259,06/23/1997,0,0
10,Delaware,0260,06/26/1997,0,0
37,North Carolina,0201,10/06/1997,0,0
37,North Carolina,0209,10/06/1997,0,0
10,Delaware,0205,06/26/1997,9,12
42,Pennsylvania,1623,11/18/1997,4,4
42,Pennsylvania,1606,03/05/1998,18,
37,North Carolina,0201,03/12/1998,0,0
54,West Virginia,4003,03/17/1998,0,
42,Pennsylvania,1627,03/25/1998,0,
9,Connecticut,4008,03/31/1998,38,
36,New York,4017,06/17/1998,100,
29,Missouri,0664,08/06/1991,62,
29,Missouri,0663,08/07/1991,56,
29,Missouri,0662,08/06/1991,100,
29,Missouri,0661,08/07/1991,41,
29,Missouri,0660,08/06/1991,100,
46,South Dakota,0605,08/09/1995,2,2
46,South Dakota,0602,08/10/1995,4,7
46,South Dakota,0601,08/09/1995,7,11
39,Ohio,9006,11/07/2002,95,
39,Ohio,9022,11/05/2002,0,
38,North Dakota,3005,11/14/2002,0,0
31,Nebraska,6701,11/20/2002,0,
31,Nebraska,3033,11/21/2002,0,9
29,Missouri,5000,12/03/2002,67,
31,Nebraska,3018,11/21/2002,0,0
31,Nebraska,3024,11/21/2002,0,0
38,North Dakota,3006,11/14/2002,0,0
29,Missouri,5058,12/03/2002,78,
18,Indiana,0602,11/06/2002,0,0
20,Kansas,B430,11/09/1995,88,
29,Missouri,A410,05/14/1991,88,
29,Missouri,A411,05/14/1991,50,
29,Missouri,A430,05/14/1991,100,
29,Missouri,A410,07/29/1993,60,
29,Missouri,A411,07/29/1993,50,
29,Missouri,A430,07/29/1993,100,
19,Iowa,0213,10/18/1994,0,0
19,Iowa,0214,10/18/1994,0,0
19,Iowa,0215,10/17/1994,0,0
19,Iowa,0216,10/18/1994,0,0
19,Iowa,0217,10/17/1994,3,3
19,Iowa,0218,10/17/1994,0,0
19,Iowa,0219,10/17/1994,0,0
19,Iowa,0220,10/17/1994,0,0
19,Iowa,0221,10/18/1994,0,0
19,Iowa,0222,10/18/1994,0,0
19,Iowa,0223,10/18/1994,0,0
19,Iowa,0224,10/18/1994,0,0
19,Iowa,0259,10/18/1994,0,
20,Kansas,4054,04/18/1995,100,
18,Indiana,A410,05/01/1991,0,0
18,Indiana,A430,05/01/1991,0,0
20,Kansas,0259,04/14/1993,0,0
20,Kansas,0212,04/09/1993,0,0
29,Missouri,0760,06/23/1992,52,92
29,Missouri,0760,07/24/1991,96,236
31,Nebraska,3023,04/20/1995,9,65
38,North Dakota,0213,10/27/1994,0,0
38,North Dakota,0214,10/27/1994,0,0
38,North Dakota,0215,10/26/1994,0,0
38,North Dakota,0216,10/27/1994,0,0
38,North Dakota,0217,10/27/1994,9,12
27,Minnesota,4040,09/09/1997,0,
83,Manitoba,3802,06/20/1997,0,0
83,Manitoba,3802,09/15/1997,0,0
38,North Dakota,0217,07/30/1997,9,12
38,North Dakota,0213,07/28/1997,0,0
38,North Dakota,0221,07/31/1997,0,0
19,Iowa,0215,06/18/1997,0,0
19,Iowa,0218,06/17/1997,0,3
19,Iowa,0220,06/17/1997,0,0
19,Iowa,0219,06/17/1997,0,0
19,Iowa,0216,06/18/1997,0,0
18,Indiana,0601,09/26/1991,12,12
18,Indiana,0602,09/26/1991,0,0
20,Kansas,4054,11/06/1997,100,
29,Missouri,B410,05/15/1991,13,
29,Missouri,B411,05/15/1991,0,
29,Missouri,B430,05/15/1991,0,
26,Michigan,0213,11/29/1994,0,0
26,Michigan,0215,12/02/1994,0,0
26,Michigan,0216,12/01/1994,0,0
26,Michigan,0217,11/29/1994,0,0
26,Michigan,0218,12/06/1994,29,33
26,Michigan,0219,12/06/1994,0,0
26,Michigan,0601,06/03/1993,55,
26,Michigan,0602,06/03/1993,75,
26,Michigan,0605,06/04/1993,38,
29,Missouri,0601,08/07/1991,64,
20,Kansas,9037,05/12/1994,27,
31,Nebraska,3018,11/03/1993,0,0
31,Nebraska,3023,07/21/1993,0,6
31,Nebraska,3028,07/27/1993,0,0
31,Nebraska,3033,10/19/1993,0,3
31,Nebraska,4019,07/19/1993,100,
18,Indiana,0602,08/10/1993,,0
18,Indiana,0605,08/10/1993,0,0
18,Indiana,0601,09/10/1992,12,16
18,Indiana,0602,09/10/1992,0,0
18,Indiana,0605,09/10/1992,0,0
39,Ohio,3801,05/17/1993,0,0
39,Ohio,B410,05/18/1993,0,0
39,Ohio,B430,05/18/1993,0,0
46,South Dakota,6600,08/04/1994,0,0
26,Michigan,0220,12/01/1994,0,0
26,Michigan,0221,11/30/1994,0,0
26,Michigan,0222,12/02/1994,0,0
26,Michigan,0223,12/02/1994,0,0
26,Michigan,0224,11/30/1994,0,0
26,Michigan,0259,12/06/1994,0,
29,Missouri,0701,06/22/1992,0,0
29,Missouri,0702,06/23/1992,,12
29,Missouri,0703,06/23/1992,40,44
29,Missouri,0704,06/23/1992,40,120
29,Missouri,0705,06/23/1992,0,0
29,Missouri,0706,06/23/1992,100,390
29,Missouri,0707,06/23/1992,100,381
29,Missouri,0708,06/23/1992,100,305
29,Missouri,0709,06/23/1992,100,469
29,Missouri,0701,07/24/1991,0,0
29,Missouri,0702,07/23/1991,79,219
89,Quebec,3001,07/15/1997,3,3
36,New York,4018,09/09/1997,13,
89,Quebec,3001,08/24/2007,0,0
54,West Virginia,4003,03/31/2009,0,
37,North Carolina,3807,03/24/2010,4,21
37,North Carolina,3816,03/30/2010,0,0
37,North Carolina,0207,04/19/2010,0,0
37,North Carolina,0203,04/19/2010,0,0
37,North Carolina,0260,04/19/2010,0,0
37,North Carolina,0211,04/20/2010,0,0
37,North Carolina,0212,04/20/2010,0,0
37,North Carolina,0208,04/20/2010,0,0
37,North Carolina,0204,04/21/2010,0,0
37,North Carolina,0259,04/22/2010,0,0
36,New York,4018,04/12/2010,25,
42,Pennsylvania,3044,06/15/2010,8,52
37,North Carolina,3807,11/28/2007,9,21
37,North Carolina,3816,12/04/2007,0,0
54,West Virginia,4003,03/05/2008,0,
42,Pennsylvania,1623,03/25/2008,8,12
42,Pennsylvania,3044,03/26/2008,4,16
10,Delaware,0259,05/12/2009,0,0
55,Wisconsin,0221,05/04/2010,0,0
55,Wisconsin,0224,05/05/2010,0,0
55,Wisconsin,0216,05/05/2010,0,0
55,Wisconsin,0220,05/05/2010,0,0
55,Wisconsin,0217,05/05/2010,0,0
55,Wisconsin,0213,05/06/2010,0,0
55,Wisconsin,0261,05/06/2010,0,0
55,Wisconsin,0223,05/06/2010,0,0
55,Wisconsin,0222,05/06/2010,0,0
55,Wisconsin,0219,05/12/2010,0,0
55,Wisconsin,0218,05/12/2010,0,0
55,Wisconsin,0215,05/12/2010,0,0
55,Wisconsin,0214,05/12/2010,0,0
55,Wisconsin,0262,05/12/2010,0,0
55,Wisconsin,0266,05/13/2010,0,0
55,Wisconsin,0264,05/13/2010,0,0
55,Wisconsin,0265,05/13/2010,0,0
20,Kansas,0210,10/20/2010,0,0
20,Kansas,0209,10/21/2010,0,0
20,Kansas,0259,10/21/2010,0,0
20,Kansas,3013,10/12/2010,3,3
29,Missouri,5503,07/13/1995,0,
19,Iowa,3033,04/07/2011,0,0
19,Iowa,0217,03/30/2011,0,0
19,Iowa,0218,03/30/2011,3,3
46,South Dakota,3052,05/11/2011,0,0
19,Iowa,0220,03/30/2011,0,0
19,Iowa,0215,03/30/2011,0,0
19,Iowa,0216,03/30/2011,0,0
19,Iowa,0213,03/31/2011,0,0
19,Iowa,0214,03/31/2011,3,3
19,Iowa,0259,03/31/2011,0,
19,Iowa,0221,03/31/2011,0,0
19,Iowa,0222,03/31/2011,0,0
19,Iowa,0223,03/31/2011,0,0
19,Iowa,0224,03/31/2011,0,0
19,Iowa,0219,03/30/2011,0,0
27,Minnesota,4050,05/12/2011,0,
27,Minnesota,4034,05/03/2011,0,
27,Minnesota,4033,05/04/2011,6,
27,Minnesota,4037,05/05/2011,0,
46,South Dakota,3013,05/24/2011,0,3
46,South Dakota,3012,05/26/2011,3,3
31,Nebraska,3028,06/01/2011,0,0
46,South Dakota,3010,05/12/2011,0,0
28,Mississippi,9030,07/15/1993,0,
48,Texas,4143,04/29/1993,0,
13,Georgia,3019,01/14/1993,0,0
28,Mississippi,4024,07/15/1993,0,
12,Florida,3811,03/04/1997,71,68
48,Texas,4143,07/09/1997,0,
48,Texas,4143,09/25/1997,0,
1,Alabama,4084,12/01/1997,100,
1,Alabama,3028,12/02/1997,4,4
1,Alabama,4007,12/02/1997,36,
5,Arkansas,4021,04/07/1998,6,
5,Arkansas,A410,04/07/1998,3,
12,Florida,4057,07/16/1997,0,0
28,Mississippi,4024,03/03/1997,0,
12,Florida,3804,07/16/1997,81,86
5,Arkansas,A601,10/02/1997,0,0
13,Georgia,3016,12/08/1997,4,4
5,Arkansas,A605,10/02/1997,0,4
13,Georgia,3019,10/14/1997,0,0
48,Texas,3589,04/15/1998,0,3
48,Texas,9355,04/17/1998,0,0
13,Georgia,3019,04/28/1998,0,0
22,Louisiana,4001,05/05/1998,78,
48,Texas,3010,05/13/1998,0,0
48,Texas,3003,04/16/1998,0,0
48,Texas,4142,05/15/1998,0,
48,Texas,4143,05/14/1998,0,
48,Texas,3699,05/11/1998,12,
48,Texas,4146,05/13/1998,0,
48,Texas,4152,05/13/1998,61,
48,Texas,B410,05/14/1998,0,
48,Texas,B420,05/14/1998,0,
48,Texas,B430,05/14/1998,0,
48,Texas,C410,04/15/1998,6,12
48,Texas,C420,04/15/1998,0,0
48,Texas,C430,04/15/1998,0,6
48,Texas,D410,05/13/1998,53,
48,Texas,D420,05/13/1998,100,
48,Texas,D430,05/13/1998,88,
48,Texas,E410,05/15/1998,0,
48,Texas,E420,05/15/1998,0,
48,Texas,E430,05/15/1998,0,
5,Arkansas,A430,04/07/1998,0,
48,Texas,A410,04/17/1998,0,0
28,Mississippi,A410,03/03/1997,0,
5,Arkansas,0216,05/24/2007,0,0
5,Arkansas,0215,05/22/2007,0,0
5,Arkansas,0214,05/22/2007,0,0
5,Arkansas,0213,05/24/2007,,39
5,Arkansas,A602,05/21/2007,0,4
5,Arkansas,A605,05/21/2007,0,0
5,Arkansas,A601,03/11/2004,0,0
5,Arkansas,A602,03/11/2004,0,4
5,Arkansas,A605,03/10/2004,0,9
5,Arkansas,0213,09/16/2004,12,21
5,Arkansas,0214,09/14/2004,0,0
5,Arkansas,0215,09/14/2004,0,0
5,Arkansas,0216,09/16/2004,0,0
12,Florida,4000,01/26/2005,0,0
12,Florida,4059,01/25/2005,0,0
12,Florida,3811,01/27/2005,88,108
13,Georgia,3020,01/28/2005,4,4
5,Arkansas,3011,05/14/2007,0,0
13,Georgia,3007,04/08/2004,0,0
13,Georgia,3015,04/01/2004,0,0
13,Georgia,3017,03/30/2004,0,0
13,Georgia,3011,03/31/2004,0,0
13,Georgia,3019,04/06/2004,0,0
13,Georgia,3016,03/29/2004,8,28
5,Arkansas,4021,03/02/2004,6,
5,Arkansas,0224,09/15/2004,0,0
5,Arkansas,0223,09/14/2004,0,0
5,Arkansas,0222,09/14/2004,0,0
5,Arkansas,0221,09/16/2004,0,0
5,Arkansas,0220,09/15/2004,0,0
5,Arkansas,A601,05/18/2005,0,0
5,Arkansas,0224,05/24/2007,0,0
5,Arkansas,A601,05/22/2007,0,0
28,Mississippi,A430,03/04/1997,0,
48,Texas,A420,04/17/1998,0,0
48,Texas,A430,04/17/1998,0,0
48,Texas,9167,06/01/1998,0,
48,Texas,D420,06/29/1990,100,
28,Mississippi,9030,03/06/1991,0,
40,Oklahoma,A410,11/02/1992,0,0
48,Texas,D410,06/29/1990,47,
40,Oklahoma,4162,11/06/1992,0,0
40,Oklahoma,0601,11/05/1992,8,
40,Oklahoma,0602,11/05/1992,7,
40,Oklahoma,4157,11/04/1992,0,0
48,Texas,B410,07/11/1991,0,
48,Texas,B420,07/11/1991,0,
48,Texas,B430,07/11/1991,0,
48,Texas,B430,09/05/1989,0,
48,Texas,A420,07/16/1991,0,0
48,Texas,B410,04/03/1992,0,
48,Texas,B420,04/03/1992,0,
48,Texas,B430,04/03/1992,0,
48,Texas,A410,07/16/1991,0,0
5,Arkansas,A430,09/10/1991,0,
5,Arkansas,A410,04/30/1991,3,
13,Georgia,3019,09/24/1991,0,0
48,Texas,4146,04/02/1992,0,
48,Texas,4152,04/02/1992,56,
45,South Carolina,3012,03/16/1992,0,0
13,Georgia,3017,09/24/1991,0,0
5,Arkansas,3059,09/09/1991,6,
13,Georgia,3011,09/24/1991,0,0
13,Georgia,3015,09/24/1991,0,0
13,Georgia,3016,09/23/1991,0,0
5,Arkansas,4046,09/10/1991,0,
5,Arkansas,3011,09/10/1991,0,0
28,Mississippi,4024,09/11/1991,0,
13,Georgia,3020,09/25/1991,0,0
13,Georgia,3018,09/24/1991,0,0
5,Arkansas,4023,09/10/1991,0,
12,Florida,3804,09/30/1991,62,62
12,Florida,3811,10/03/1991,58,56
12,Florida,4000,10/05/1991,0,0
12,Florida,4057,09/30/1991,0,0
40,Oklahoma,4160,10/16/1991,0,0
12,Florida,4138,10/05/1991,17,16
40,Oklahoma,3018,10/08/1991,0,0
40,Oklahoma,4157,10/09/1991,0,0
12,Florida,4109,10/05/1991,0,0
22,Louisiana,4001,11/04/1991,67,
28,Mississippi,3018,11/01/1991,0,0
28,Mississippi,3019,11/01/1991,0,0
28,Mississippi,9030,10/31/1991,0,
40,Oklahoma,4162,10/14/1991,0,0
5,Arkansas,4021,05/15/1991,9,
48,Texas,3010,04/02/1992,0,0
48,Texas,4142,04/03/1992,0,
48,Texas,4143,04/03/1992,0,
12,Florida,4059,10/15/1991,0,0
28,Mississippi,3019,03/04/1991,0,0
28,Mississippi,4024,03/06/1991,0,
35,New Mexico,3010,03/27/1991,0,0
28,Mississippi,3018,03/04/1991,0,0
13,Georgia,3015,04/10/1991,0,0
13,Georgia,3017,04/10/1991,0,0
13,Georgia,3019,04/11/1991,0,0
13,Georgia,3007,04/12/1991,0,0
72,Puerto Rico,3008,03/04/1991,0,0
72,Puerto Rico,4121,02/28/1991,54,71
13,Georgia,3018,04/10/1991,0,0
48,Texas,3589,06/20/1991,0,3
72,Puerto Rico,3008,01/22/1990,0,0
48,Texas,3010,07/10/1991,0,0
48,Texas,3699,07/09/1991,8,
48,Texas,4142,07/11/1991,0,
48,Texas,4143,07/11/1991,0,
28,Mississippi,4024,05/14/1991,0,
1,Alabama,3028,09/19/1991,0,0
1,Alabama,4007,09/19/1991,14,
35,New Mexico,3010,08/29/1991,0,0
1,Alabama,4084,09/19/1991,100,
13,Georgia,3007,09/23/1991,0,0
12,Florida,3804,07/17/1991,62,62
12,Florida,4000,07/31/1991,0,0
12,Florida,4057,07/17/1991,0,0
12,Florida,4109,07/19/1991,0,0
12,Florida,4138,08/01/1991,17,16
48,Texas,4146,07/10/1991,0,
48,Texas,4152,07/10/1991,56,
48,Texas,3003,07/16/1991,0,0
48,Texas,9167,07/16/1991,0,
48,Texas,9355,07/15/1991,0,0
5,Arkansas,A608,09/12/1996,0,0
47,Tennessee,0605,10/29/1996,0,0
5,Arkansas,A602,09/12/1996,0,0
5,Arkansas,A605,09/12/1996,0,0
5,Arkansas,0213,11/19/1996,0,0
5,Arkansas,0214,11/08/1996,0,0
5,Arkansas,0216,11/19/1996,0,0
5,Arkansas,0217,11/14/1996,0,0
5,Arkansas,0218,11/14/1996,0,0
5,Arkansas,0219,11/12/1996,0,0
5,Arkansas,0220,11/15/1996,0,0
5,Arkansas,0221,11/20/1996,0,0
5,Arkansas,0222,11/08/1996,0,0
5,Arkansas,0223,11/06/1996,0,0
5,Arkansas,0224,11/18/1996,0,0
13,Georgia,3019,10/16/1996,0,0
48,Texas,3589,06/26/1996,9,18
48,Texas,C430,06/26/1996,6,12
48,Texas,C420,06/26/1996,14,27
5,Arkansas,3011,08/06/1997,0,0
5,Arkansas,3059,08/07/1997,6,
5,Arkansas,3073,06/09/1997,0,
5,Arkansas,4019,08/05/1997,0,
5,Arkansas,3074,06/11/1997,18,
5,Arkansas,4046,06/11/1997,3,
5,Arkansas,4023,08/06/1997,0,
12,Florida,4000,04/21/1997,0,0
12,Florida,4059,04/18/1997,0,0
12,Florida,4109,04/18/1997,0,0
12,Florida,4138,04/21/1997,25,28
13,Georgia,3007,05/15/1997,0,0
13,Georgia,3011,04/23/1997,0,0
13,Georgia,3015,04/23/1997,0,0
13,Georgia,3017,05/14/1997,0,0
13,Georgia,3018,05/14/1997,0,4
13,Georgia,3020,04/24/1997,0,0
28,Mississippi,9030,08/05/1997,0,
5,Arkansas,B410,08/05/1997,0,
5,Arkansas,B430,08/05/1997,0,
5,Arkansas,C410,08/07/1997,0,
5,Arkansas,C430,08/07/1997,0,
35,New Mexico,3010,04/28/1997,0,0
40,Oklahoma,3018,08/19/1997,0,0
40,Oklahoma,4157,05/21/1997,0,0
40,Oklahoma,4160,08/19/1997,0,0
40,Oklahoma,4162,08/20/1997,0,0
45,South Carolina,3012,06/24/1997,0,0
48,Texas,4142,07/08/1997,0,
40,Oklahoma,A410,08/19/1997,0,0
40,Oklahoma,A420,08/19/1997,0,0
40,Oklahoma,A430,08/19/1997,0,0
40,Oklahoma,0601,05/22/1997,15,
40,Oklahoma,0602,05/22/1997,14,
40,Oklahoma,0605,05/22/1997,12,
48,Texas,4142,09/26/1997,0,
5,Arkansas,A603,09/12/1996,0,0
48,Texas,A808,12/14/2001,0,0
1,Alabama,0601,11/13/2001,4,4
1,Alabama,0602,11/13/2001,0,0
1,Alabama,0605,11/14/2001,0,0
13,Georgia,3017,02/26/2002,0,0
12,Florida,3811,01/29/2002,88,112
13,Georgia,3007,02/12/2002,0,0
13,Georgia,3011,02/22/2002,0,0
13,Georgia,3015,02/22/2002,0,0
13,Georgia,3016,02/15/2002,4,8
13,Georgia,3019,02/11/2002,0,0
13,Georgia,3020,02/20/2002,4,4
35,New Mexico,3010,05/10/2002,3,3
48,Texas,9355,04/01/2002,0,0
47,Tennessee,0601,04/03/2002,5,10
47,Tennessee,0602,04/03/2002,2,5
47,Tennessee,0605,04/04/2002,4,5
12,Florida,3804,05/16/2002,88,94
5,Arkansas,A602,04/24/2002,0,0
5,Arkansas,A605,04/23/2002,0,0
13,Georgia,3020,04/08/1991,0,0
5,Arkansas,A601,04/24/2002,0,0
12,Florida,4000,05/13/2002,0,0
40,Oklahoma,4160,07/23/2002,0,0
40,Oklahoma,3018,07/23/2002,0,0
40,Oklahoma,0605,07/17/2002,50,
1,Alabama,0601,10/07/2002,4,4
12,Florida,4059,05/13/2002,0,0
1,Alabama,0602,10/07/2002,0,2
1,Alabama,0605,10/08/2002,0,0
5,Arkansas,0809,08/30/2002,0,0
5,Arkansas,0810,08/30/2002,0,0
5,Arkansas,0213,08/29/2002,3,9
5,Arkansas,0214,08/27/2002,0,0
5,Arkansas,0215,08/27/2002,0,0
5,Arkansas,0216,08/29/2002,0,0
5,Arkansas,0217,08/28/2002,3,6
5,Arkansas,0218,08/28/2002,64,99
5,Arkansas,0219,08/28/2002,0,0
5,Arkansas,0220,08/29/2002,0,0
5,Arkansas,0221,08/29/2002,0,0
40,Oklahoma,0601,07/16/2002,23,
40,Oklahoma,0602,07/15/2002,54,
5,Arkansas,0222,08/27/2002,0,0
5,Arkansas,0223,08/27/2002,0,0
5,Arkansas,0224,08/29/2002,0,0
40,Oklahoma,0601,10/11/1991,13,
40,Oklahoma,0602,10/11/1991,22,
40,Oklahoma,0603,10/11/1991,0,
40,Oklahoma,0604,10/11/1991,14,
40,Oklahoma,0605,10/11/1991,0,
40,Oklahoma,0606,10/11/1991,11,
40,Oklahoma,0607,10/11/1991,0,
40,Oklahoma,0608,10/11/1991,0,
28,Mississippi,7012,02/12/2003,0,
28,Mississippi,4024,03/04/2003,0,
28,Mississippi,3018,03/18/2003,0,0
28,Mississippi,9030,02/13/2003,0,
48,Texas,3003,04/25/2003,0,3
5,Arkansas,A602,05/07/2003,,4
5,Arkansas,A601,05/07/2003,0,0
5,Arkansas,A605,05/06/2003,0,0
5,Arkansas,3073,05/21/2003,0,
48,Texas,4142,07/25/2003,0,
48,Texas,C410,04/27/2000,4,12
40,Oklahoma,4157,08/21/2003,0,0
40,Oklahoma,0601,08/18/2003,38,
40,Oklahoma,0602,08/18/2003,57,
48,Texas,4143,07/25/2003,0,
5,Arkansas,3011,09/23/2003,0,0
5,Arkansas,4046,09/24/2003,3,
5,Arkansas,0809,09/25/2003,0,0
5,Arkansas,0810,09/26/2003,0,0
47,Tennessee,0601,09/15/2003,17,15
47,Tennessee,0605,09/16/2003,2,5
40,Oklahoma,0605,08/18/2003,58,
5,Arkansas,4019,09/29/2003,0,
5,Arkansas,0220,10/08/2003,0,0
5,Arkansas,0221,10/09/2003,0,0
5,Arkansas,0222,10/07/2003,0,0
28,Mississippi,3019,03/19/2003,0,0
48,Texas,4152,07/23/2003,61,
48,Texas,3010,07/23/2003,0,0
48,Texas,4146,07/24/2003,0,
48,Texas,A807,07/21/2003,0,0
48,Texas,A808,07/21/2003,0,0
5,Arkansas,0213,10/09/2003,6,9
5,Arkansas,0214,10/06/2003,0,0
5,Arkansas,0215,10/06/2003,0,0
5,Arkansas,0216,10/08/2003,0,0
5,Arkansas,0217,10/08/2003,3,6
5,Arkansas,0218,10/07/2003,64,96
5,Arkansas,0219,10/07/2003,0,0
5,Arkansas,0223,10/06/2003,0,0
5,Arkansas,0224,10/08/2003,0,0
1,Alabama,0601,10/27/2003,4,4
1,Alabama,0602,10/27/2003,0,2
1,Alabama,0605,10/28/2003,0,0
72,Puerto Rico,4121,11/05/2003,81,87
5,Arkansas,0809,03/01/2006,0,0
5,Arkansas,0810,03/01/2006,0,0
5,Arkansas,A605,02/28/2006,0,27
47,Tennessee,0601,02/23/2004,21,50
47,Tennessee,0602,02/23/2004,7,17
48,Texas,A808,06/03/2004,0,0
48,Texas,A807,06/03/2004,0,0
1,Alabama,0601,10/04/2004,4,4
1,Alabama,0602,10/04/2004,0,2
1,Alabama,0605,10/05/2004,0,0
5,Arkansas,A602,05/18/2005,0,9
5,Arkansas,A605,05/17/2005,0,18
35,New Mexico,3010,04/06/2005,3,3
1,Alabama,0601,09/11/2006,4,4
1,Alabama,0602,09/11/2006,0,2
1,Alabama,0605,09/11/2006,0,2
40,Oklahoma,A410,09/27/1999,0,0
40,Oklahoma,A420,09/27/1999,0,0
40,Oklahoma,A430,09/27/1999,0,0
40,Oklahoma,3018,09/21/1999,0,0
40,Oklahoma,4160,09/27/1999,0,0
1,Alabama,0602,09/30/1999,0,0
1,Alabama,0605,09/30/1999,0,0
1,Alabama,0601,09/30/1999,4,4
47,Tennessee,0605,06/14/1999,6,7
47,Tennessee,0602,06/14/1999,2,2
12,Florida,3804,07/28/1999,81,86
72,Puerto Rico,4121,06/04/1997,81,83
28,Mississippi,7012,02/04/2000,0,
28,Mississippi,3018,01/25/2000,0,0
28,Mississippi,3019,01/26/2000,0,0
28,Mississippi,4024,02/01/2000,0,
28,Mississippi,9030,02/03/2000,0,
12,Florida,4057,02/07/2000,0,0
12,Florida,4109,02/09/2000,0,0
48,Texas,A808,04/19/2000,0,0
48,Texas,A807,04/19/2000,0,0
48,Texas,3589,04/27/2000,0,0
13,Georgia,3019,03/14/2000,0,0
47,Tennessee,0601,06/12/2000,0,0
47,Tennessee,0602,06/11/2000,0,0
47,Tennessee,0605,06/11/2000,0,0
5,Arkansas,0809,06/21/2000,0,0
5,Arkansas,0810,06/21/2000,0,0
5,Arkansas,0213,06/29/2000,0,0
5,Arkansas,0217,06/29/2000,0,0
5,Arkansas,0216,06/29/2000,0,0
5,Arkansas,0215,06/29/2000,0,0
5,Arkansas,0214,06/29/2000,0,0
5,Arkansas,0218,06/29/2000,27,45
5,Arkansas,0219,06/29/2000,0,0
5,Arkansas,0220,06/29/2000,0,0
5,Arkansas,0810,05/18/2007,0,0
5,Arkansas,0224,06/29/2000,0,0
