STATE_CODE,STATE_CODE_EXP,SHRP_ID,SURVEY_DATE,CONSTRUCTION_NO,GATOR_CRACK_A_L,GATOR_CRACK_A_M,GATOR_CRACK_A_H,BLK_CRACK_A_L,BLK_CRACK_A_M,BLK_CRACK_A_H,EDGE_CRACK_L_L,EDGE_CRACK_L_M,EDGE_CRACK_L_H,LONG_CRACK_WP_L_L,LONG_CRACK_WP_L_M,LONG_CRACK_WP_L_H,LONG_CRACK_WP_SEAL_L_L,LONG_CRACK_WP_SEAL_L_M,LONG_CRACK_WP_SEAL_L_H,LONG_CRACK_NWP_L_L,LONG_CRACK_NWP_L_M,LONG_CRACK_NWP_L_H,LONG_CRACK_NWP_SEAL_L_L,LONG_CRACK_NWP_SEAL_L_M,LONG_CRACK_NWP_SEAL_L_H,TRANS_CRACK_NO_L,TRANS_CRACK_NO_M,TRANS_CRACK_NO_H,TRANS_CRACK_L_L,TRANS_CRACK_L_M,TRANS_CRACK_L_H,TRANS_CRACK_SEAL_L_L,TRANS_CRACK_SEAL_L_M,TRANS_CRACK_SEAL_L_H,PATCH_NO_L,PATCH_NO_M,PATCH_NO_H,PATCH_A_L,PATCH_A_M,PATCH_A_H,POTHOLES_NO_L,POTHOLES_NO_M,POTHOLES_NO_H,POTHOLES_A_L,POTHOLES_A_M,POTHOLES_A_H,SHOVING_NO,SHOVING_A,BLEEDING,POLISH_AGG_A,RAVELING,PUMPING_NO,PUMPING_L,OTHER,SURVEY_WIDTH,WP_LENGTH_CRACKED,TRANS_CRACK_L_GT183
37,North Carolina,1645,04/01/2010,3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,12.80000019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOTH FATIGUE AND TRANS. CRACKING INCREASE FROM LAST VISIT IN '07,3.700000048,63.20000076,0
37,North Carolina,1817,04/28/2010,5,151.3000031,8.399999619,0,0,0,0,0,0,0,0,0,0,0,0,0,205.1999969,70.5,0,0,0,0,37,0,0,17.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.299999952,0,0,,3.700000048,252.8000031,0
37,North Carolina,1028,04/29/2010,2,149.6999969,96.5,0,9.5,0,0,0,0,0,0,0,0,0,0,0,19.70000076,25.60000038,0,0,0,0,36,0,1,18.20000076,0,0.899999976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3.700000048,274.2000122,0
42,Pennsylvania,1597,08/16/2007,6,48.09999847,1.399999976,0,0,0,0,0,0,0,0,3.099999905,0,0,0,0,61.90000153,13,0,0,0,0,5,3,0,3.5,5.599999905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3.700000048,127.3000031,3
42,Pennsylvania,1691,08/15/2007,3,23.79999924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.699999988,71.30000305,180.6999969,0,0,0,18,0,8,8,0,28.60000038,0,0,0,0,0,1,0,0,28.60000038,0,0,0,0,0,0,0,0,0,0,0,0,0,ALL DISTRESS GENERALLY INCREASED BY SEVERITY,3.700000048,66.59999847,28.89999962
24,Maryland,0507,04/08/2009,2,2.099999905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187.6999969,118.0999985,0,0,0,0,15,2,0,9.100000381,7.400000095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PREVIOUS RATED RAVELLING NEED TO BE ADJUSTED,3.700000048,8.300000191,7.400000095
24,Maryland,0502,04/07/2009,4,23.79999924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203.1000061,40.20000076,0,0,0,0,4,4,0,1.399999976,13.80000019,0,0,0,0,3,0,0,260.2999878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3.700000048,63.40000153,13.80000019
24,Maryland,0503,04/08/2009,3,0,424,0,0,0,0,0,0,0,0,0,0,0,0,0,269.5,52.79999924,0,0,0,0,2,9,0,1.100000024,10.60000038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3.700000048,304.7999878,0
24,Maryland,0504,04/08/2009,3,39.59999847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141.1000061,163.3000031,0,0,0,0,2,4,0,2,10.5,0,0,0,0,1,0,0,166.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3.700000048,128,9.800000191
34,New Jersey,1011,05/09/2009,2,0,85.40000153,387.6000061,0,0,0,0,0,0,0,0,0,0,0,0,2,137.3000031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3.700000048,304.7999878,0
34,New Jersey,0901,05/09/2009,2,13.69999981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203,69.5,0,0,0,0,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3.700000048,13,0
34,New Jersey,0903,05/09/2009,3,79.30000305,1.600000024,0,0,0,0,0,0,0,0,0,0,0,0,0,243.1999969,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.399999976,0,0,0,0,0,0,0,0,0,0,1.299999952,0,0,"OPEN GRADED PAVEMENT, WITH COARSE AGGREGATE IN SURFACE LAYER",3.700000048,177,0
34,New Jersey,0902,05/10/2009,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231.6999969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3.700000048,0,0
34,New Jersey,0960,05/10/2009,2,55,14.80000019,0,0,0,0,0,0,0,0,0,0,0,0,0,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3.700000048,178.8000031,0
34,New Jersey,0961,05/10/2009,2,0,152.1999969,122.0999985,0,160.6999969,128.8999939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,94.40000153,,3.700000048,304.7999878,0
34,New Jersey,0962,05/11/2009,2,99.69999695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,257.1000061,44.20000076,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.100000001,0,0,0,0,0,0,0,0,0,0,0,0,0,,3.700000048,163,0
37,North Carolina,3008,04/13/2010,5,15.69999981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,7,0,82.69999695,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DC IS OPEN GRADED,3.700000048,61,90.5
37,North Carolina,2825,04/14/2010,1,0,4,5.5,0,478.8999939,48.09999847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,5,19.5,"6L IS PART OF BLOCK, REVIEW 2007 VISIT MAY NEED ADJUSTENT",3.700000048,15.19999981,0
37,North Carolina,1352,04/15/2010,3,31.29999924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154.6999969,0,0,0,0,0,41,0,0,19.60000038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3.700000048,112.5,0
24,Maryland,0961,06/10/2010,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,319.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152.5,0,0,0,0,,3.799999952,0,0
24,Maryland,0962,06/10/2010,2,4.300000191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,420.2000122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152.5,0,0,0,0,"USED LESS WIDTH FOR BLEEDING, THEREFORE QUALITY IS LOWER",3.799999952,21.29999924,0
9,Connecticut,1803,06/17/2010,4,24.29999924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.5,49.5,3.599999905,0,0,0,43,13,4,32.70000076,36.09999847,13.60000038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.600000024,0,0,,3.700000048,116.5999985,47.70000076
42,Pennsylvania,1691,07/01/2010,3,24.5,6.5,0,0,0,0,0,0,0,0.800000012,0,0,0,0,0,12.69999981,20.79999924,79.5,0,0,0,40,3,7,20.60000038,7.099999905,22,0,0,0,0,0,1,0,0,29.89999962,0,0,0,0,0,0,0,0,0,0,0,0,0,,3.700000048,55,30.89999962
24,Maryland,0903,06/22/2010,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274.5,0,0,0,0,,3.700000048,0,0
24,Maryland,0902,06/22/2010,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.699999988,0,0,0,0,0,0,0,0,0,0,274.5,0,0,0,0,,3.700000048,0,0
24,Maryland,0901,06/23/2010,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274.5,0,0,0,0,,3.700000048,0,0
24,Maryland,0960,06/24/2010,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,0,0,RAVELLING WAS PREVIOUSLY RATED AS OPEN GRADED TEXTURE,3.799999952,0,0
24,Maryland,2805,06/23/2010,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"RUTTING ON BWP, MID LANE STARTS SOON RAVELLING.",3.700000048,0,0
51,Virginia,1423,06/22/2010,3,47.79999924,1.5,0,0,0,0,0,152.5,0,0,0,0,0,0,0,0,152.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3.5,153.3999939,0
51,Virginia,1419,06/23/2010,4,21.29999924,27.79999924,0,0,0,0,0,34.29999924,0,0,0,0,0,0,0,0,2.200000048,150.3999939,0,0,0,7,0,0,3.099999905,0,0,0,0,0,0,0,1,0,0,1.100000024,0,0,0,0,0,0,0,0,31.89999962,0,108.1999969,0,0,,3.700000048,69.30000305,0
87,Ontario,A330,05/23/1991,2,118.9000015,0,0,0,0,0,7.300000191,0,0,26.79999924,0,0,8.199999809,0,0,23.5,21.29999924,0,14.60000038,17.39999962,0,104,2,0,61.29999924,2.099999905,0,44.20000076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3.700000048,148.3000031,25.29999924
87,Ontario,A330,04/22/1992,2,202.8999939,6.300000191,0,0,0,4.099999905,0,30.5,0,2.099999905,8.5,8.199999809,1.5,0,0,190.1999969,12.80000019,4.599999905,186.1999969,2.099999905,0,63,5,4,63.09999847,9.800000191,11.60000038,57.59999847,0.899999976,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3.700000048,251.8000031,30.79999924
87,Ontario,A340,05/08/1990,1,0,0,0,7.400000095,0,0,10.10000038,0,0,46.59999847,9.100000381,4,0,0,0,0,152.3999939,0,0,0,0,16,4,1,12.19999981,12.19999981,3.700000048,0,0,0,0,0,0,0,0,0,1,0,0,0.100000001,0,0,0,0,0,0,0,0,0,,3.700000048,59.70000076,16.89999962
24,Maryland,0508,08/16/2000,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,294,0,0,0,0,0,8,1,0,12.10000038,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3.700000048,0,5.400000095
24,Maryland,0507,08/15/2000,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229.6999969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3.700000048,0,0
24,Maryland,0561,08/16/2000,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176.1999969,0,0,0,0,0,17,0,0,34.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,COARSE SURFACE WITH N 0.2M WIDTH @ML,3.700000048,0,22.20000076
25,Massachusetts,1002,04/20/2004,10,0,143.8999939,59.5,0,0,0,0,0,0,0,0,0,0,0,0,0,37.5,62.29999924,0,0,0,36,20,21,30.5,16.10000038,18,0,0,0,0,0,2,0,0,105.1999969,0,1,1,0,0.090000004,0.100000001,0,0,0,0,270.7999878,0,0,SPORADIC PATCHING. SECTION IN ROUGH SHAPE. DUE FOR OVERLAY IN SUMMER 2004.,3.799999952,273.5,10.10000038
88,Prince Edward Island,1647,06/28/2005,7,1.100000024,43.20000076,65.40000153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109.5999985,0,0,0,37,39,17,16.5,26.20000076,15.39999962,0,0,0,0,7,8,0,20,16.60000038,0,0,0,0,0,0,0,0,0,0,48.79999924,0,0,,3.700000048,141.8999939,0
88,Prince Edward Island,1645,06/27/2005,1,12.30000019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.799999952,0,3,0,0,0,2,0,1,0.600000024,0,0.800000012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228.8000031,0,1.799999952,0,0,,3.700000048,45,0
85,Newfoundland,1808,06/23/2005,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196,0,0,0,0,,3.799999952,0,0
42,Pennsylvania,0660,07/12/2001,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.89999962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHANGED FOR D-24,3.599999905,0,0
42,Pennsylvania,0603,07/12/2001,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,69.5,0,0,0,0,4,5,0,14.80000019,18.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHANGED FOR D-24,3.700000048,0,33.29999924
42,Pennsylvania,0607,07/12/2001,2,0.300000012,0,0,0,0,0,0,0,0,2.799999952,0,0,0,0,0,94.30000305,61,0,0,0,0,2,1,0,1.600000024,3.700000048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHANGED FOR D-24,3.700000048,3.400000095,3.700000048
50,Vermont,1002,09/13/2001,1,33,81,0,0,0,0,0,0,0,0.600000024,5.400000095,0,0,0,0,0,3,0,0,0,0,24,56,4,11.5,55.59999847,4.300000191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244,0,91.5,0,0,,3.700000048,196.8999939,4.099999905
50,Vermont,1681,09/11/2001,3,0.400000006,0.899999976,0,0,0,0,0,0,0,0,3,0,0,0,0,30.89999962,213.5,4,0,150,0,5,0,0,1.600000024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,381,0,0,0,POLISHED AGGREGATE EXCEEDS LIMIT,3.700000048,6.300000191,0
50,Vermont,1683,09/12/2001,3,32.90000153,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.699999988,18.10000038,279.2000122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ALL CRACKS HAVE SEALANT BUT NOT IN GOOD CONDITION,3.700000048,105.1999969,0
50,Vermont,1682,09/12/2001,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153.3999939,0,241.6000061,152.5,0,0,5,9,4,18.5,28.5,14.80000019,18.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167,396,0,0,0,POLISHED AGG EXCEEDS LIMIT CHANGED FOR D-24,3.700000048,0,59.20000076
34,New Jersey,0506,10/17/2001,2,1.299999952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112.9000015,108.3000031,0,0,0,0,5,0,0,2.400000095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198.1000061,0,0,,3.700000048,3.200000048,0
34,New Jersey,0560,10/18/2001,2,17.20000076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.79999924,9.600000381,0,0,0,0,5,0,0,7.699999809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3.599999905,22.79999924,6
34,New Jersey,0509,10/16/2001,2,78.69999695,0,0,0,0,0,0,0,0,8.199999809,2.200000048,0,0,0,0,16.20000076,0,295.7000122,0,0,0,36,1,0,26,1.299999952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,579.0999756,0,0,,3.799999952,126.3000031,0
34,New Jersey,0508,10/16/2001,2,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,10.60000038,292,0,0,0,29,0,0,22.70000076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,579.0999756,0,0,,3.799999952,7,0
34,New Jersey,0503,10/15/2001,2,0,18,0,0,0,0,0,0,0,1.200000048,5.900000095,0,0,0,0,1.600000024,87.80000305,220.8999939,0,0,0,31,3,0,20.60000038,4.199999809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,564.2000122,0,0,,3.700000048,35.29999924,0
34,New Jersey,0505,10/30/2001,2,21.10000038,3,3.299999952,0,0,0,0,0,0,1.799999952,0,0,0,0,0,28.70000076,69.80000305,96.30000305,0,0,0,16,19,0,16.5,31.10000038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270,1,3,,3.599999905,49.5,18.10000038
34,New Jersey,0504,10/18/2001,2,33.09999847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,174.1999969,64.30000305,0,0,0,8,0,0,16.10000038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3.700000048,59.09999847,11.10000038
34,New Jersey,0559,10/18/2001,2,35.70000076,39.90000153,0,0,0,0,0,0,0,0,0,0,0,0,0,81.90000153,220.6000061,0,0,0,0,6,0,0,8.399999619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,371.3999939,1,1.200000048,,3.700000048,101.1999969,6.199999809
34,New Jersey,0502,10/17/2001,3,11.80000019,97.40000153,0,0,0,0,0,0,0,2.700000048,3,0,0,0,0,1.600000024,57.90000153,251.3000031,0,0,0,40,19,0,47.79999924,27.5,0,0,0,0,1,0,0,0.200000003,0,0,0,0,0,0,0,0,0,0,0,0,549,0,0,,3.799999952,104.6999969,10.19999981
34,New Jersey,0507,10/15/2001,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.199999809,143.6999969,138.1000061,0,0,0,1,0,0,0.400000006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,371,0,0,1 OCCURRENCE OF BLEEDING TOO SMALL TO RATE,3.599999905,0,0
24,Maryland,0563,09/06/2001,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103.8000031,0,0,0,0,0,10,5,0,16.39999962,16.60000038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274.5,0,289.7000122,0,0,,3.700000048,0,23.39999962
24,Maryland,0506,08/27/2001,2,0,0,0,0,0,0,0,0,0,3.799999952,0,0,0,0,0,215.3000031,0,0,0,0,0,18,2,0,35.59999847,7.400000095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274.5,0,0,0,0,,3.700000048,3.799999952,32.20000076
24,Maryland,0562,09/05/2001,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133.8000031,145.3999939,0,0,0,0,12,1,0,24.39999962,3.700000048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3.700000048,0,18.5
24,Maryland,0561,08/30/2001,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.10000038,152.5,0,0,0,0,15,2,0,28.39999962,7.400000095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152.5,0,0,COARSE SURFACE NEAR CL AND MID LANE CHANGED TO RAVELING AS IN 2000 SURVEY,3.700000048,0,27.79999924
24,Maryland,0560,09/06/2001,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.599999905,0,0,0,0,0,14,0,0,15.89999962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,335.5,0,0,0,0,,3.700000048,0,5.599999905
24,Maryland,0559,08/30/2001,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152.1999969,24.70000076,0,0,0,0,9,5,0,18.60000038,18.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159.8999939,0,0,0,0,POLISHED AGGREGATE REMOVED 03/04/03 AFTER REVIEW,3.700000048,0,33.29999924
24,Maryland,0508,08/27/2001,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,302.2999878,0,0,0,0,0,6,5,0,9.300000191,18.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3.700000048,0,22.20000076
24,Maryland,0507,08/29/2001,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,223.3999939,24.39999962,0,0,0,0,1,0,0,1.200000048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,REMOVED FATIGUE LENDIS-15,3.700000048,0,0
24,Maryland,0505,08/28/2001,3,4.599999905,9.899999619,0,0,0,0,0,0,0,1.200000048,0,0,0,0,0,188,32.79999924,0,0,0,0,4,11,2,1.899999976,32.59999847,7.400000095,0,0,0,0,1,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3.700000048,68.09999847,36.59999847
24,Maryland,0504,08/29/2001,3,12.80000019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133.5,12.5,0,0,0,0,3,2,0,4.099999905,7.400000095,0,0,0,0,1,0,0,166.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FIRST 45 METERS OVERLAY AC PATCH,3.700000048,21.79999924,9.399999619
24,Maryland,0503,08/28/2001,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,295.2999878,0,0,0,0,0,2,5,0,5,16.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EARLY STAGES OF RAVELLING ALONG CENTER LINE NOT RATED,3.700000048,0,18.5
26,Michigan,1012,05/20/1997,3,0,12.30000019,302.6000061,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,28,35,7,9.300000191,52.09999847,24.20000076,0,3.700000048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,INSIGNIFICANT PATCHED AREA (NOT PERFORMING) INSIDE FATIGUE AREA,3.799999952,304.7999878,51.5
20,Kansas,1010,03/24/1997,3,25.60000038,3.599999905,0,0,0,0,0,0,0,0,0,0,0,0,0,11.30000019,12.19999981,0,0,0,0,21,11,0,22.10000038,27.20000076,0,0,0,0,0,1,1,0,3.200000048,20.5,0,0,0,0,0,0,0,0,3.299999952,0,540.5999756,0,0,,3.700000048,68.5,27.20000076
20,Kansas,B330,03/24/1997,3,161.6000061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.900000095,0,0,0,0,0,9,5,2,11,13.39999962,4.300000191,0,0,1.700000048,0,0,0,0,0,0,1,0,0,0.200000003,0,0,0,0,0,0,0,0,0,CHANGED POTHOLE SIZE TO 0.2 SQ. M,3.700000048,301.5,19.70000076
20,Kansas,B350,03/24/1997,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,12,3.700000048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,3.700000048,0,8.399999619
20,Kansas,B340,03/24/1997,1,78.40000153,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,4,0,4.5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3.700000048,163.8000031,10
17,Illinois,0663,09/17/1998,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.10000038,0,0,0,0,0,25,0,0,26.10000038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3.700000048,0,2
17,Illinois,0662,09/15/1998,6,2.400000095,0,0,0,0,0,0,0,0,1.100000024,0,0,0,0,0,44.79999924,156.1000061,1.5,0,0,0,11,7,2,19.20000076,21.89999962,7.400000095,0,0,0,0,3,1,0,1.600000024,0.300000012,0,0,0,0,0,0,0,0,0,0,0,0,0,,3.700000048,12.89999962,40.20000076
17,Illinois,0606,09/15/1998,7,1.799999952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.5,0,0,0,0,0,3,9,0,11.19999981,33.59999847,0,0,0,0,2,1,0,0.200000003,0.300000012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3.799999952,9,44.79999924
29,Missouri,0603,09/10/1998,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171.6999969,3,0,0,0,0,9,12,0,30.20000076,40.29999924,0,3.799999952,0,0,0,1,0,0,0.400000006,0,0,0,0,0,0,0,0,0,0,0,572.4000244,0,0,,3.799999952,0,68
17,Illinois,0604,09/16/1998,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152.3999939,0,0,0,0,0,8,5,0,23.5,18.29999924,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3.700000048,0,40.29999924
29,Missouri,0604,09/10/1998,4,0,0,0,0,0,0,0,0,0,4.800000191,0,0,0,0,0,129.1000061,98.59999847,20,0,8,8,12,10,1,49.40000153,30.39999962,0.400000006,49.40000153,30.39999962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,579.5,0,0,,3.799999952,4.800000191,79.80000305
17,Illinois,0607,09/16/1998,5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.5,158.8999939,0,0,0,0,6,5,0,14.10000038,13.10000038,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3.700000048,12.5,22.20000076
18,Indiana,0603,05/05/1995,3,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167.6999969,0,0,0,0,0,22,37,0,54.40000153,124.4000015,0,3.799999952,124.4000015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3.799999952,33.20000076,176
18,Indiana,0604,05/05/1995,2,6.900000095,0,0,0,0,0,0,0,0,2.799999952,0,0,0,0,0,132.5,0,0,0,0,0,1,50,0,0.5,187.5,0,0,187.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.599999905,0,0,,3.700000048,32.79999924,187.5
