STATE_CODE,STATE_CODE_EXP,SHRP_ID,SURVEY_DATE,CONSTRUCTION_NO,GATOR_CRACK_A_L,GATOR_CRACK_A_M,GATOR_CRACK_A_H,BLK_CRACK_A_L,BLK_CRACK_A_M,BLK_CRACK_A_H,EDGE_CRACK_L_L,EDGE_CRACK_L_M,EDGE_CRACK_L_H,LONG_CRACK_WP_L_L,LONG_CRACK_WP_L_M,LONG_CRACK_WP_L_H,LONG_CRACK_WP_SEAL_L_L,LONG_CRACK_WP_SEAL_L_M,LONG_CRACK_WP_SEAL_L_H,LONG_CRACK_NWP_L_L,LONG_CRACK_NWP_L_M,LONG_CRACK_NWP_L_H,LONG_CRACK_NWP_SEAL_L_L,LONG_CRACK_NWP_SEAL_L_M,LONG_CRACK_NWP_SEAL_L_H,TRANS_CRACK_NO_L,TRANS_CRACK_NO_M,TRANS_CRACK_NO_H,TRANS_CRACK_L_L,TRANS_CRACK_L_M,TRANS_CRACK_L_H,TRANS_CRACK_SEAL_L_L,TRANS_CRACK_SEAL_L_M,TRANS_CRACK_SEAL_L_H,PATCH_NO_L,PATCH_NO_M,PATCH_NO_H,PATCH_A_L,PATCH_A_M,PATCH_A_H,POTHOLES_NO_L,POTHOLES_NO_M,POTHOLES_NO_H,POTHOLES_A_L,POTHOLES_A_M,POTHOLES_A_H,SHOVING_NO,SHOVING_A,BLEEDING,POLISH_AGG_A,RAVELING,PUMPING_NO,PUMPING_L,OTHER,SURVEY_WIDTH,WP_LENGTH_CRACKED,TRANS_CRACK_L_GT183
24,Maryland,0507,06/09/2004,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,294.2000122,10.80000019,0,0,0,0,2,0,0,2.700000048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228.8000031,0,106.8000031,0,0,NOT MUCH CHANGE SINCE LAST SURVEY,3.700000048,0,0
24,Maryland,0506,06/10/2004,2,3.200000048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224.6000061,65.80000305,0,0,0,0,6,11,0,11.10000038,40.20000076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274.5,0,0,0,0,COARSE SURFACE TEXTURE NOT RAVELLING. CLOSE SURVEY TO LAST,3.700000048,8.800000191,47.59999847
36,New York,A331,10/09/1990,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0,8.5,0.899999976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DISTRESSES SEALED BY STATE USING STRIKE OFF METHOD,3.599999905,0,0
36,New York,A331,04/29/1992,3,48.90000153,30.39999962,0,0,0,0,0,0,0,0.899999976,0,0,0,0,0,0,24.39999962,0,0,0,0,10,15,0,9.399999619,28,0,0,0,0,4,0,0,3.5,0,0,0,0,1,0,0,0.100000001,0,0,0,0,0,0,0,,3.599999905,96.5,13
37,North Carolina,0859,12/09/2003,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,503.2000122,0,0,,3.299999952,0,0
37,North Carolina,0802,12/09/2003,1,3.299999952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,1,0,0,0.600000024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201.3000031,0,0,DID NOT RATE CRACKING ALONG EDGE STRIPE.,3.299999952,10.89999962,0
37,North Carolina,0801,12/09/2003,1,10.39999962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.699999988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201.3000031,0,0,"PAINT CRACKING, CENTER LINE NOT RATED. COARSE AGGREGATE",3.299999952,27.60000038,0
34,New Jersey,0560,11/08/2003,2,24.29999924,21.89999962,0,0,0,0,0,0,0,0,0,0,0,0,0,84,26.29999924,0,0,0,0,7,1,0,6.599999905,3.799999952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3.700000048,62.79999924,0
34,New Jersey,0559,11/08/2003,2,90.19999695,11.69999981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.70000076,259.2999878,0,0,0,22,0,1,18.70000076,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,416.6000061,2,3,RAVELING & CRACKING ALONG CL. RATED AS RAVEL. FATIGUE OUTSIDE WP'S EXTENTS.,3.700000048,134.6999969,7.199999809
34,New Jersey,0504,11/08/2003,2,34.29999924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.20000076,212.8999939,8.699999809,0,0,0,14,5,0,15.39999962,10.19999981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3.700000048,59,8
33,New Hampshire,1001,11/25/2003,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NEW OVERLAY,3.599999905,0,0
51,Virginia,0114,12/13/2003,1,161.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.30000305,91.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,387.1000061,0,0,"FATIGUE HARD TO SEE, EXTRA ASPHALT OVER ENTIRE SITE",3.599999905,300,0
51,Virginia,1464,11/20/2003,2,8.600000381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.09999847,0,0,0,0,0,8,1,0,24.20000076,3.700000048,0,0,0,0,0,0,0,0,0,0,1,0,0,0.059999999,0,0,0,0,0,0,0,0,"NIGHT TESTING, OPEN GRADE PAVEMENT- SIGN OF WP RAVELLING OR FATIGUE- DIDNT RATE",3.700000048,14.39999962,25.89999962
10,Delaware,0103,10/31/2000,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OPEN GRADE TEXTURE,3.799999952,0,0
10,Delaware,0111,11/01/2000,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OPEN GRADE TEXTURE,3.700000048,0,0
10,Delaware,0101,10/31/2000,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OPEN GRADE TEXTURE,3.700000048,0,0
10,Delaware,0105,10/31/2000,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OPEN GRADE TEXTURE,3.799999952,0,0
10,Delaware,0107,10/31/2000,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OPEN GRADE TEXTURE,3.700000048,0,0
10,Delaware,0160,10/31/2000,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OPEN GRADE TEXTURE,3.700000048,0,0
42,Pennsylvania,1597,11/08/2000,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POST OVERLAY,3.599999905,0,0
9,Connecticut,4020,09/27/2000,5,0,0,0,0,0,0,0,0,0,0,84.59999847,47.09999847,0,84.59999847,44.5,33.20000076,175.6999969,105.0999985,15.19999981,175.6999969,105.0999985,0,10,4,0,34.5,14.80000019,0,33.29999924,14.80000019,0,15,4,0,5.300000191,7.099999905,0,0,2,0,0,0.200000003,1,0.699999988,0,0,564.2999878,0,0,"RAVELLING THROUGHOUT 500 FT SECTION, CHANGED FOR D-24",3.599999905,131.6999969,46.90000153
87,Ontario,0901,10/24/2000,1,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122.6999969,0,0,0,0,0,3,0,0,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,3.799999952,7,7.199999809
87,Ontario,1680,10/17/2000,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.30000019,0,131.8999939,0,0,0,1,4,1,1,11.10000038,3.700000048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.19999695,0,0,GRAVEL SHOULDER/DISCOLORATION IN CENTER OF LANE/RAVELLING ALONG CENTER LINE,3.700000048,0,14.10000038
42,Pennsylvania,7037,08/24/2000,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126.3000031,142.5,0,88.90000153,142.5,0,3,9,0,11.39999962,34.20000076,0,11.39999962,34.20000076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHANGED FOR D-24,3.799999952,0,45.59999847
33,New Hampshire,1001,09/28/2000,1,94.69999695,173.6000061,0,0,0,0,0,0,0,0,0,0,0,0,0,0.400000006,1.799999952,0,0,0,0,51,22,0,27.29999924,13.10000038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3.700000048,298.3999939,0
37,North Carolina,1814,10/12/2000,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3.700000048,0,0
23,Maine,0501,09/26/2000,1,1.600000024,1.299999952,0,0,0,0,0,0,0,0,0,0,0,0,0,6.900000095,13.69999981,277.7999878,0,0,0,4,5,1,2.099999905,2.900000095,3.700000048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,0,0,0,0,,3.700000048,10,3.299999952
23,Maine,0502,09/26/2000,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111.4000015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3.700000048,0,0
23,Maine,0503,09/26/2000,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.79999924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,,3.700000048,0,0
23,Maine,0504,09/26/2000,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.90000153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273.6000061,0,45,0,0,,3.700000048,0,0
23,Maine,0505,09/26/2000,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.70000076,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,259.2999878,0,30,0,0,,3.700000048,0,0
23,Maine,0506,09/27/2000,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.69999981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,259.2999878,0,30,0,0,,3.700000048,0,0
23,Maine,0507,09/27/2000,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274.5,0,15,0,0,,3.700000048,0,0
23,Maine,0508,09/27/2000,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.60000038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,305,0,0,0,0,,3.700000048,0,0
23,Maine,0509,09/27/2000,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274.5,0,30,0,0,,3.700000048,0,0
23,Maine,0559,09/27/2000,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.199999809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244,0,30,0,0,,3.700000048,0,0
87,Ontario,0902,10/24/2000,1,0,0,0,0,0,0,0,0,0,1.100000024,0,0,0,0,0,152.3999939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,REMOVED FATIGUE CRACKING - ECOMPEX 53,3.799999952,1.100000024,0
87,Ontario,0903,10/24/2000,1,18.10000038,0,0,0,0,0,0,0,0,2.799999952,11.5,0,0,0,0,61.40000153,0,0,0,0,0,1,0,0,0.400000006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,3.799999952,71.80000305,0
87,Ontario,0960,10/25/2000,1,2.900000095,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5.199999809,146.8000031,0,0,0,0,2,0,0,1.299999952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3.799999952,8.699999809,0
87,Ontario,0961,10/25/2000,1,200.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.09999847,0,0,0,0,0,1,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3.799999952,289,0
87,Ontario,0962,10/25/2000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.699999988,0,0,,3.700000048,0,0
83,Manitoba,0501,05/19/1989,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,3.700000048,7.400000095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,46.5 SM OF RAVELING OBSERVED BUT NOT RECORDED PER DIRECTIVE D-29,3.700000048,0,11.10000038
83,Manitoba,0502,05/19/1989,1,0,0,0,0,0,0,0,2.400000095,0,0,0,0,0,0,0,0,7.599999905,0,0,0,0,0,1,0,0,3.700000048,0,0,0,0,1,2,0,1.700000048,8.600000381,0,0,0,0,0,0,0,0,0,,,,0,0,46.5 SM OF RAVELING OBSERVED BUT NOT RECORDED PER DIRECTIVE D-29,3.700000048,0,3.700000048
83,Manitoba,0503,05/19/1989,1,42.09999847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.79999924,4.900000095,0,0,0,0,3,0,0,11.10000038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,46.5 SM OF RAVELING OBSERVED BUT NOT RECORDED PER DIRECTIVE D-29,3,66.09999847,11.10000038
83,Manitoba,0504,05/19/1989,1,0,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.80000019,0,0,0,0,1,1,0,1.299999952,3.700000048,0,0,0,0,1,0,1,1.200000048,0,2.200000048,0,0,0,0,0,0,0,0,,,,0,0,,3.700000048,161.8999939,3.700000048
87,Ontario,0960,08/04/2005,1,68.59999847,123.1999969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153.8000031,0,0,0,2,20,0,1.799999952,75.59999847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3.700000048,289.7999878,9.100000381
87,Ontario,0961,08/04/2005,1,114.4000015,138.8000031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.79999924,106.8000031,0,0,0,8,1,1,5.199999809,2.700000048,1.899999976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3.700000048,304.7999878,4.599999905
87,Ontario,0962,08/04/2005,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3.700000048,0,0
34,New Jersey,6057,07/31/2005,1,7.300000191,90.80000305,0.800000012,0,0,0,0,0,0,0,0,0,0,0,0,5.699999809,91.69999695,47.70000076,0,0,0,84,14,1,49.79999924,16,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3.599999905,151,6
89,Quebec,1021,07/26/2005,3,1.200000048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194.1000061,15.30000019,0,0,0,0,11,3,0,27.39999962,11.10000038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.30000305,0,0,"0.5M BETWEEN WHEEL PATHS RATED, REST OF SITE BEGINNING TO RAVEL NOT RATED",3.700000048,4,34.40000153
42,Pennsylvania,1614,08/11/2005,4,11.80000019,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,51.09999847,11.19999981,152.5,0,0,0,3,10,3,2.599999905,29.89999962,8.300000191,0,24.89999962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213.5,0,0,,3.599999905,42,35.09999847
42,Pennsylvania,1617,08/24/2005,2,5.300000191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184.8000031,62.79999924,57.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244,0,0,0,,3.700000048,0,0
42,Pennsylvania,1613,08/24/2005,2,2,0,0.800000012,0,0,0,0,0,0,0,0,0,0,0,0,135.8000031,21.60000038,134.3999939,0,0,0,16,1,0,46.29999924,0.600000024,0,44.29999924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,259.2999878,0,0,0,,3.700000048,11.30000019,44.40000153
42,Pennsylvania,1610,08/23/2005,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,334.2999878,0,0,0,0,0,8,0,0,29.60000038,0,0,29.60000038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3.700000048,0,29.60000038
84,New Brunswick,1684,06/15/2005,3,13.30000019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,5,0,0,0,0,13,5,0,7.400000095,15.19999981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,579.5,5,4,,3.799999952,42.5,13.39999962
84,New Brunswick,1802,06/16/2005,2,22.89999962,0,101.1999969,0,0,0,0,0,0,0,0,0,0,0,0,0.600000024,0,0,0,0,0,64,10,0,36.59999847,10.39999962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3.700000048,208,0
10,Delaware,0159,10/05/2005,2,105.6999969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3.700000048,265.7000122,0
10,Delaware,0106,10/05/2005,2,73.59999847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3.799999952,251.8000031,0
10,Delaware,0111,10/05/2005,2,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3.700000048,304.7999878,0
10,Delaware,0109,10/05/2005,2,62.29999924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3.700000048,292.5,0
10,Delaware,0108,10/05/2005,2,61.90000153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3.700000048,297.5,0
10,Delaware,0104,10/05/2005,2,81.90000153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3.799999952,273,0
10,Delaware,0110,10/05/2005,2,56.20000076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3.700000048,296.2999878,0
10,Delaware,0103,10/04/2005,2,146.3999939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3.799999952,304.7999878,0
10,Delaware,0112,10/05/2005,2,90.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3.700000048,263.1000061,0
10,Delaware,0107,10/04/2005,2,91.5,0,152.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,152.5,,3.799999952,304.7999878,0
10,Delaware,0105,10/04/2005,3,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.200000003,0,0,0,0,0,0,0,0,0,0,0,0,0,,3.799999952,304.7999878,0
10,Delaware,0102,10/04/2005,2,0,50.29999924,160.1000061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3.799999952,304.7999878,0
10,Delaware,0101,10/04/2005,2,12.19999981,15.30000019,210.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30.5,,3.700000048,304.7999878,0
10,Delaware,0160,10/04/2005,2,167.8000031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3.700000048,304.7999878,0
51,Virginia,0114,03/27/2007,2,0,204.5,0,0,0,0,0,0,0,0,0,0,0,0,0,35.59999847,91.5,30.5,0,0,0,8,2,0,4.900000095,2.599999905,0,0,0,0,1,0,0,152.5,0,0,0,0,0,0,0,0,0,0,0,0,253,0,0,,4,294.7999878,0
51,Virginia,0121,03/27/2007,2,6.900000095,156.3000031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152.5,0,0,0,0,1,0,0,0.600000024,0,0,0,0,0,1,0,0,152.5,0,0,0,0,0,0,0,0,0,0,0,0,294.2999878,0,0,,4,175.1999969,0
51,Virginia,0120,03/27/2007,2,5.300000191,107.5,15.30000019,0,0,0,0,0,0,0,0,0,0,0,0,132.5,0,0,0,0,0,12,0,0,6.400000095,0,0,0,0,0,3,0,0,153,0,0,0,0,0,0,0,0,0,0,0,0,328.8999939,0,0,,4,208.6000061,0
51,Virginia,0159,03/27/2007,2,21.10000038,89.80000305,11.5,0,0,0,0,0,0,0,0,0,0,0,0,4.300000191,152.5,0,0,0,0,5,0,0,2,0,0,0,0,0,1,0,0,152.5,0,0,0,0,0,0,0,0,0,0,0,0,335.1000061,0,0,,4,189.5,0
51,Virginia,0119,03/27/2007,2,31.10000038,17.20000076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152.5,0,0,0,0,1,0,0,2.299999952,0,0,0,0,0,1,0,0,152.5,0,0,0,0,0,0,0,0,0,0,0,0,409.2000122,0,0,,4,121.6999969,2.299999952
51,Virginia,0115,03/28/2007,2,30.20000076,26.89999962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.100000024,0,0,0,0,0,1,0,1,122,0,0.699999988,0,0,0,0,0,0,0,0,0,0,414.8999939,0,0,,3.900000095,107,0
51,Virginia,0124,03/28/2007,2,41.40000153,3.200000048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,167.8000031,0,0,0,0,0,0,0,0,0,0,0,0,382.3999939,0,0,,3.900000095,117.3000031,0
51,Virginia,0123,03/28/2007,2,35.40000153,26.10000038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,152.5,0,0,0,0,0,0,0,0,0,0,0,0,380.7999878,0,0,,3.900000095,145.1999969,0
51,Virginia,0122,03/27/2007,2,5.599999905,106,10.69999981,0,0,0,0,0,0,0,0,0,0,0,0,0,137.3000031,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,122,0,0,0,0,0,0,0,0,0,0,0,0,320.1000061,0,0,,3.700000048,213.3000031,0
51,Virginia,0117,03/28/2007,2,34.79999924,51.09999847,104.8000031,0,0,0,0,0,0,0,0,0,0,0,0,0,152.5,0,0,0,0,4,0,0,3.599999905,0,0,0,0,0,1,0,0,152.5,0,0,0,0,0,0,0,0,0,0,0,0,266.7000122,0,0,,4,268.7999878,2
51,Virginia,0118,03/28/2007,2,24.89999962,110.3000031,80.90000153,0,0,0,0,0,0,0,0,0,0,0,0,152.5,0,0,0,0,0,1,0,0,0.300000012,0,0,0,0,0,1,0,0,152.5,0,0,0,0,0,0,0,0,0,0,0,0,226.3000031,0,0,,3.900000095,256.5,0
51,Virginia,0116,03/28/2007,2,82.30000305,32.90000153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,91.5,0,0,0,0,0,0,0,0,0,0,0,0,388.1000061,0,0,,3.900000095,260,0
10,Delaware,4002,08/08/2007,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184.8000031,0,0,162,0,0,13,0,4,48.09999847,0,14.80000019,48.09999847,0,14.80000019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3.700000048,0,62.90000153
83,Manitoba,0503,09/19/1995,3,0,3.400000095,0,0,0,0,0,0,0,305,0,0,0,0,0,152.5,0,0,152.5,0,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3.5,304.7999878,
83,Manitoba,0504,09/20/1995,3,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,120.8000031,31.60000038,0,0,0,0,3,0,0,6.699999809,0,0,3.700000048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,"V-FINE L-LONG CR IN OWP&IWP, GRAVELSHOULDER 5-30MM DROPOFF.",3.5,80,6.199999809
83,Manitoba,0505,09/20/1995,3,2.400000095,0,0,0,0,0,0,0,0,224.3999939,0,0,0,0,0,156.3000031,19.5,0,120.3000031,0,0,3,1,0,7.900000095,3.700000048,0,7.900000095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"VERY FINE CRACKS, GRAVEL SHOULDERS LANE TO SHOULDER DROPOFF 5-30MM",3.599999905,232.3999939,11.60000038
