STATE_CODE,STATE_CODE_EXP,SHRP_ID,SURVEY_DATE,HPMS16_CRACKING_PERCENT_AC,MEPDG_CRACKING_PERCENT_AC,MEPDG_CRACKING_LENGTH_AC,MEPDG_LONG_CRACK_LENGTH_AC
53,Washington,AA03,04/03/2017,0,0,0,0
31,Nebraska,4019,04/06/2017,0,0,1847,0
40,Oklahoma,4154,05/07/2013,33,8,6624,0
40,Oklahoma,0502,05/08/2013,18,4,8966,0
40,Oklahoma,0560,05/10/2013,10,1,1677,0
40,Oklahoma,0505,05/10/2013,36,6,2321,0
40,Oklahoma,0504,05/09/2013,28,3,1857,0
40,Oklahoma,0507,05/09/2013,24,2,1860,0
40,Oklahoma,0503,05/08/2013,53,34,0,0
40,Oklahoma,0508,05/08/2013,53,16,0,0
40,Oklahoma,0509,05/08/2013,53,16,0,0
40,Oklahoma,0506,05/09/2013,22,2,1542,0
32,Nevada,1020,07/24/2013,0,0,0,0
30,Montana,0805,07/17/2013,23,2,1715,3998
30,Montana,0113,07/09/2013,34,10,3073,385
30,Montana,0122,07/12/2013,44,9,1427,0
30,Montana,0124,07/11/2013,6,1,1705,326
30,Montana,0123,07/11/2013,5,1,3070,0
30,Montana,0115,07/10/2013,17,4,1739,0
30,Montana,0902,07/12/2013,22,5,2616,0
53,Washington,7322,06/06/2013,53,64,1951,0
53,Washington,6056,06/10/2013,0,0,104,0
56,Wyoming,7773,06/19/2013,0,0,1594,0
30,Montana,7076,06/21/2013,3,1,385,0
16,Idaho,1020,06/19/2013,0,0,0,0
16,Idaho,1007,06/18/2013,0,0,665,0
16,Idaho,9034,06/12/2013,1,0,128,0
53,Washington,1005,06/04/2013,10,1,1483,0
30,Montana,0806,07/17/2013,23,2,2086,2654
30,Montana,0118,07/09/2013,18,4,516,10
30,Montana,0116,07/10/2013,11,2,482,0
30,Montana,0117,07/10/2013,28,6,1919,249
30,Montana,0114,07/11/2013,27,6,4604,0
30,Montana,0119,07/11/2013,19,4,1531,83
30,Montana,0121,07/12/2013,51,10,2221,0
30,Montana,0120,07/12/2013,51,11,2054,0
30,Montana,0901,07/15/2013,23,6,3090,97
30,Montana,0903,07/15/2013,21,4,4771,1847
8,Colorado,7780,09/25/2013,11,6,1670,38
87,Ontario,0901,09/25/2013,34,25,2896,0
87,Ontario,0902,09/25/2013,54,80,83,0
87,Ontario,0903,09/25/2013,15,10,1081,0
87,Ontario,0960,09/25/2013,54,95,537,0
87,Ontario,0961,09/26/2013,54,93,225,0
87,Ontario,0962,09/26/2013,2,1,1355,0
31,Nebraska,3024,10/02/2013,0,0,0,0
5,Arkansas,0803,05/02/2013,3,0,274,149
5,Arkansas,0804,05/02/2013,2,0,540,0
46,South Dakota,0803,10/22/2013,17,9,2203,0
16,Idaho,5025,08/12/1999,0,0,0,0
32,Nevada,0101,04/16/2001,1,0,21,0
32,Nevada,0102,04/18/2001,1,0,94,0
32,Nevada,0103,04/18/2001,6,3,14,0
32,Nevada,0104,04/16/2001,0,0,0,0
32,Nevada,0105,04/18/2001,3,2,0,0
32,Nevada,0106,04/16/2001,0,0,42,0
4,Arizona,0124,04/19/2004,27,9,236,294
4,Arizona,0123,04/20/2004,27,8,409,381
4,Arizona,0119,04/20/2004,26,7,1032,308
4,Arizona,0114,04/20/2004,27,0,1545,5436
4,Arizona,0116,04/21/2004,9,2,97,599
4,Arizona,0118,04/21/2004,25,7,17,0
2,Alaska,1001,07/14/2001,0,0,887,0
2,Alaska,1002,07/14/2001,0,0,825,0
2,Alaska,1004,07/10/2001,1,0,2973,509
2,Alaska,9035,07/16/2001,9,2,2294,603
4,Arizona,1021,03/22/1995,6,11,5270,152
6,California,2053,03/29/1995,10,6,1514,728
30,Montana,0113,07/16/2001,9,3,0,215
30,Montana,0114,07/12/2001,6,2,0,177
30,Montana,0115,07/16/2001,12,4,0,0
30,Montana,0116,07/16/2001,1,0,0,0
30,Montana,0117,07/17/2001,14,3,0,759
30,Montana,0118,07/16/2001,1,0,0,10
30,Montana,0119,07/18/2001,20,6,0,159
30,Montana,0120,07/18/2001,53,16,0,0
30,Montana,0121,07/18/2001,27,8,45,0
30,Montana,0122,07/18/2001,41,12,0,0
30,Montana,0123,07/17/2001,9,3,0,17
30,Montana,0124,07/17/2001,3,1,0,184
32,Nevada,0101,07/09/2001,1,0,0,0
53,Washington,0802,07/30/2001,0,0,0,0
53,Washington,0801,07/30/2001,0,0,0,0
41,Oregon,2002,08/08/2001,0,0,35,0
30,Montana,7075,08/09/2001,0,0,0,0
53,Washington,6056,08/01/2001,1,0,97,225
30,Montana,0502,08/06/2001,0,0,0,0
30,Montana,0503,08/01/2001,0,0,0,0
30,Montana,0504,08/01/2001,0,0,0,0
30,Montana,0505,07/31/2001,0,0,0,0
30,Montana,0506,07/31/2001,0,0,0,0
30,Montana,0507,07/31/2001,0,0,0,0
30,Montana,0508,08/01/2001,0,0,0,0
30,Montana,0509,08/02/2001,0,0,0,0
30,Montana,0560,08/07/2001,0,0,0,0
30,Montana,0561,08/06/2001,0,0,0,0
30,Montana,7066,07/30/2001,0,0,0,0
30,Montana,7088,08/08/2001,0,0,0,0
81,Alberta,0501,07/23/2001,10,0,679,3544
81,Alberta,0502,07/27/2001,49,33,1362,0
81,Alberta,0503,07/26/2001,49,21,2349,1178
81,Alberta,0504,07/26/2001,16,3,2695,5297
81,Alberta,0505,07/23/2001,42,14,6988,5110
4,Arizona,0122,04/21/2004,20,0,166,4002
4,Arizona,0120,04/21/2004,24,0,1757,4566
4,Arizona,0113,04/21/2004,20,2,3104,2474
4,Arizona,1034,04/23/2004,0,0,270,0
6,California,8535,04/08/2004,0,0,28,0
6,California,8534,04/08/2004,0,0,1091,0
56,Wyoming,2020,09/22/2004,0,0,454,0
56,Wyoming,2019,09/23/2004,1,0,748,0
81,Alberta,0506,07/23/2001,40,20,3371,194
81,Alberta,0507,07/23/2001,14,6,4241,800
81,Alberta,0508,07/26/2001,27,5,1334,5100
81,Alberta,0509,07/27/2001,52,39,412,0
6,California,2038,07/11/2001,5,2,6257,471
16,Idaho,1001,08/14/2001,0,0,0,0
16,Idaho,9032,08/14/2001,1,0,637,201
16,Idaho,9034,08/15/2001,0,0,0,0
30,Montana,6004,08/13/2001,0,0,960,0
56,Wyoming,6032,08/17/2001,0,0,31,0
56,Wyoming,7773,08/15/2001,0,0,1109,0
8,Colorado,1029,08/21/2001,12,3,2695,499
6,California,A806,12/12/2000,0,0,0,0
6,California,0603,09/20/2001,44,46,2886,49
6,California,0604,09/20/2001,26,14,7518,385
6,California,0606,09/19/2001,31,13,4999,1226
6,California,0607,09/19/2001,54,59,994,0
6,California,0661,09/18/2001,49,53,2748,88
6,California,0662,09/18/2001,1,0,4678,221
6,California,0664,09/20/2001,25,27,3161,57
6,California,1253,09/13/2001,30,17,5859,1705
6,California,A310,09/13/2001,1,0,3724,45
53,Washington,6056,04/14/2009,53,56,402,0
16,Idaho,1001,04/10/2009,35,10,1303,0
49,Utah,0803,08/24/2010,1,0,0,0
30,Montana,0902,07/20/2011,18,4,1906,0
30,Montana,0122,07/19/2011,40,8,1029,0
30,Montana,0115,07/18/2011,16,3,1466,0
30,Montana,0901,07/20/2011,19,4,2865,97
30,Montana,0114,07/18/2011,25,5,4698,17
30,Montana,0806,07/13/2011,21,1,1504,3593
55,Wisconsin,0806,07/31/2012,22,7,696,0
54,West Virginia,4004,07/18/2012,0,0,437,0
55,Wisconsin,0805,07/31/2012,24,7,1105,0
56,Wyoming,2020,08/22/2012,3,0,624,0
56,Wyoming,2017,08/21/2012,18,3,1157,0
56,Wyoming,7773,08/20/2012,0,0,1379,0
56,Wyoming,7772,08/16/2012,0,0,6222,0
56,Wyoming,7775,08/15/2012,0,0,0,0
48,Texas,A503,06/19/2012,8,1,11776,49
48,Texas,A504,06/19/2012,1,0,852,0
48,Texas,A505,06/20/2012,1,0,6815,0
48,Texas,A506,06/20/2012,0,0,1001,0
48,Texas,A507,06/19/2012,4,0,582,100
48,Texas,A508,06/19/2012,6,1,8055,163
48,Texas,A509,06/18/2012,7,1,13415,0
48,Texas,5154,06/26/2012,0,0,128,0
35,New Mexico,2118,08/21/2012,4,0,523,0
35,New Mexico,6033,08/17/2012,2,0,2945,0
35,New Mexico,0802,08/16/2012,38,13,118,0
81,Alberta,A901,09/25/2012,3,0,336,0
81,Alberta,A903,09/24/2012,0,0,0,0
81,Alberta,A902,09/24/2012,0,0,0,0
81,Alberta,8529,09/21/2012,31,9,1684,0
81,Alberta,1804,09/18/2012,35,5,8183,7546
81,Alberta,1803,09/19/2012,5,2,769,0
40,Oklahoma,0124,07/25/2012,16,2,2463,0
40,Oklahoma,0123,07/25/2012,25,4,2609,0
40,Oklahoma,0121,07/25/2012,31,7,3187,0
40,Oklahoma,0120,07/25/2012,48,12,4740,0
40,Oklahoma,0119,07/25/2012,37,10,2283,0
40,Oklahoma,0118,07/24/2012,38,11,2342,0
40,Oklahoma,0117,07/24/2012,23,4,461,0
40,Oklahoma,0116,07/24/2012,10,6,1812,0
48,Texas,0801,11/08/2011,0,0,0,0
48,Texas,0802,11/08/2011,0,0,121,0
48,Texas,3669,11/10/2011,0,0,0,0
49,Utah,0803,10/09/2012,1,0,0,0
49,Utah,1001,10/15/2012,13,3,4054,0
49,Utah,0804,10/09/2012,1,0,0,0
48,Texas,3855,11/07/2011,0,0,0,0
48,Texas,A502,06/18/2012,1,0,13262,173
39,Ohio,5003,09/27/2012,0,0,0,0
39,Ohio,3013,08/28/2012,0,0,90,0
30,Montana,0121,11/12/1998,0,0,0,0
30,Montana,0122,11/12/1998,0,0,0,0
30,Montana,0123,11/11/1998,0,0,0,0
30,Montana,0124,11/11/1998,0,0,0,0
30,Montana,0901,11/12/1998,0,0,0,0
30,Montana,0902,11/12/1998,0,0,0,0
30,Montana,0903,11/12/1998,0,0,0,0
8,Colorado,7781,10/19/1998,12,13,1050,0
4,Arizona,1024,10/26/1998,30,15,443,1008
4,Arizona,0502,12/10/1998,54,54,0,0
4,Arizona,0503,12/09/1998,6,0,3523,1185
4,Arizona,0504,12/09/1998,0,0,76,0
32,Nevada,0101,12/17/1998,1,0,0,253
32,Nevada,0102,12/17/1998,2,2,0,0
32,Nevada,0103,12/17/1998,0,0,0,0
32,Nevada,0104,12/17/1998,0,0,0,0
32,Nevada,0105,12/17/1998,1,0,0,0
32,Nevada,0106,12/17/1998,0,0,0,0
32,Nevada,0107,12/17/1998,1,0,0,0
32,Nevada,0108,12/17/1998,0,0,0,0
32,Nevada,0109,12/17/1998,0,0,0,0
32,Nevada,0110,12/17/1998,0,0,0,0
32,Nevada,0111,12/17/1998,0,0,0,0
32,Nevada,0112,12/17/1998,0,0,0,0
4,Arizona,1034,12/04/1998,47,27,2494,786
81,Alberta,0503,06/13/2006,43,25,2110,0
81,Alberta,0501,06/12/2006,7,2,385,0
81,Alberta,0506,06/12/2006,44,23,2515,0
81,Alberta,0504,06/12/2006,41,24,1261,0
4,Arizona,1017,08/14/2006,0,0,1795,0
4,Arizona,1018,08/14/2006,4,1,2553,0
4,Arizona,1016,08/16/2006,23,1,270,4019
4,Arizona,1015,08/16/2006,0,0,385,0
32,Nevada,0101,03/13/1997,0,0,0,0
49,Utah,1001,03/06/1997,1,0,1517,52
53,Washington,1801,03/27/1997,3,3,3000,589
53,Washington,C310,03/26/1997,0,0,0,0
53,Washington,C320,03/26/1997,25,19,942,260
53,Washington,C330,03/26/1997,1,1,1971,0
53,Washington,C350,03/27/1997,8,9,1715,329
56,Wyoming,1007,03/10/1997,0,0,2921,0
53,Washington,B330,04/30/1997,7,5,4362,218
53,Washington,B320,05/01/1997,12,2,3704,1417
32,Nevada,0101,04/18/1997,0,0,0,0
16,Idaho,1007,05/01/1997,40,40,1580,0
32,Nevada,2027,05/06/1997,1,0,974,0
53,Washington,B350,04/30/1997,6,2,3593,717
53,Washington,B310,05/01/1997,0,0,1812,0
53,Washington,7322,04/24/1997,24,26,814,225
53,Washington,6056,04/24/1997,6,6,1105,0
53,Washington,6048,05/08/1997,0,0,0,0
53,Washington,6020,05/05/1997,8,9,977,0
53,Washington,1501,04/29/1997,25,16,2886,540
53,Washington,1008,04/28/1997,0,0,2252,0
53,Washington,1006,05/06/1997,28,23,2228,804
53,Washington,1002,04/22/1997,1,0,239,42
53,Washington,0802,04/21/1997,0,0,0,0
53,Washington,0801,04/21/1997,0,0,0,0
32,Nevada,B310,05/02/1997,29,29,312,1181
32,Nevada,B330,05/02/1997,28,15,644,5280
32,Nevada,B340,05/02/1997,27,2,1008,5353
32,Nevada,B350,05/02/1997,23,0,253,4601
6,California,8156,02/25/1997,54,79,0,0
49,Utah,1001,04/07/1997,1,0,1573,59
16,Idaho,1010,04/16/1997,7,7,2643,28
56,Wyoming,1007,03/24/1997,0,0,2699,0
30,Montana,8129,03/25/1997,0,0,2359,0
32,Nevada,A350,04/28/1997,5,0,1414,1001
32,Nevada,A330,04/28/1997,31,33,1888,762
32,Nevada,A320,04/28/1997,28,22,1379,17
8,Colorado,1053,03/20/1997,18,8,55,163
53,Washington,0801,08/23/2004,0,0,0,0
53,Washington,0802,08/23/2004,1,0,0,0
4,Arizona,6060,08/17/2006,33,13,3821,0
32,Nevada,A310,04/28/1997,28,21,1566,516
6,California,0501,10/15/1996,9,12,437,184
6,California,0502,10/15/1996,12,10,256,346
8,Colorado,0507,04/12/1996,27,21,184,0
56,Wyoming,6031,05/31/1997,2,2,3811,0
81,Alberta,0503,06/26/1997,30,26,94,229
81,Alberta,0502,06/26/1997,32,25,256,1313
81,Alberta,0501,06/25/1997,5,0,277,825
56,Wyoming,2019,06/17/1997,0,0,471,0
81,Alberta,0504,06/26/1997,4,2,381,388
82,British Columbia,9017,06/24/1997,15,6,18522,1545
82,British Columbia,6007,06/19/1997,7,0,0,1119
82,British Columbia,6006,06/18/1997,20,13,73,1261
81,Alberta,0508,06/26/1997,12,3,125,1812
81,Alberta,0509,06/26/1997,23,18,28,447
81,Alberta,0507,06/25/1997,2,0,1306,294
81,Alberta,0506,06/25/1997,26,13,1233,433
81,Alberta,0505,06/25/1997,14,3,2682,2179
56,Wyoming,6029,07/17/1997,13,1,7920,4601
81,Alberta,A903,07/15/1997,0,0,0,0
81,Alberta,A902,07/15/1997,0,0,0,0
81,Alberta,8529,07/14/1997,1,0,0,0
81,Alberta,A901,07/15/1997,0,0,0,0
81,Alberta,2812,07/10/1997,0,0,984,0
81,Alberta,1803,07/08/1997,0,0,776,0
81,Alberta,1804,07/09/1997,32,4,3011,5183
81,Alberta,1805,07/11/1997,0,0,0,0
16,Idaho,C350,06/26/1997,1,1,2113,24
16,Idaho,C330,06/26/1997,1,0,2779,0
32,Nevada,0101,08/19/1999,0,0,0,0
32,Nevada,0102,08/24/1999,2,2,0,0
32,Nevada,0103,08/24/1999,0,0,0,0
32,Nevada,0104,08/19/1999,0,0,0,0
82,British Columbia,6006,05/16/2004,4,1,0,0
53,Washington,6020,05/20/2004,1,0,180,0
30,Montana,0114,05/06/2004,31,8,132,94
53,Washington,7322,05/26/2004,31,9,66,0
53,Washington,1005,05/24/2004,0,0,1299,0
53,Washington,1002,05/27/2004,2,1,201,0
30,Montana,0502,05/13/2004,0,0,0,0
30,Montana,0503,05/13/2004,0,0,52,0
30,Montana,0504,05/11/2004,0,0,419,0
32,Nevada,0105,08/24/1999,1,0,0,0
32,Nevada,0106,08/19/1999,0,0,0,0
32,Nevada,0107,08/20/1999,1,0,21,0
32,Nevada,0108,08/20/1999,0,0,0,0
32,Nevada,0109,08/20/1999,0,0,0,0
32,Nevada,0110,08/20/1999,0,0,0,0
32,Nevada,0112,08/23/1999,0,0,0,0
30,Montana,0119,06/15/1999,0,0,0,0
49,Utah,0803,05/11/1999,0,0,0,0
49,Utah,0804,05/11/1999,0,0,0,0
53,Washington,1002,04/19/1999,11,0,173,2044
53,Washington,1006,05/12/1999,30,20,2197,547
53,Washington,1501,05/10/1999,30,18,2564,426
53,Washington,6020,05/13/1999,11,6,1566,236
53,Washington,B310,05/11/1999,1,0,1951,166
53,Washington,B320,05/11/1999,18,11,3236,634
53,Washington,B330,05/11/1999,15,9,3672,731
53,Washington,B350,05/11/1999,7,2,4736,679
56,Wyoming,2019,05/28/1999,0,0,482,0
56,Wyoming,2020,06/02/1999,0,0,173,0
56,Wyoming,2037,05/19/1999,0,0,6936,0
56,Wyoming,6031,05/24/1999,0,0,1285,0
56,Wyoming,7772,05/26/1999,0,0,814,0
56,Wyoming,7775,05/17/1999,0,0,1864,0
56,Wyoming,B310,05/17/1999,0,0,2515,0
56,Wyoming,B320,05/17/1999,0,0,2041,0
56,Wyoming,B330,05/17/1999,0,0,1635,0
56,Wyoming,B350,05/17/1999,0,0,1666,0
56,Wyoming,B360,05/17/1999,0,0,2061,0
81,Alberta,0501,05/24/1999,7,0,260,1258
81,Alberta,0502,05/26/1999,19,10,1410,901
81,Alberta,0503,05/25/1999,33,16,610,1850
81,Alberta,0504,05/25/1999,6,3,780,527
81,Alberta,0505,05/24/1999,24,4,2986,3291
81,Alberta,0506,05/24/1999,17,7,1424,998
81,Alberta,0507,05/24/1999,3,1,1594,350
81,Alberta,0508,05/25/1999,11,1,551,1666
81,Alberta,0509,05/26/1999,23,8,156,1888
81,Alberta,1803,06/08/1999,0,0,790,0
81,Alberta,1804,05/27/1999,16,0,2179,3049
30,Montana,0505,05/11/2004,0,0,659,0
30,Montana,0506,05/11/2004,0,0,565,0
30,Montana,0507,05/11/2004,0,0,132,0
30,Montana,0508,05/13/2004,0,0,132,0
30,Montana,0509,05/13/2004,0,0,0,0
30,Montana,0560,05/14/2004,0,0,544,0
30,Montana,0561,05/14/2004,0,0,447,0
30,Montana,0805,05/20/2004,11,0,0,4106
30,Montana,0806,05/20/2004,10,0,0,3603
6,California,2038,11/09/2001,0,0,2342,0
6,California,2040,11/08/2001,5,0,1957,935
6,California,2041,11/08/2001,0,0,0,0
32,Nevada,0101,11/06/2001,1,0,10,0
4,Arizona,1034,12/12/2001,0,0,69,0
6,California,0505,12/13/2001,33,27,3513,866
6,California,0506,12/13/2001,13,5,1919,1216
6,California,0507,12/13/2001,35,15,461,637
6,California,0509,12/13/2001,41,41,1774,139
6,California,0566,12/18/2001,1,0,376,0
6,California,0559,12/18/2001,7,1,296,928
6,California,0565,12/18/2001,19,3,2176,4129
6,California,0567,12/18/2001,9,4,296,128
6,California,0568,12/18/2001,15,8,306,511
6,California,0569,12/14/2001,54,76,0,0
6,California,0570,12/14/2001,51,53,137,0
6,California,0571,12/14/2001,5,0,4394,763
6,California,7491,12/12/2001,1,0,45,35
6,California,0501,12/12/2001,44,34,1472,0
6,California,0502,12/12/2001,54,64,1684,0
6,California,0503,12/13/2001,7,5,2685,215
6,California,0504,12/13/2001,13,1,1157,2124
6,California,0508,12/13/2001,4,1,2740,121
4,Arizona,0114,11/29/2001,28,5,485,4213
4,Arizona,0113,11/30/2001,21,1,1472,3849
41,Oregon,7018,11/11/2001,1,0,1531,52
53,Washington,1005,11/19/2001,0,0,0,0
53,Washington,1007,11/20/2001,1,1,308,0
30,Montana,0114,01/07/2002,12,4,0,52
4,Arizona,1015,02/06/2002,0,0,0,0
4,Arizona,1018,02/07/2002,1,0,152,270
4,Arizona,0118,03/27/2002,25,0,0,6132
4,Arizona,A902,03/26/2002,45,45,1507,291
4,Arizona,0121,03/28/2002,27,3,1303,4584
4,Arizona,0122,03/27/2002,20,0,38,3887
4,Arizona,0123,03/27/2002,25,0,69,4847
4,Arizona,1007,04/09/2002,41,16,1791,793
4,Arizona,B901,04/08/2002,40,14,1739,683
4,Arizona,B902,04/08/2002,45,14,416,3378
4,Arizona,0260,12/17/2004,8,3,489,0
4,Arizona,B961,01/19/2005,27,8,156,0
4,Arizona,B959,01/18/2005,3,1,1185,0
4,Arizona,B903,01/20/2005,54,60,350,0
6,California,8156,03/13/2007,54,82,2633,0
4,Arizona,0260,03/01/1995,0,0,0,0
4,Arizona,0260,11/05/1997,0,0,0,0
4,Arizona,B903,04/08/2002,44,8,0,3527
4,Arizona,B959,04/05/2002,1,0,322,170
4,Arizona,B960,04/05/2002,0,0,461,0
4,Arizona,B961,04/05/2002,1,0,0,24
4,Arizona,B964,04/09/2002,0,0,0,0
4,Arizona,0113,03/28/2002,21,2,2262,3482
4,Arizona,0114,03/27/2002,27,8,901,3302
4,Arizona,0115,03/26/2002,16,0,35,3184
4,Arizona,0116,04/02/2002,17,12,52,606
4,Arizona,0117,03/26/2002,14,0,17,2827
4,Arizona,0119,04/02/2002,26,1,381,4580
4,Arizona,0120,04/01/2002,22,0,1351,4272
4,Arizona,0124,03/27/2002,27,3,125,3683
4,Arizona,0161,04/01/2002,23,0,1185,4539
4,Arizona,0162,03/28/2002,2,0,69,132
4,Arizona,0163,03/28/2002,1,0,0,0
4,Arizona,0902,03/26/2002,54,68,0,0
4,Arizona,0903,03/29/2002,54,73,443,0
4,Arizona,A901,03/29/2002,1,0,0,163
4,Arizona,A903,03/29/2002,54,61,222,0
8,Colorado,7035,09/12/2001,1,1,2591,0
6,California,0561,12/17/2001,44,34,1484,113
6,California,0563,12/17/2001,2,1,290,87
56,Wyoming,B310,04/15/2002,0,0,2432,0
30,Montana,8129,05/17/2002,3,1,2294,45
53,Washington,1007,04/24/2002,4,4,218,0
53,Washington,1008,04/29/2002,14,3,2571,786
56,Wyoming,7775,04/17/2002,1,0,1750,24
56,Wyoming,B320,04/15/2002,28,28,1455,0
56,Wyoming,B330,04/16/2002,1,0,1687,0
56,Wyoming,B350,04/15/2002,0,0,1576,0
56,Wyoming,B360,04/16/2002,0,0,1888,0
53,Washington,6048,07/16/1992,2,0,956,935
53,Washington,1008,05/28/1991,1,0,4684,201
53,Washington,1002,04/25/2002,1,1,180,0
6,California,7455,02/26/2001,0,0,0,0
4,Arizona,0504,12/13/1999,0,0,166,0
4,Arizona,0505,12/14/1999,23,30,2051,173
4,Arizona,0506,12/14/1999,0,0,73,0
4,Arizona,0507,12/13/1999,0,0,0,0
4,Arizona,0508,12/13/1999,1,0,2200,66
4,Arizona,0509,12/13/1999,10,0,3721,2016
4,Arizona,0559,12/14/1999,1,0,1327,294
4,Arizona,0560,12/14/1999,24,23,291,312
49,Utah,1008,10/13/1999,27,24,4999,610
49,Utah,C361,10/12/1999,0,0,0,0
4,Arizona,0115,04/06/2005,25,7,814,17
4,Arizona,0114,04/07/2005,27,1,1753,5128
4,Arizona,A901,04/13/2005,2,0,121,163
4,Arizona,0122,04/11/2005,21,0,232,4189
2,Alaska,1004,05/03/2005,2,0,2869,0
49,Utah,C331,10/12/1999,0,0,166,0
49,Utah,C352,10/12/1999,10,0,0,4019
49,Utah,C351,10/12/1999,0,0,0,0
49,Utah,C350,10/11/1999,0,0,0,0
49,Utah,C310,10/11/1999,1,0,984,256
49,Utah,1006,10/08/1999,1,0,1109,69
49,Utah,C320,10/11/1999,26,18,1091,94
49,Utah,1001,10/22/1999,0,0,1289,0
49,Utah,B310,10/19/1999,22,16,897,461
4,Arizona,0260,12/11/2001,7,3,0,298
4,Arizona,0261,12/03/2001,26,11,59,173
32,Nevada,0111,03/30/2005,0,0,24,0
6,California,0501,12/16/2002,45,64,2474,42
6,California,0502,12/16/2002,43,64,3011,0
6,California,0506,12/17/2002,9,6,1767,0
6,California,0503,12/16/2002,8,6,3607,17
6,California,0563,12/19/2002,3,1,297,0
4,Arizona,0505,12/12/2002,39,37,4868,1088
4,Arizona,0506,12/12/2002,1,0,1843,236
4,Arizona,0502,12/11/2002,54,54,0,0
4,Arizona,0559,12/12/2002,2,0,5387,741
4,Arizona,0560,12/12/2002,29,26,1783,277
4,Arizona,1016,04/22/2003,0,0,0,0
4,Arizona,1017,04/23/2003,0,0,107,0
4,Arizona,1022,01/14/2003,0,0,0,0
4,Arizona,1024,01/15/2003,0,0,0,0
4,Arizona,1025,01/16/2003,0,0,0,0
4,Arizona,1062,01/14/2003,0,0,0,0
4,Arizona,1065,01/15/2003,0,0,10,0
6,California,0505,12/17/2002,28,25,4320,0
6,California,0507,12/18/2002,42,24,2366,17
6,California,0508,12/18/2002,7,2,4688,139
6,California,0509,12/18/2002,50,45,3963,0
6,California,2051,03/13/2003,0,0,94,0
6,California,8149,01/30/2003,15,2,121,721
6,California,8201,01/23/2003,0,0,2401,0
15,Hawaii,1003,03/14/2003,3,0,38,537
15,Hawaii,1006,03/13/2003,2,1,62,35
15,Hawaii,1008,03/04/2003,54,57,1282,0
15,Hawaii,7080,03/03/2003,2,0,49,31
41,Oregon,2002,04/23/2003,0,0,35,0
53,Washington,6056,04/21/2003,51,15,194,0
4,Arizona,1003,02/11/2003,0,0,0,0
4,Arizona,1006,02/11/2003,0,0,66,0
4,Arizona,1021,02/06/2003,0,0,0,0
6,California,0561,12/19/2002,44,33,2742,0
6,California,7491,01/29/2003,1,0,80,35
6,California,8150,01/22/2003,24,5,1029,471
6,California,8156,02/18/2003,54,54,461,0
30,Montana,0114,01/06/2003,24,7,0,24
32,Nevada,0101,01/09/2003,2,0,28,402
6,California,0563,03/21/2007,9,5,695,0
6,California,0559,03/22/2007,13,4,4568,0
6,California,0503,03/19/2007,13,13,6846,14
53,Washington,B350,04/19/2000,15,7,3745,572
8,Colorado,7780,10/16/1998,6,1,2082,662
8,Colorado,7780,05/07/1991,0,0,856,0
8,Colorado,7783,05/15/2000,41,47,506,114
53,Washington,1007,05/02/2000,0,0,94,0
8,Colorado,1053,05/12/2000,20,4,163,391
6,California,7454,06/06/2000,0,0,0,0
30,Montana,0120,07/11/2000,42,8,0,0
30,Montana,0121,07/11/2000,27,8,0,0
30,Montana,0122,07/11/2000,11,1,0,1005
32,Nevada,0101,06/20/2000,0,0,0,0
32,Nevada,0102,06/21/2000,0,0,94,0
32,Nevada,0103,06/21/2000,12,6,0,0
32,Nevada,0104,06/20/2000,0,0,0,0
32,Nevada,0105,06/21/2000,6,3,0,0
32,Nevada,0106,06/20/2000,0,0,0,0
32,Nevada,0110,06/20/2000,0,0,0,0
32,Nevada,0111,06/21/2000,0,0,0,0
32,Nevada,0112,06/21/2000,0,0,0,0
30,Montana,0503,07/24/2000,48,49,305,0
30,Montana,0504,07/21/2000,0,0,447,0
30,Montana,0505,07/20/2000,1,0,921,46
30,Montana,0506,07/20/2000,1,0,707,0
30,Montana,0507,07/21/2000,0,0,128,0
30,Montana,0508,07/24/2000,50,45,0,0
30,Montana,0509,07/24/2000,54,54,0,0
30,Montana,0560,07/25/2000,23,18,281,0
30,Montana,0561,07/25/2000,26,26,502,0
30,Montana,7066,07/20/2000,0,0,267,0
32,Nevada,0107,06/21/2000,0,0,55,0
32,Nevada,0112,03/30/2005,1,0,166,0
81,Alberta,0504,07/20/2005,40,24,1188,0
81,Alberta,0505,07/19/2005,54,30,3447,0
81,Alberta,0506,07/19/2005,44,22,2041,0
4,Arizona,A903,05/11/2006,52,77,2314,0
4,Arizona,0903,05/11/2006,54,73,0,0
81,Alberta,0505,06/12/2006,54,30,3669,0
32,Nevada,0108,06/20/2000,3,1,0,0
32,Nevada,0109,06/20/2000,0,0,0,0
30,Montana,0502,07/25/2000,54,54,1081,0
30,Montana,0113,07/11/2000,1,0,0,0
30,Montana,0114,07/11/2000,1,0,0,114
30,Montana,0115,07/11/2000,0,0,0,0
30,Montana,0116,07/11/2000,0,0,0,0
30,Montana,0117,07/11/2000,1,0,0,0
30,Montana,0118,07/11/2000,0,0,0,0
30,Montana,0119,07/11/2000,6,2,0,0
30,Montana,0123,07/11/2000,0,0,0,0
30,Montana,0124,07/11/2000,1,0,0,114
30,Montana,7088,07/26/2000,1,0,513,0
32,Nevada,0101,08/03/2000,1,0,0,10
32,Nevada,1020,07/31/2000,26,21,1982,419
81,Alberta,0501,07/17/2000,9,0,450,3243
