STATE_CODE,STATE_CODE_EXP,SHRP_ID,SURVEY_DATE,CRACK_OR_JOINT,CRACK_OR_JOINT_EXP,CONSTRUCTION_NO,AVG_EDGE_FAULT,AVG_WHEELPATH_FAULT
29,Missouri,A430,07/18/1995,J,Joint,3,3.299999952,3.200000048
29,Missouri,0709,09/26/1995,C,Crack,2,0,0
46,South Dakota,0605,08/09/1995,C,Crack,4,3,4
29,Missouri,0601,08/07/1991,J,Joint,1,1.100000024,
29,Missouri,0608,04/15/1992,J,Joint,1,0.800000012,0.899999976
29,Missouri,0604,03/02/1992,J,Joint,1,2.900000095,3.400000095
29,Missouri,0606,03/04/1992,J,Joint,1,1.899999976,2.599999905
20,Kansas,B410,11/09/1995,C,Crack,2,0.200000003,0.200000003
39,Ohio,0262,04/13/2001,J,Joint,1,0,0
39,Ohio,B410,06/08/1995,J,Joint,2,0.400000006,0.300000012
39,Ohio,B412,06/08/1995,J,Joint,2,0.800000012,0.699999988
29,Missouri,0708,05/10/1993,J,Joint,2,0.600000024,0.400000006
29,Missouri,0701,05/06/1993,J,Joint,1,1.700000048,2.200000048
29,Missouri,0703,05/06/1993,C,Crack,2,0.300000012,0.200000003
38,North Dakota,3006,10/01/1993,J,Joint,1,0,0
17,Illinois,0602,06/26/1992,J,Joint,3,3.200000048,3.5
29,Missouri,5000,07/18/1995,J,Joint,3,3.099999905,3
18,Indiana,3003,09/15/1992,C,Crack,2,1,1
27,Minnesota,3005,06/15/1994,J,Joint,1,0.200000003,0
39,Ohio,0208,12/14/1996,J,Joint,1,0,0
39,Ohio,0212,12/14/1996,J,Joint,1,0,0
17,Illinois,0661,07/02/1992,C,Crack,3,0.100000001,0.100000001
20,Kansas,4054,08/05/1996,C,Crack,1,1.299999952,1.200000048
17,Illinois,0602,06/20/1995,J,Joint,4,7.599999905,6.699999809
29,Missouri,0808,12/12/2001,J,Joint,1,0.100000001,0.100000001
29,Missouri,A807,12/11/2001,J,Joint,1,0,0
17,Illinois,0660,06/22/1995,J,Joint,3,2.700000048,1.899999976
20,Kansas,3015,02/03/1999,J,Joint,2,1.100000024,1.200000048
19,Iowa,3033,08/11/2009,J,Joint,2,0.200000003,0
46,South Dakota,0605,08/06/1998,C,Crack,5,6,5
17,Illinois,0602,09/14/1998,C,Crack,5,2.5,2.200000048
39,Ohio,0260,12/14/1996,J,Joint,1,0,0
55,Wisconsin,0213,04/27/1998,J,Joint,1,0.300000012,0
18,Indiana,0602,05/03/1995,J,Joint,2,2.900000095,3.099999905
31,Nebraska,C430,08/12/1997,J,Joint,3,2.5,2
27,Minnesota,4040,09/09/1997,J,Joint,1,0.600000024,0.699999988
26,Michigan,0219,09/22/2005,J,Joint,3,0.5,0.600000024
39,Ohio,0202,04/04/2001,J,Joint,1,0,0
26,Michigan,0259,09/22/2005,C,Crack,2,-0.300000012,0
19,Iowa,0221,04/29/1997,J,Joint,1,0.100000001,0
55,Wisconsin,0265,04/29/1998,J,Joint,1,0.100000001,0.300000012
29,Missouri,0704,12/09/1998,C,Crack,3,0,0
17,Illinois,4082,08/12/1998,C,Crack,1,1.399999976,1.299999952
29,Missouri,A602,06/18/1998,J,Joint,1,-0.600000024,-0.600000024
49,Utah,E452,04/18/2005,J,Joint,2,1.299999952,1.5
32,Nevada,A410,04/25/2000,J,Joint,2,5.5,5
6,California,0201,05/31/2000,C,Crack,1,0,1
6,California,0202,05/31/2000,J,Joint,1,-0.100000001,0
8,Colorado,0811,07/10/2002,C,Crack,1,,
6,California,0812,12/12/2000,J,Joint,1,0.100000001,0
8,Colorado,A452,10/16/2001,J,Joint,2,-0.100000001,-0.100000001
8,Colorado,A430,10/18/2001,J,Joint,2,0.100000001,0
6,California,3021,01/29/2007,C,Crack,1,1,0.5
8,Colorado,A410,10/18/2001,J,Joint,3,0,-0.200000003
8,Colorado,3032,02/10/1992,C,Crack,1,0,0
32,Nevada,0205,06/13/2000,J,Joint,3,0,0.100000001
49,Utah,D450,05/30/2002,J,Joint,3,1.399999976,1.100000024
49,Utah,D452,05/31/2002,J,Joint,3,1.200000048,1
4,Arizona,A458,02/12/2002,J,Joint,2,0.800000012,0.600000024
49,Utah,7086,06/07/2002,J,Joint,2,1.600000024,1.399999976
6,California,9107,06/13/2002,J,Joint,1,2.099999905,2.400000095
4,Arizona,0215,12/05/2001,J,Joint,1,-0.100000001,0
4,Arizona,0218,12/03/2001,J,Joint,1,0,0
4,Arizona,0220,12/05/2001,J,Joint,1,0,0
32,Nevada,0259,06/24/2002,J,Joint,1,0,0
49,Utah,C431,05/22/2002,J,Joint,3,2.099999905,2.099999905
49,Utah,C452,05/20/2002,J,Joint,3,2,2.299999952
49,Utah,D451,06/06/2002,J,Joint,3,1.399999976,0.800000012
49,Utah,D455,06/06/2002,J,Joint,3,1.299999952,0.899999976
49,Utah,3010,06/24/2002,J,Joint,1,1.100000024,0.800000012
49,Utah,D410,05/23/2002,J,Joint,3,0.600000024,0.400000006
49,Utah,E462,06/13/2002,J,Joint,2,1.700000048,1.700000048
49,Utah,C445,05/16/2002,J,Joint,2,1.600000024,2
49,Utah,C448,05/17/2002,J,Joint,2,0.600000024,0.600000024
49,Utah,C457,05/17/2002,J,Joint,1,0.100000001,0.100000001
4,Arizona,0663,10/22/2002,J,Joint,3,0.300000012,0.400000006
4,Arizona,0222,12/03/2002,J,Joint,1,-0.5,-0.200000003
4,Arizona,0219,12/05/2002,C,Crack,1,-0.5,-0.5
6,California,0208,11/14/2002,C,Crack,2,0,0
49,Utah,E431,06/14/2002,J,Joint,1,0.5,0.800000012
49,Utah,E443,04/19/2005,J,Joint,2,3.700000048,4
6,California,0602,08/16/2000,J,Joint,6,,
49,Utah,E449,04/18/2005,J,Joint,2,1.399999976,1.399999976
53,Washington,A810,08/06/2003,J,Joint,1,0,0
49,Utah,3010,03/17/2004,J,Joint,2,1.200000048,0.899999976
6,California,0605,10/07/2003,C,Crack,8,0.400000006,0.200000003
4,Arizona,0217,12/18/2003,J,Joint,1,0.200000003,0
53,Washington,0209,08/12/2003,J,Joint,1,0,0
4,Arizona,0160,04/06/2005,C,Crack,1,0,0
6,California,0207,11/12/2002,J,Joint,1,0,0
32,Nevada,0209,06/25/2002,J,Joint,1,0,0
6,California,0209,11/21/2003,J,Joint,2,0,0
32,Nevada,0209,10/27/2003,C,Crack,1,0,0
32,Nevada,0208,10/28/2003,J,Joint,4,0.400000006,0.300000012
8,Colorado,0221,06/11/2003,J,Joint,1,0.200000003,0.100000001
8,Colorado,0259,06/12/2003,J,Joint,1,0.200000003,0.200000003
49,Utah,C445,08/03/2004,J,Joint,2,2.700000048,3.099999905
49,Utah,C447,08/03/2004,J,Joint,2,1.299999952,1.299999952
53,Washington,0207,08/30/2004,J,Joint,1,0.200000003,0.100000001
4,Arizona,0215,06/14/2004,J,Joint,1,0.300000012,0.400000006
8,Colorado,0215,06/21/2004,J,Joint,2,0,0
6,California,3019,01/29/2004,J,Joint,1,3.5,3.5
4,Arizona,0214,12/15/2003,J,Joint,1,0.400000006,0.200000003
49,Utah,C452,08/05/2004,J,Joint,3,2.5,2.599999905
49,Utah,C456,08/02/2004,C,Crack,2,0.5,0.300000012
49,Utah,C458,08/02/2004,J,Joint,2,1.600000024,2
49,Utah,E458,04/21/2005,C,Crack,1,1.700000048,1.799999952
8,Colorado,0223,06/28/2004,J,Joint,1,0.5,0.300000012
49,Utah,C440,08/02/2004,J,Joint,2,2.5,2.599999905
4,Arizona,0263,12/15/2004,J,Joint,1,0.899999976,0.600000024
6,California,0602,10/09/1992,J,Joint,2,,
4,Arizona,0215,12/13/2004,J,Joint,1,0.899999976,0.600000024
4,Arizona,0217,12/14/2004,C,Crack,1,0.200000003,0.600000024
6,California,0205,11/05/2004,C,Crack,2,0.400000006,0.100000001
4,Arizona,0262,12/15/2004,J,Joint,1,5.599999905,4.5
6,California,0205,06/12/2007,C,Crack,2,0.400000006,0.200000003
8,Colorado,0213,09/11/2007,J,Joint,1,0,0
8,Colorado,0216,09/11/2007,C,Crack,2,-0.200000003,-0.200000003
8,Colorado,0222,09/14/2007,J,Joint,4,-0.300000012,-0.400000006
4,Arizona,0221,03/05/2008,J,Joint,2,0.5,0.800000012
6,California,7493,11/09/2009,J,Joint,3,1.600000024,1.600000024
4,Arizona,0224,03/03/2008,J,Joint,1,-0.100000001,-0.200000003
8,Colorado,0259,08/26/2005,J,Joint,1,0.400000006,0.100000001
8,Colorado,0213,08/17/2005,J,Joint,1,0.200000003,0.100000001
8,Colorado,0811,08/18/2005,J,Joint,1,0.300000012,0.400000006
6,California,0811,06/06/2007,C,Crack,2,1,0.5
53,Washington,3019,07/16/2007,J,Joint,1,1,1.100000024
53,Washington,7409,07/11/2007,J,Joint,1,1.600000024,1.700000048
6,California,0209,06/12/2007,C,Crack,2,0,0
4,Arizona,0264,03/06/2008,J,Joint,1,1.299999952,1.200000048
6,California,0203,10/27/2008,J,Joint,4,0.5,0.5
8,Colorado,0811,09/19/2007,J,Joint,1,0.300000012,0.400000006
42,Pennsylvania,1606,04/06/2000,J,Joint,1,1.200000048,1.200000048
10,Delaware,0260,06/14/2000,J,Joint,1,0.200000003,0.100000001
37,North Carolina,0209,10/02/2001,J,Joint,1,0.100000001,0.200000003
10,Delaware,0207,06/13/2000,J,Joint,1,-0.100000001,-0.100000001
42,Pennsylvania,9027,06/28/2000,J,Joint,2,0.800000012,0.899999976
42,Pennsylvania,0659,08/01/2000,C,Crack,8,4.699999809,2.299999952
42,Pennsylvania,0602,08/14/2002,J,Joint,6,2.5,2.099999905
10,Delaware,0260,10/24/2002,J,Joint,1,-0.100000001,-0.100000001
42,Pennsylvania,3044,01/29/2002,J,Joint,4,0,0
42,Pennsylvania,A411,05/08/2002,C,Crack,4,0.699999988,0.300000012
42,Pennsylvania,1606,05/30/2001,J,Joint,1,1.799999952,2.400000095
37,North Carolina,0209,10/07/2002,J,Joint,1,0,0.100000001
37,North Carolina,0201,09/19/2002,J,Joint,1,0.200000003,0.200000003
37,North Carolina,0202,10/03/2001,J,Joint,1,0.5,0.5
37,North Carolina,0259,10/01/2001,J,Joint,2,-0.100000001,0.300000012
89,Quebec,9018,09/10/2001,J,Joint,1,3.599999905,4
10,Delaware,0211,11/01/2001,J,Joint,1,0.100000001,0
42,Pennsylvania,0602,07/11/2001,C,Crack,6,,
37,North Carolina,0203,11/15/2004,J,Joint,1,0.100000001,0.100000001
10,Delaware,0212,10/28/2003,J,Joint,2,-0.400000006,0
10,Delaware,0204,10/22/2002,J,Joint,2,0.100000001,0
10,Delaware,0202,10/23/2002,J,Joint,1,-0.200000003,0.200000003
23,Maine,3013,10/02/2002,J,Joint,1,0.300000012,0.5
37,North Carolina,0211,10/09/2002,J,Joint,1,0.200000003,0
42,Pennsylvania,A411,03/27/2003,J,Joint,4,-0.300000012,0
42,Pennsylvania,A410,03/26/2003,J,Joint,3,0.300000012,0.300000012
42,Pennsylvania,1690,03/25/2003,J,Joint,6,0.200000003,0.200000003
42,Pennsylvania,0602,04/08/2003,J,Joint,6,3.400000095,3.700000048
42,Pennsylvania,C430,10/17/2002,J,Joint,3,-0.200000003,0.100000001
42,Pennsylvania,0605,05/05/2005,J,Joint,12,6.5,6.099999905
42,Pennsylvania,0605,05/05/2005,C,Crack,12,,
9,Connecticut,4008,07/28/2005,J,Joint,2,0.200000003,0
9,Connecticut,4008,07/28/2005,C,Crack,2,0.800000012,1
37,North Carolina,3807,03/25/2004,J,Joint,1,1,1.299999952
42,Pennsylvania,A411,08/06/2004,J,Joint,5,,
10,Delaware,0209,11/10/2004,J,Joint,3,-0.200000003,0
37,North Carolina,0204,03/18/2009,J,Joint,1,0.899999976,1.200000048
37,North Carolina,0203,04/19/2010,J,Joint,1,0.300000012,0.200000003
36,New York,4018,05/20/2009,C,Crack,9,0.5,0
37,North Carolina,3807,03/24/2010,C,Crack,1,0,-0.5
37,North Carolina,3816,03/30/2010,J,Joint,3,2.5,2.5
37,North Carolina,0203,03/17/2009,J,Joint,1,0.400000006,0.300000012
54,West Virginia,4003,03/05/2008,J,Joint,2,0.100000001,0
37,North Carolina,0204,08/21/2006,J,Joint,1,-0.200000003,0.100000001
37,North Carolina,0212,08/17/2006,J,Joint,1,-0.200000003,-0.100000001
20,Kansas,4054,04/30/1991,J,Joint,1,0.400000006,0.300000012
31,Nebraska,3028,06/11/1991,J,Joint,1,0,0
20,Kansas,4016,05/01/1991,J,Joint,1,-0.100000001,0
55,Wisconsin,6354,02/27/1992,J,Joint,1,0,0
55,Wisconsin,6352,02/27/1992,J,Joint,1,0,-0.100000001
17,Illinois,0660,08/03/1993,J,Joint,3,1.299999952,1
10,Delaware,0210,03/08/2011,J,Joint,4,-0.200000003,-0.100000001
10,Delaware,0203,03/09/2011,J,Joint,1,-0.200000003,0.400000006
10,Delaware,0211,03/09/2011,J,Joint,3,-0.100000001,-0.200000003
10,Delaware,0205,03/09/2011,J,Joint,4,0.100000001,0
31,Nebraska,3028,10/23/2007,J,Joint,3,0.100000001,0.200000003
29,Missouri,5091,12/09/1991,C,Crack,1,1.5,1
29,Missouri,0701,12/08/1998,J,Joint,1,2.799999952,2.799999952
17,Illinois,0605,12/17/1991,C,Crack,4,0,-0.200000003
20,Kansas,B430,04/27/1993,C,Crack,1,0.300000012,0.200000003
18,Indiana,A410,03/15/1993,J,Joint,2,0.800000012,0.800000012
20,Kansas,4063,09/01/1994,C,Crack,1,0.800000012,0.699999988
18,Indiana,0605,09/14/2005,J,Joint,7,,
18,Indiana,9020,07/25/1994,J,Joint,1,0.300000012,0.300000012
46,South Dakota,A421,08/03/1994,J,Joint,3,1.200000048,1.299999952
21,Kentucky,3016,03/12/1993,J,Joint,1,0.5,1.100000024
46,South Dakota,A410,08/02/1994,J,Joint,2,4.199999809,4
27,Minnesota,3009,06/14/1994,J,Joint,1,0.100000001,0.200000003
27,Minnesota,3009,08/15/2000,J,Joint,1,0,-0.100000001
29,Missouri,0661,08/07/1991,J,Joint,1,0.400000006,
20,Kansas,4054,08/25/1998,J,Joint,3,0.5,0.600000024
20,Kansas,A410,04/30/1991,J,Joint,1,0.400000006,0.400000006
20,Kansas,A430,04/29/1993,C,Crack,1,2.599999905,2.900000095
20,Kansas,B410,05/01/1991,J,Joint,1,0.400000006,0.100000001
29,Missouri,0708,02/27/2001,J,Joint,3,1.399999976,1.100000024
29,Missouri,A410,05/14/1991,J,Joint,1,-0.100000001,0
29,Missouri,A411,05/14/1991,J,Joint,1,0,-0.100000001
29,Missouri,A410,07/29/1993,C,Crack,3,0.200000003,0.300000012
21,Kentucky,A430,03/10/1993,J,Joint,1,0.400000006,1
27,Minnesota,4034,07/06/1994,J,Joint,3,0.699999988,0.600000024
26,Michigan,0221,11/15/1993,J,Joint,1,0,0
27,Minnesota,4033,10/06/1994,J,Joint,1,0.300000012,0.600000024
26,Michigan,0215,12/02/1994,J,Joint,1,0.5,0.200000003
26,Michigan,0217,11/29/1994,J,Joint,1,0.300000012,0.200000003
29,Missouri,4036,04/01/1993,J,Joint,1,0.600000024,0.899999976
29,Missouri,0601,10/14/1993,C,Crack,2,1.700000048,1.600000024
55,Wisconsin,A908,06/11/1992,C,Crack,1,1.200000048,0.400000006
6,California,3030,11/14/2001,C,Crack,2,,
6,California,9049,11/13/2001,J,Joint,4,0.200000003,0
4,Arizona,A449,02/14/2002,J,Joint,2,2.299999952,2.200000048
8,Colorado,0214,05/19/2000,J,Joint,1,0,0
6,California,7456,06/26/2000,C,Crack,1,1,1
32,Nevada,A420,04/25/2000,C,Crack,4,1.100000024,1.899999976
32,Nevada,A430,04/25/2000,J,Joint,1,5.599999905,4.5
6,California,0204,05/31/2000,J,Joint,1,0.200000003,-0.200000003
53,Washington,0201,06/23/2005,J,Joint,1,-0.100000001,-0.100000001
8,Colorado,0811,05/17/2000,J,Joint,1,0,0.100000001
8,Colorado,A446,10/15/2001,J,Joint,2,0,-0.200000003
8,Colorado,A441,10/18/2001,J,Joint,2,-0.100000001,-0.200000003
8,Colorado,A414,10/16/2001,J,Joint,3,0,-0.200000003
32,Nevada,0203,06/14/2000,J,Joint,4,0,0.100000001
32,Nevada,0203,06/14/2000,C,Crack,4,0.400000006,0.600000024
32,Nevada,0204,06/15/2000,C,Crack,5,0.800000012,1
4,Arizona,0264,12/07/2001,J,Joint,1,0.100000001,0.100000001
49,Utah,D441,05/29/2002,J,Joint,3,1.200000048,1
49,Utah,E440,04/21/2005,J,Joint,2,2.799999952,2.900000095
4,Arizona,A454,02/11/2002,J,Joint,2,0.600000024,0.699999988
4,Arizona,A460,02/12/2002,J,Joint,2,-0.100000001,0
4,Arizona,A461,02/12/2002,J,Joint,2,0.800000012,1
4,Arizona,A443,02/13/2002,J,Joint,2,1.799999952,1.5
6,California,3013,03/08/2002,C,Crack,1,0,0
49,Utah,C410,08/02/2004,J,Joint,2,2.599999905,2.799999952
53,Washington,3813,04/23/2002,J,Joint,1,3.200000048,5.400000095
4,Arizona,0221,12/06/2001,J,Joint,1,0,0
4,Arizona,0222,12/03/2001,J,Joint,1,-0.100000001,-0.100000001
8,Colorado,0222,07/17/2002,J,Joint,2,0.100000001,0.200000003
49,Utah,E462,04/18/2005,J,Joint,2,2.200000048,2.099999905
49,Utah,C431,05/22/2002,C,Crack,3,0,0
49,Utah,E450,06/13/2002,J,Joint,2,1.299999952,1.100000024
49,Utah,E454,06/13/2002,J,Joint,2,1,1.100000024
49,Utah,7083,06/21/2002,J,Joint,2,0.5,0.400000006
49,Utah,C458,05/17/2002,J,Joint,2,0.200000003,0.200000003
8,Colorado,9020,04/09/1992,C,Crack,1,0,0
4,Arizona,0220,12/03/2002,J,Joint,1,-0.400000006,-0.200000003
53,Washington,0259,08/26/2002,J,Joint,1,0.100000001,0.100000001
53,Washington,0206,08/28/2002,C,Crack,1,0.300000012,0.300000012
49,Utah,C430,05/16/2002,C,Crack,2,0,2
6,California,0201,11/15/2002,C,Crack,2,1.700000048,0.899999976
4,Arizona,0215,12/17/2003,J,Joint,1,0.100000001,0.100000001
49,Utah,E410,04/19/2005,J,Joint,2,3.400000095,4.099999905
53,Washington,3019,04/14/2003,J,Joint,1,1.5,1.100000024
8,Colorado,0215,06/09/2003,J,Joint,1,0,0
32,Nevada,0210,06/27/2002,C,Crack,2,0,0
32,Nevada,0211,06/25/2002,J,Joint,3,-0.200000003,-0.100000001
53,Washington,A810,09/24/2002,J,Joint,1,0,0
32,Nevada,0204,06/26/2002,C,Crack,5,0.300000012,0.5
6,California,0201,11/21/2003,C,Crack,2,0.600000024,0.400000006
53,Washington,0204,08/12/2003,J,Joint,1,0,0
49,Utah,E459,04/18/2005,C,Crack,2,0,1
8,Colorado,A445,06/16/2003,J,Joint,2,0.100000001,0.100000001
8,Colorado,0218,06/09/2003,J,Joint,1,-0.200000003,-0.200000003
49,Utah,C431,08/05/2004,C,Crack,3,0.5,0
49,Utah,C448,08/02/2004,J,Joint,2,2.599999905,2.799999952
53,Washington,0208,08/30/2004,J,Joint,1,0.100000001,0.100000001
8,Colorado,0213,06/17/2004,J,Joint,1,0,0
6,California,A410,03/25/2004,J,Joint,2,3.700000048,2.900000095
6,California,3019,01/29/2004,C,Crack,1,0.100000001,0.100000001
6,California,A423,04/06/2004,J,Joint,2,3.599999905,3.200000048
6,California,A420,04/05/2004,J,Joint,2,2.200000048,1.799999952
8,Colorado,3032,06/10/2004,J,Joint,1,0.699999988,0.899999976
32,Nevada,0203,10/28/2003,C,Crack,4,0.5,0.699999988
32,Nevada,0211,10/28/2003,J,Joint,3,0.100000001,0.300000012
32,Nevada,0211,10/28/2003,C,Crack,3,-1,0
6,California,3021,03/25/2004,J,Joint,1,2.5,2.200000048
6,California,3021,03/25/2004,C,Crack,1,2,1
56,Wyoming,3027,10/11/2004,J,Joint,2,9.199999809,9.300000191
6,California,0210,11/03/2004,J,Joint,2,-0.300000012,-0.200000003
49,Utah,C451,08/05/2004,J,Joint,3,2.700000048,3.099999905
49,Utah,7085,04/22/2005,J,Joint,2,1.5,1.399999976
8,Colorado,0224,06/28/2004,J,Joint,2,0,0
49,Utah,C453,08/05/2004,J,Joint,1,2.799999952,2.900000095
49,Utah,C443,08/03/2004,C,Crack,1,0,0
4,Arizona,0267,12/16/2004,J,Joint,1,0.5,0.5
53,Washington,0210,09/11/2006,J,Joint,1,-0.200000003,0
6,California,0602,07/28/1999,J,Joint,5,,
53,Washington,0208,09/11/2006,J,Joint,1,0.200000003,0.300000012
53,Washington,0202,09/11/2006,J,Joint,1,-0.300000012,-0.100000001
6,California,0203,11/03/2004,C,Crack,3,0,0
4,Arizona,0220,12/10/2004,J,Joint,1,0.300000012,0.5
4,Arizona,0222,12/09/2004,J,Joint,1,0.5,0.5
6,California,0205,06/12/2007,J,Joint,2,0.200000003,0.100000001
8,Colorado,3032,08/16/2007,J,Joint,2,0.5,0.699999988
8,Colorado,0216,09/11/2007,J,Joint,2,-0.200000003,-0.5
8,Colorado,0218,09/18/2007,C,Crack,2,3,2
8,Colorado,0219,09/11/2007,J,Joint,1,0,-0.100000001
26,Michigan,3068,11/13/1991,J,Joint,2,1.700000048,1.600000024
38,North Dakota,0264,07/27/2001,J,Joint,1,0.300000012,0.400000006
38,North Dakota,0217,07/25/2001,J,Joint,4,0.200000003,0.200000003
55,Wisconsin,0220,04/16/2002,J,Joint,1,0.100000001,0
18,Indiana,4042,11/19/1991,J,Joint,1,0.200000003,0.100000001
46,South Dakota,0605,06/27/2002,J,Joint,7,1.899999976,1.799999952
29,Missouri,5091,06/20/2002,C,Crack,2,1,1
38,North Dakota,0216,05/14/2002,J,Joint,5,0.300000012,0.100000001
26,Michigan,4015,11/13/1991,J,Joint,1,0,0
39,Ohio,4031,11/21/1991,J,Joint,1,1.399999976,1.399999976
19,Iowa,0219,10/16/2001,J,Joint,1,0.300000012,0.200000003
20,Kansas,0201,03/12/2002,J,Joint,2,0.400000006,0.300000012
20,Kansas,0202,03/12/2002,J,Joint,1,0,0
20,Kansas,0202,03/12/2002,C,Crack,1,0,0
26,Michigan,0221,08/22/2002,J,Joint,1,0,-0.100000001
18,Indiana,3031,10/23/2002,J,Joint,2,-0.200000003,-0.200000003
29,Missouri,0807,09/11/2002,J,Joint,1,0.100000001,0.100000001
19,Iowa,3009,03/16/1999,J,Joint,1,0.400000006,0.400000006
19,Iowa,3009,03/16/1999,C,Crack,1,0,0
19,Iowa,0224,03/27/2002,J,Joint,1,0.200000003,0.200000003
29,Missouri,5081,06/20/2002,J,Joint,2,0.300000012,0.200000003
19,Iowa,0217,03/26/2002,C,Crack,1,2,1.5
18,Indiana,0602,11/06/2002,J,Joint,5,,0.800000012
46,South Dakota,3052,08/15/2002,J,Joint,1,0.200000003,0.600000024
38,North Dakota,3005,11/14/2002,J,Joint,2,,2.200000048
46,South Dakota,0601,08/20/2002,C,Crack,7,0.600000024,0.400000006
39,Ohio,0205,10/23/2002,C,Crack,1,0.100000001,0.100000001
46,South Dakota,3053,08/14/2002,J,Joint,1,1,1
39,Ohio,0212,04/09/2003,C,Crack,1,-0.5,-0.5
39,Ohio,0260,04/14/2003,J,Joint,1,0.400000006,0.400000006
27,Minnesota,4034,09/16/2003,C,Crack,5,0,0
20,Kansas,0259,12/11/2003,J,Joint,1,-0.200000003,0.200000003
46,South Dakota,6600,07/30/2003,J,Joint,5,5,4.400000095
38,North Dakota,0223,09/25/2003,J,Joint,3,0.300000012,0.200000003
39,Ohio,0210,04/10/2003,C,Crack,1,0.100000001,0.300000012
38,North Dakota,0219,09/25/2003,J,Joint,3,0,-0.400000006
55,Wisconsin,6354,10/10/2002,J,Joint,1,0.200000003,0.300000012
46,South Dakota,A412,07/24/2003,C,Crack,6,,
46,South Dakota,A423,07/25/2003,J,Joint,4,2.799999952,2.799999952
29,Missouri,A601,03/23/2004,C,Crack,4,1.100000024,-0.5
39,Ohio,0809,03/30/2004,C,Crack,1,0,-1
39,Ohio,0207,06/18/2003,J,Joint,1,0.200000003,0.300000012
39,Ohio,0203,06/17/2003,J,Joint,1,0.200000003,0.200000003
29,Missouri,4036,10/07/2003,J,Joint,2,0.800000012,0.600000024
20,Kansas,0206,10/01/2003,J,Joint,1,-0.200000003,0.300000012
20,Kansas,0201,10/01/2003,J,Joint,3,0.100000001,0.100000001
55,Wisconsin,6354,10/05/2004,J,Joint,1,1,0.600000024
19,Iowa,0222,05/19/2005,J,Joint,1,0.300000012,0.100000001
19,Iowa,0218,05/16/2005,J,Joint,1,-0.600000024,-0.300000012
39,Ohio,0208,09/21/2004,J,Joint,1,0.899999976,0.699999988
29,Missouri,B410,03/30/2004,J,Joint,3,0.200000003,0.600000024
20,Kansas,0201,10/27/2004,J,Joint,4,-0.200000003,-0.200000003
27,Minnesota,3012,07/18/2000,J,Joint,1,0.699999988,0.400000006
46,South Dakota,0602,08/28/2000,J,Joint,5,2.099999905,1.899999976
46,South Dakota,0602,08/28/2000,C,Crack,5,0,0
55,Wisconsin,0264,08/19/2005,J,Joint,1,0.600000024,0.300000012
55,Wisconsin,0260,08/16/2005,J,Joint,1,0.100000001,0.100000001
19,Iowa,0214,05/17/2005,J,Joint,1,0.300000012,0.100000001
19,Iowa,0219,05/16/2005,J,Joint,1,0.400000006,0.300000012
55,Wisconsin,0215,08/15/2005,J,Joint,1,0,0.100000001
55,Wisconsin,0262,08/15/2005,J,Joint,1,-0.699999988,-0.100000001
29,Missouri,A605,08/30/2005,J,Joint,2,0.300000012,0.800000012
29,Missouri,A605,08/30/2005,C,Crack,2,0.699999988,1.799999952
39,Ohio,0264,06/20/2006,C,Crack,1,,
39,Ohio,0203,06/13/2006,J,Joint,1,0.200000003,0
55,Wisconsin,3019,06/09/2008,J,Joint,4,1.299999952,1.100000024
55,Wisconsin,6354,06/04/2008,J,Joint,1,0.300000012,0.400000006
55,Wisconsin,6353,06/03/2008,C,Crack,3,3,4
46,South Dakota,3012,10/19/2007,J,Joint,4,0,0.300000012
31,Nebraska,3023,10/22/2007,J,Joint,5,0.899999976,0.400000006
18,Indiana,3002,10/17/2007,J,Joint,6,,
26,Michigan,0259,10/26/2006,J,Joint,2,-0.100000001,0
38,North Dakota,0263,09/27/2006,J,Joint,2,0.400000006,0.5
19,Iowa,0214,04/27/2007,J,Joint,1,0.200000003,0.200000003
19,Iowa,0259,04/27/2007,J,Joint,1,0.600000024,0.400000006
19,Iowa,0215,04/26/2007,J,Joint,1,0.300000012,0.600000024
20,Kansas,0207,08/05/2009,J,Joint,3,0.100000001,0.100000001
20,Kansas,0206,08/04/2009,J,Joint,2,-0.5,0.300000012
27,Minnesota,4034,07/29/2009,J,Joint,6,-0.100000001,0
19,Iowa,3009,08/13/2009,C,Crack,2,0,0
26,Michigan,0259,10/07/2009,C,Crack,2,-0.200000003,0.200000003
19,Iowa,0218,08/04/2009,C,Crack,1,2,2
55,Wisconsin,0214,05/12/2010,J,Joint,1,,-0.400000006
55,Wisconsin,0264,05/13/2010,J,Joint,1,0.699999988,0.200000003
38,North Dakota,0224,10/04/2010,J,Joint,5,-0.200000003,0.300000012
27,Minnesota,3010,09/15/2009,J,Joint,1,0.200000003,0.100000001
29,Missouri,0807,09/29/2009,J,Joint,1,-0.100000001,-0.100000001
26,Michigan,0220,10/06/2009,J,Joint,3,-0.100000001,-0.100000001
53,Washington,0259,04/27/2009,J,Joint,1,0.300000012,0.200000003
8,Colorado,0222,08/14/2008,J,Joint,4,0.600000024,0.400000006
8,Colorado,0224,08/14/2008,J,Joint,2,0.800000012,0.5
32,Nevada,0201,04/23/2001,C,Crack,5,3.799999952,3.299999952
6,California,0209,10/28/2008,J,Joint,2,0.400000006,0.200000003
6,California,0212,10/28/2008,J,Joint,2,0.300000012,0.200000003
53,Washington,0205,04/29/2009,C,Crack,1,,
