STATE_CODE,STATE_CODE_EXP,SHRP_ID,SURVEY_DATE,CRACK_OR_JOINT,CRACK_OR_JOINT_EXP,CONSTRUCTION_NO,AVG_EDGE_FAULT,AVG_WHEELPATH_FAULT
29,Missouri,0808,10/21/2003,J,Joint,1,0.300000012,0.100000001
18,Indiana,9020,09/12/2002,J,Joint,1,0.100000001,0
38,North Dakota,0224,09/26/2003,J,Joint,3,-0.800000012,-0.100000001
29,Missouri,A602,03/22/2004,C,Crack,3,,-0.899999976
20,Kansas,4053,08/27/2003,J,Joint,1,0.300000012,0.600000024
20,Kansas,4053,08/27/2003,C,Crack,1,-0.300000012,-0.300000012
20,Kansas,3060,08/28/2003,J,Joint,1,3.200000048,2.299999952
46,South Dakota,0601,07/22/2003,C,Crack,8,0.800000012,0.600000024
27,Minnesota,4040,05/14/2003,J,Joint,2,0.699999988,0.899999976
18,Indiana,A410,06/30/2004,J,Joint,4,0,0
38,North Dakota,3005,06/08/2004,J,Joint,2,,
20,Kansas,0211,10/02/2003,J,Joint,1,0.200000003,0.200000003
20,Kansas,0210,10/03/2003,J,Joint,1,0.699999988,0.400000006
46,South Dakota,A421,07/24/2003,J,Joint,5,2.400000095,2.5
18,Indiana,3031,06/29/2004,J,Joint,2,0.200000003,0.200000003
17,Illinois,4082,07/14/2004,C,Crack,2,5.5,5.300000191
29,Missouri,0666,11/12/2004,C,Crack,6,0.100000001,0
26,Michigan,0214,10/15/2003,J,Joint,3,1.299999952,0.200000003
26,Michigan,0216,11/09/2004,J,Joint,2,-0.200000003,-0.100000001
39,Ohio,0206,09/09/2004,J,Joint,1,0,0.100000001
39,Ohio,0202,09/10/2004,J,Joint,1,0,0
17,Illinois,0660,05/22/2001,J,Joint,5,4.599999905,4.300000191
55,Wisconsin,6353,10/05/2004,C,Crack,3,,3
39,Ohio,0209,09/22/2004,J,Joint,1,-0.100000001,-0.200000003
39,Ohio,0265,09/21/2004,J,Joint,1,0.300000012,0.200000003
19,Iowa,0223,05/19/2005,J,Joint,1,0.200000003,0.100000001
46,South Dakota,3053,09/21/2004,J,Joint,1,1.600000024,1
39,Ohio,0204,10/26/2004,C,Crack,1,0.400000006,0.200000003
27,Minnesota,3007,07/20/2005,J,Joint,1,0.100000001,0
39,Ohio,0201,06/13/2006,C,Crack,1,2.200000048,2.099999905
39,Ohio,0206,06/12/2006,C,Crack,1,0.300000012,0.600000024
39,Ohio,0207,06/13/2006,J,Joint,1,0,0
39,Ohio,0202,06/12/2006,J,Joint,1,0.300000012,0.300000012
55,Wisconsin,0216,08/12/2005,J,Joint,1,-0.400000006,-0.100000001
26,Michigan,0216,10/25/2006,J,Joint,2,0.600000024,0.200000003
29,Missouri,A601,08/30/2005,C,Crack,4,-0.600000024,0.200000003
18,Indiana,3030,10/26/2005,J,Joint,2,0.100000001,0
39,Ohio,0202,06/12/2006,C,Crack,1,1.799999952,2.200000048
39,Ohio,0212,06/12/2006,J,Joint,1,-0.100000001,-0.200000003
39,Ohio,0259,06/12/2006,C,Crack,1,1.399999976,0.699999988
19,Iowa,3033,11/16/2007,J,Joint,2,0.5,0.400000006
19,Iowa,3009,11/14/2007,J,Joint,1,0.200000003,0.200000003
55,Wisconsin,6352,06/04/2008,J,Joint,1,0.100000001,0.100000001
46,South Dakota,3010,10/16/2007,J,Joint,2,0.400000006,0
38,North Dakota,0223,09/27/2006,J,Joint,4,0,0.100000001
38,North Dakota,0259,09/28/2006,J,Joint,1,-0.200000003,-0.200000003
38,North Dakota,0219,09/27/2006,J,Joint,4,0.200000003,0.400000006
19,Iowa,0215,08/05/2009,J,Joint,1,0,0.600000024
19,Iowa,0224,04/30/2007,J,Joint,1,0.899999976,0.699999988
19,Iowa,0213,04/27/2007,J,Joint,1,0.600000024,0.600000024
17,Illinois,4082,07/11/2007,C,Crack,2,5.699999809,5.400000095
20,Kansas,0212,08/05/2009,J,Joint,2,0,0
20,Kansas,0201,08/04/2009,J,Joint,5,0,0.100000001
20,Kansas,0203,08/04/2009,J,Joint,2,-0.300000012,0
19,Iowa,0222,08/06/2009,J,Joint,1,-0.100000001,0
19,Iowa,0221,08/06/2009,J,Joint,1,0.200000003,0
26,Michigan,4015,08/25/2008,J,Joint,4,0.800000012,0.400000006
21,Kentucky,3016,04/02/2009,J,Joint,1,1.399999976,0.800000012
39,Ohio,0809,08/19/2009,C,Crack,1,0,0
19,Iowa,0217,08/04/2009,J,Joint,3,0.5,0.200000003
55,Wisconsin,0222,05/06/2010,J,Joint,1,-0.300000012,0
38,North Dakota,0222,10/06/2010,J,Joint,5,0.400000006,0.699999988
27,Minnesota,3012,09/15/2009,J,Joint,1,0.200000003,0.200000003
18,Indiana,3031,09/24/2009,J,Joint,3,0.400000006,0.300000012
19,Iowa,3009,09/01/2010,C,Crack,2,0,0
20,Kansas,3015,10/15/2009,J,Joint,3,1,0.800000012
29,Missouri,0808,09/29/2009,J,Joint,1,-0.100000001,-0.100000001
39,Ohio,9006,09/29/2009,C,Crack,3,-0.400000006,0.200000003
39,Ohio,9006,09/29/2009,J,Joint,3,-0.200000003,0
39,Ohio,5569,10/01/2009,J,Joint,1,0.600000024,0.699999988
39,Ohio,0261,11/17/2010,J,Joint,1,-0.100000001,0
26,Michigan,0220,11/05/2010,J,Joint,3,-0.899999976,-0.699999988
39,Ohio,0261,10/21/2009,J,Joint,1,0,0.100000001
55,Wisconsin,0220,05/05/2010,J,Joint,1,0,0
19,Iowa,0219,03/30/2011,J,Joint,1,0.300000012,0.200000003
38,North Dakota,0261,09/28/2010,J,Joint,5,4,4.099999905
38,North Dakota,0213,09/29/2010,J,Joint,5,1,1.5
48,Texas,D410,06/07/1995,J,Joint,2,0.400000006,0.300000012
6,California,0605,09/19/2001,C,Crack,5,0.600000024,0.600000024
4,Arizona,0215,02/11/2011,J,Joint,1,-0.200000003,-0.100000001
6,California,3024,03/15/2011,C,Crack,2,0.300000012,0
54,West Virginia,4003,07/27/2011,J,Joint,2,1.200000048,1.299999952
8,Colorado,0214,09/19/2011,C,Crack,1,2,3
8,Colorado,3032,09/20/2011,C,Crack,3,0,0.5
26,Michigan,9029,10/19/2011,J,Joint,2,0.5,0.200000003
39,Ohio,9006,10/25/2011,J,Joint,3,0.100000001,0
8,Colorado,0219,09/20/2011,J,Joint,1,0.800000012,0.5
8,Colorado,0218,09/20/2011,C,Crack,3,2.299999952,3
17,Illinois,0608,10/05/1989,J,Joint,1,,
29,Missouri,0807,11/09/2011,J,Joint,1,-0.100000001,-0.100000001
29,Missouri,0807,11/09/2011,C,Crack,1,0,2
8,Colorado,0217,09/20/2011,C,Crack,4,0.200000003,-0.200000003
4,Arizona,0217,02/23/2012,J,Joint,2,0.400000006,0.5
4,Arizona,0222,02/22/2012,J,Joint,1,-0.100000001,-0.100000001
4,Arizona,0220,02/22/2012,J,Joint,1,0.300000012,0.200000003
4,Arizona,0223,02/23/2012,J,Joint,1,-0.699999988,-0.600000024
12,Florida,4059,02/16/2012,J,Joint,1,0.100000001,0.200000003
6,California,0206,11/14/2011,C,Crack,2,-0.100000001,0.100000001
6,California,0812,11/17/2011,J,Joint,1,0.200000003,0.100000001
6,California,0209,11/16/2011,C,Crack,2,0,0
5,Arkansas,0224,04/19/2012,J,Joint,5,0.899999976,0.899999976
53,Washington,0206,05/15/2012,J,Joint,1,0,-0.100000001
5,Arkansas,0214,04/18/2012,J,Joint,2,2.599999905,2.400000095
42,Pennsylvania,9027,04/05/2012,J,Joint,3,1,0.5
10,Delaware,0203,05/17/2012,J,Joint,1,0,0.400000006
55,Wisconsin,0262,07/31/2012,J,Joint,2,-0.200000003,0.100000001
16,Idaho,3023,07/25/2012,J,Joint,2,0.400000006,0.300000012
39,Ohio,0265,08/07/2012,J,Joint,1,0.100000001,0.100000001
39,Ohio,0265,08/07/2012,C,Crack,1,0,0
39,Ohio,0203,08/07/2012,J,Joint,1,0,0.100000001
39,Ohio,0209,08/06/2012,C,Crack,2,1,1.700000048
45,South Carolina,3012,05/21/2012,J,Joint,1,0.200000003,0.100000001
13,Georgia,3019,05/15/2012,J,Joint,2,0.100000001,0.100000001
1,Alabama,4007,10/24/2011,C,Crack,1,0.100000001,0
54,West Virginia,4003,07/19/2012,J,Joint,2,1.200000048,1
48,Texas,9167,06/21/2012,J,Joint,1,-0.200000003,-0.100000001
26,Michigan,0259,11/14/2012,J,Joint,2,0,0.200000003
20,Kansas,0201,09/18/2012,J,Joint,6,0.300000012,0.300000012
6,California,0201,12/04/2012,J,Joint,4,0.100000001,0
26,Michigan,0223,11/14/2012,J,Joint,3,0.800000012,0.899999976
6,California,0205,11/15/2012,J,Joint,2,-0.100000001,-0.200000003
6,California,0211,11/13/2012,J,Joint,2,0.600000024,0.400000006
6,California,3013,01/31/2013,C,Crack,2,0,0
53,Washington,0206,05/23/2013,J,Joint,1,0,0.200000003
5,Arkansas,0810,05/02/2013,J,Joint,2,0.100000001,0.100000001
6,California,3042,01/23/2013,C,Crack,4,-0.100000001,-0.100000001
53,Washington,7409,05/16/2013,J,Joint,2,0.100000001,0
8,Colorado,0811,09/19/2013,J,Joint,1,-0.400000006,-0.200000003
53,Washington,0259,05/20/2013,J,Joint,1,0.100000001,0.200000003
53,Washington,0201,05/22/2013,C,Crack,1,0,0
8,Colorado,0213,09/16/2013,J,Joint,1,0.400000006,0.600000024
8,Colorado,0216,09/16/2013,J,Joint,3,0.400000006,0.5
8,Colorado,0217,09/17/2013,C,Crack,4,-0.100000001,0.400000006
29,Missouri,0808,10/31/2013,J,Joint,1,0.100000001,0.100000001
5,Arkansas,0218,08/14/2013,J,Joint,4,-0.699999988,-0.400000006
21,Kentucky,3016,03/27/2014,C,Crack,3,3,3
12,Florida,4109,03/26/2014,J,Joint,1,0.600000024,0.600000024
12,Florida,4057,03/27/2014,J,Joint,1,0.600000024,0.100000001
39,Ohio,0809,11/15/2013,C,Crack,1,0,-0.5
13,Georgia,3020,12/03/2014,J,Joint,3,0.5,0.200000003
10,Delaware,0212,05/26/2015,J,Joint,3,0,0.200000003
19,Iowa,0224,11/20/2014,J,Joint,3,0,0
55,Wisconsin,0222,11/05/2015,J,Joint,1,-0.5,0.200000003
55,Wisconsin,0218,11/06/2015,J,Joint,1,-0.400000006,-0.200000003
6,California,0812,10/10/2014,J,Joint,1,-0.300000012,-0.400000006
6,California,0203,10/13/2014,J,Joint,4,-0.100000001,-0.200000003
53,Washington,0201,05/20/2014,C,Crack,1,0,1
53,Washington,0208,05/20/2014,C,Crack,1,0,0
49,Utah,7082,09/15/2015,J,Joint,2,0,0.100000001
49,Utah,7082,09/15/2015,C,Crack,2,0,0
49,Utah,7085,09/17/2015,C,Crack,3,0,0
49,Utah,3011,06/18/2014,C,Crack,3,,
53,Washington,0205,05/20/2014,C,Crack,1,0.400000006,0.300000012
53,Washington,0204,05/20/2014,J,Joint,1,0,0.200000003
55,Wisconsin,0216,11/04/2015,J,Joint,1,0,0.200000003
20,Kansas,0259,12/03/2015,J,Joint,3,0.200000003,0.200000003
6,California,0209,10/15/2014,J,Joint,3,0.800000012,0.800000012
39,Ohio,0212,06/02/2014,J,Joint,6,0.400000006,0.699999988
20,Kansas,0202,12/01/2015,J,Joint,3,-0.100000001,0.100000001
6,California,0205,11/19/2015,C,Crack,3,0.899999976,0.300000012
6,California,0208,11/19/2015,C,Crack,4,0,0
6,California,0201,11/19/2015,J,Joint,4,0.600000024,0.600000024
39,Ohio,0265,06/17/2014,J,Joint,2,0.200000003,0.100000001
8,Colorado,0219,09/11/2014,J,Joint,1,0.200000003,0
39,Ohio,0809,06/18/2014,J,Joint,1,0,0
16,Idaho,3017,07/21/2014,J,Joint,3,-0.200000003,0.100000001
5,Arkansas,4021,04/07/1998,J,Joint,1,3.400000095,2.900000095
5,Arkansas,3073,11/28/1994,J,Joint,2,2,2
48,Texas,4143,04/10/1995,J,Joint,1,0.5,0.600000024
40,Oklahoma,A420,10/31/1994,J,Joint,2,2.400000095,2.200000048
40,Oklahoma,4157,11/01/1994,J,Joint,1,0.699999988,0.5
1,Alabama,0602,09/11/2006,C,Crack,2,0,0
48,Texas,D420,04/28/1993,C,Crack,2,0.5,0.699999988
40,Oklahoma,0605,03/30/1994,J,Joint,4,,
48,Texas,A410,07/16/1991,J,Joint,2,0.300000012,
48,Texas,B410,07/11/1991,J,Joint,2,0.5,
48,Texas,4152,04/02/1992,C,Crack,1,0,
5,Arkansas,3073,09/10/1991,J,Joint,1,0.899999976,0.200000003
5,Arkansas,3011,09/10/1991,J,Joint,1,0,0
13,Georgia,3019,09/24/1991,J,Joint,1,0.100000001,
48,Texas,4142,07/11/1991,J,Joint,1,0,
48,Texas,D420,04/02/1992,J,Joint,2,0.200000003,
48,Texas,B430,07/11/1991,J,Joint,1,0.600000024,
5,Arkansas,A602,03/01/2006,J,Joint,5,0.200000003,
48,Texas,C420,06/20/1991,C,Crack,2,0,
13,Georgia,3015,04/10/1991,J,Joint,1,1.299999952,1
72,Puerto Rico,4121,02/10/1993,J,Joint,1,6.099999905,6.199999809
72,Puerto Rico,4121,03/10/1994,C,Crack,2,0.300000012,0
48,Texas,3699,07/09/1991,J,Joint,1,1.100000024,
47,Tennessee,0602,02/23/2004,J,Joint,5,1.700000048,2.900000095
12,Florida,4057,07/16/1997,J,Joint,1,0.200000003,0
13,Georgia,3018,09/24/1991,J,Joint,1,0,
5,Arkansas,A602,05/21/2007,J,Joint,6,,
35,New Mexico,3010,08/29/1991,J,Joint,1,0,
48,Texas,C420,05/10/1994,C,Crack,6,0,0
48,Texas,3589,05/10/1994,J,Joint,3,0.899999976,1
28,Mississippi,A430,05/14/1991,J,Joint,1,4.400000095,
5,Arkansas,0224,05/24/2007,J,Joint,5,0.400000006,0.899999976
48,Texas,4152,07/10/1991,C,Crack,1,0.100000001,0
48,Texas,3589,06/20/1991,C,Crack,2,0,0
48,Texas,3589,06/26/1996,J,Joint,3,1.399999976,1.399999976
5,Arkansas,0219,11/12/1996,J,Joint,1,0,0.100000001
40,Oklahoma,0605,09/01/2004,C,Crack,10,-0.200000003,-0.300000012
12,Florida,4000,04/21/1997,J,Joint,1,1.799999952,1.399999976
47,Tennessee,0608,03/13/1996,J,Joint,1,4.300000191,4.699999809
47,Tennessee,0601,10/28/1996,J,Joint,2,2.299999952,3.099999905
5,Arkansas,A608,09/12/1996,J,Joint,1,1.200000048,1.100000024
5,Arkansas,A605,10/02/1997,J,Joint,2,0.200000003,0.200000003
48,Texas,3589,04/15/1998,J,Joint,4,0.899999976,1.100000024
22,Louisiana,4001,05/05/1998,J,Joint,1,7,5.599999905
28,Mississippi,A430,03/04/1997,J,Joint,1,2.299999952,1.100000024
13,Georgia,3018,05/14/1997,J,Joint,1,0.699999988,0.800000012
28,Mississippi,9030,08/05/1997,J,Joint,1,0,0
5,Arkansas,B410,08/05/1997,J,Joint,2,0.200000003,0.300000012
40,Oklahoma,4157,05/21/1997,J,Joint,1,0.400000006,0.300000012
45,South Carolina,3012,06/24/1997,J,Joint,1,0,0
1,Alabama,0662,02/05/1998,J,Joint,1,0.600000024,0.600000024
40,Oklahoma,0605,11/18/1998,J,Joint,5,2.799999952,2.799999952
48,Texas,D410,05/13/1998,C,Crack,2,0.200000003,0.100000001
48,Texas,9167,06/01/1998,J,Joint,1,0,0.200000003
1,Alabama,0601,02/05/1998,J,Joint,1,3.799999952,4
1,Alabama,0606,02/06/1998,J,Joint,1,1,0.800000012
1,Alabama,0601,09/25/2000,J,Joint,2,4.300000191,4.300000191
48,Texas,9167,01/24/2001,J,Joint,1,0.400000006,0.5
40,Oklahoma,0601,08/29/2006,C,Crack,6,0.100000001,-0.100000001
48,Texas,4142,08/30/2000,J,Joint,1,0.899999976,0.899999976
48,Texas,4152,08/28/2000,J,Joint,2,1.399999976,1.200000048
5,Arkansas,3059,09/12/2000,C,Crack,1,0,0
45,South Carolina,3012,07/18/2001,J,Joint,1,0.400000006,0.200000003
28,Mississippi,4024,02/01/2000,J,Joint,1,1,1.100000024
28,Mississippi,9030,02/03/2000,J,Joint,1,0.5,0.5
5,Arkansas,0218,06/29/2000,C,Crack,2,0.300000012,0.200000003
5,Arkansas,3074,02/28/2001,C,Crack,2,0.100000001,0
5,Arkansas,0221,06/29/2000,J,Joint,2,0.600000024,0.600000024
40,Oklahoma,0601,09/17/2001,J,Joint,4,2.599999905,4
47,Tennessee,0601,07/24/2001,J,Joint,2,4.099999905,4.699999809
47,Tennessee,0602,07/23/2001,C,Crack,2,1,1.5
13,Georgia,3020,02/20/2002,C,Crack,1,2,2
12,Florida,3804,05/16/2002,C,Crack,1,1.899999976,1.899999976
40,Oklahoma,0602,07/15/2002,J,Joint,6,4.5,4.800000191
35,New Mexico,3010,05/10/2002,C,Crack,1,,
12,Florida,4000,05/13/2002,J,Joint,2,2.5,2.400000095
5,Arkansas,0219,08/28/2002,J,Joint,2,0.5,0.699999988
5,Arkansas,0220,08/29/2002,J,Joint,2,0.800000012,0.800000012
40,Oklahoma,0605,09/14/2000,C,Crack,6,0,0
5,Arkansas,0809,03/01/2006,J,Joint,2,0,0
1,Alabama,0602,10/07/2002,J,Joint,2,2,2.099999905
1,Alabama,0605,11/14/2001,J,Joint,2,1,1.100000024
13,Georgia,3017,02/26/2002,J,Joint,3,0.400000006,0.400000006
13,Georgia,3007,02/12/2002,J,Joint,1,1.600000024,1.5
1,Alabama,0601,09/11/2006,C,Crack,2,4,1
12,Florida,4059,05/13/2002,J,Joint,1,1.100000024,0.899999976
47,Tennessee,0602,09/15/2003,C,Crack,4,4.300000191,2.299999952
5,Arkansas,0224,10/08/2003,J,Joint,5,0.800000012,0.899999976
40,Oklahoma,0601,10/11/1991,J,Joint,1,,
49,Utah,C443,05/16/2002,C,Crack,1,0,0
49,Utah,C453,05/22/2002,J,Joint,1,2.200000048,2.400000095
4,Arizona,0216,12/04/2002,J,Joint,1,-0.5,-0.5
8,Colorado,0259,07/18/2002,J,Joint,1,0.200000003,0.200000003
32,Nevada,0201,06/25/2002,C,Crack,5,2.099999905,2.5
49,Utah,D449,05/31/2002,J,Joint,3,1.100000024,0.800000012
49,Utah,D461,05/29/2002,J,Joint,3,0.899999976,0.800000012
49,Utah,3010,06/24/2002,C,Crack,1,0.100000001,-0.100000001
49,Utah,D440,05/29/2002,C,Crack,3,0,0
49,Utah,E456,06/12/2002,C,Crack,2,0.200000003,0.300000012
6,California,0206,11/13/2002,J,Joint,1,0,0
6,California,0205,11/14/2002,J,Joint,2,0.100000001,0
6,California,0205,11/14/2002,C,Crack,2,0.400000006,0.100000001
6,California,0212,11/14/2002,J,Joint,1,0.200000003,0.100000001
49,Utah,D448,05/31/2002,J,Joint,3,1.399999976,1.5
49,Utah,E449,06/13/2002,J,Joint,2,1.100000024,1
6,California,0208,12/15/2009,C,Crack,4,,
6,California,0605,08/27/2002,J,Joint,7,0.5,0.100000001
6,California,0605,08/27/2002,C,Crack,7,0.899999976,0.699999988
49,Utah,3011,06/20/2002,J,Joint,2,3,3.099999905
49,Utah,C456,05/17/2002,J,Joint,2,0.800000012,0.899999976
49,Utah,C430,05/16/2002,J,Joint,2,2.5,2.200000048
56,Wyoming,3027,07/23/2003,J,Joint,2,9.399999619,9.399999619
53,Washington,0211,08/12/2003,J,Joint,1,0,0
6,California,9049,06/08/2003,C,Crack,5,0.400000006,0.600000024
6,California,0811,10/18/2002,C,Crack,2,0,0
6,California,0812,12/03/2003,J,Joint,1,0,0
8,Colorado,0214,06/10/2003,J,Joint,1,0,0.100000001
32,Nevada,0209,10/27/2003,J,Joint,1,0.400000006,0.200000003
32,Nevada,0259,10/27/2003,J,Joint,1,0.200000003,0.300000012
49,Utah,C431,08/05/2004,J,Joint,3,2.700000048,2.900000095
53,Washington,0204,08/26/2004,J,Joint,1,0,0
53,Washington,0205,08/30/2004,C,Crack,1,0,0
8,Colorado,0811,06/20/2004,C,Crack,1,0,0.300000012
6,California,0211,11/18/2003,J,Joint,2,0,0
6,California,3013,01/28/2004,C,Crack,1,0,0
6,California,A423,04/06/2004,C,Crack,2,0,0
4,Arizona,0268,03/06/2008,J,Joint,1,0.800000012,1.100000024
53,Washington,0203,09/11/2006,J,Joint,1,0.100000001,0.200000003
8,Colorado,0220,06/22/2004,J,Joint,1,0.100000001,0
53,Washington,0212,08/26/2004,J,Joint,1,0,0
49,Utah,C454,08/05/2004,J,Joint,2,2.5,2.900000095
8,Colorado,0219,08/14/2008,J,Joint,1,0.300000012,0.200000003
6,California,0203,11/03/2004,J,Joint,3,0.600000024,0.400000006
4,Arizona,0214,12/09/2004,J,Joint,1,0.800000012,1
8,Colorado,0220,09/12/2007,J,Joint,1,-0.100000001,-0.200000003
8,Colorado,0214,09/17/2007,C,Crack,1,0,0
4,Arizona,0214,03/03/2008,J,Joint,1,0.100000001,0.200000003
8,Colorado,0217,08/22/2005,J,Joint,1,0.300000012,-0.100000001
8,Colorado,0811,08/18/2005,C,Crack,1,0.300000012,0.699999988
6,California,0812,06/06/2007,J,Joint,1,-0.200000003,-0.200000003
6,California,0202,06/07/2007,C,Crack,2,1,0.899999976
8,Colorado,0220,08/14/2008,J,Joint,1,0.200000003,0.100000001
8,Colorado,0223,08/14/2008,J,Joint,1,1.200000048,1.100000024
6,California,0211,10/27/2008,J,Joint,2,0.300000012,0.100000001
4,Arizona,0217,01/20/2010,C,Crack,2,0.300000012,0.5
53,Washington,0204,04/29/2009,J,Joint,1,0.100000001,0.100000001
6,California,0208,10/28/2008,J,Joint,4,0.5,0.100000001
6,California,0663,06/18/1996,C,Crack,6,,
6,California,0811,12/16/2009,J,Joint,3,0.400000006,0.200000003
4,Arizona,0223,01/20/2010,J,Joint,1,0,0
4,Arizona,0215,01/20/2010,J,Joint,1,0.800000012,0.899999976
4,Arizona,0218,01/19/2010,C,Crack,2,0.400000006,0.300000012
4,Arizona,0214,01/19/2010,J,Joint,1,0.899999976,0.899999976
4,Arizona,0219,01/20/2010,C,Crack,1,-0.100000001,-0.100000001
4,Arizona,0219,01/20/2010,J,Joint,1,-0.200000003,-0.400000006
6,California,0212,11/18/2010,J,Joint,2,0.5,0.300000012
4,Arizona,0213,02/16/2011,J,Joint,2,-0.200000003,-0.100000001
6,California,0211,11/16/2010,J,Joint,2,0.400000006,0.200000003
6,California,0203,11/16/2010,J,Joint,4,0.400000006,0.400000006
4,Arizona,0221,02/15/2011,J,Joint,3,-0.300000012,-0.300000012
4,Arizona,0219,02/14/2011,J,Joint,1,-0.699999988,-0.800000012
6,California,0206,11/17/2010,J,Joint,2,0.300000012,0.300000012
6,California,0206,11/17/2010,C,Crack,2,0.5,0.300000012
4,Arizona,0266,02/18/2011,J,Joint,1,-0.100000001,-0.100000001
12,Florida,4138,08/17/2011,J,Joint,5,,
27,Minnesota,3009,08/31/2011,J,Joint,2,0.300000012,0.300000012
8,Colorado,0811,09/22/2011,J,Joint,1,-0.400000006,-0.200000003
55,Wisconsin,6353,09/21/2011,J,Joint,4,-0.100000001,-0.100000001
55,Wisconsin,3009,09/22/2011,J,Joint,4,0.400000006,0.400000006
49,Utah,C451,07/27/1993,J,Joint,2,0.899999976,0.899999976
55,Wisconsin,3019,09/21/2011,J,Joint,5,1.600000024,1.600000024
55,Wisconsin,6352,09/27/2011,J,Joint,2,0.100000001,0.200000003
53,Washington,7409,10/20/2011,J,Joint,2,0.200000003,0.600000024
39,Ohio,5569,10/24/2011,J,Joint,1,1.299999952,0.899999976
18,Indiana,0605,06/17/2004,J,Joint,6,,
17,Illinois,0607,10/05/1989,J,Joint,1,,
29,Missouri,0808,11/09/2011,J,Joint,1,0,-0.100000001
20,Kansas,0202,10/19/2010,C,Crack,2,2,2
20,Kansas,0209,10/21/2010,J,Joint,2,-0.5,-0.600000024
46,South Dakota,3052,05/11/2011,J,Joint,2,0,0
19,Iowa,0215,03/30/2011,J,Joint,1,0.100000001,0.5
46,South Dakota,3013,05/24/2011,J,Joint,2,2.200000048,2.099999905
27,Minnesota,4033,05/04/2011,J,Joint,2,0,0.100000001
48,Texas,4142,01/11/1995,J,Joint,1,0.400000006,0.300000012
13,Georgia,3019,10/25/1994,J,Joint,1,0.600000024,0.200000003
13,Georgia,3018,10/25/1994,J,Joint,1,0.5,0.100000001
5,Arkansas,C430,12/06/1994,C,Crack,1,0,0
48,Texas,C420,06/20/1991,J,Joint,2,2.200000048,
48,Texas,3010,08/13/2009,J,Joint,1,0,0
48,Texas,E420,04/30/1993,J,Joint,2,0.800000012,0.5
40,Oklahoma,3018,11/02/1992,J,Joint,1,2.700000048,2.900000095
48,Texas,4143,04/03/1992,J,Joint,1,2.099999905,
13,Georgia,3019,03/14/2000,J,Joint,1,0.899999976,1.299999952
13,Georgia,3019,08/01/1995,J,Joint,1,0.699999988,0.5
13,Georgia,3019,04/24/1996,J,Joint,1,0.800000012,0.600000024
5,Arkansas,4021,05/15/1991,C,Crack,1,0,
28,Mississippi,A410,03/03/1997,J,Joint,2,1.799999952,3.299999952
5,Arkansas,4019,12/05/1994,J,Joint,1,0.100000001,0.300000012
5,Arkansas,3074,12/02/1994,J,Joint,1,4,4.400000095
48,Texas,D410,06/07/1995,C,Crack,2,0.600000024,0.400000006
48,Texas,3699,06/06/1995,J,Joint,1,1.100000024,0.899999976
48,Texas,3010,06/07/1995,J,Joint,1,0.100000001,-0.200000003
48,Texas,D410,04/02/1992,C,Crack,2,0,
48,Texas,C410,06/20/1991,J,Joint,2,,
5,Arkansas,0217,09/15/2004,C,Crack,3,0,0
48,Texas,E430,04/03/1992,J,Joint,1,0,
28,Mississippi,A410,05/13/1991,J,Joint,2,3.599999905,
48,Texas,4152,04/02/1992,J,Joint,1,0,
45,South Carolina,3012,03/16/1992,J,Joint,1,0,
5,Arkansas,B430,09/11/1991,J,Joint,1,0,
5,Arkansas,0219,06/29/2000,J,Joint,2,0.5,0.600000024
12,Florida,4059,10/15/1991,J,Joint,1,0,
5,Arkansas,4046,09/10/1991,J,Joint,1,0.400000006,
1,Alabama,3028,09/19/1991,J,Joint,1,3.299999952,
13,Georgia,3007,09/23/1991,J,Joint,1,0,0
48,Texas,D430,06/29/1990,C,Crack,1,0,
48,Texas,D420,07/10/1991,C,Crack,2,0,
13,Georgia,3018,04/10/1991,J,Joint,1,0.600000024,0.800000012
5,Arkansas,A410,04/07/1998,J,Joint,2,1.299999952,0.800000012
12,Florida,4059,03/10/1993,J,Joint,1,1.600000024,0
5,Arkansas,A602,10/02/1997,J,Joint,2,0.200000003,0.300000012
12,Florida,4138,03/09/1993,J,Joint,1,5.400000095,
5,Arkansas,0213,07/31/2001,J,Joint,2,0.5,0.899999976
40,Oklahoma,0603,07/28/1992,J,Joint,2,,
48,Texas,3589,05/10/1994,C,Crack,3,0,0
47,Tennessee,0602,10/29/1996,J,Joint,2,1.600000024,0.600000024
48,Texas,A410,04/17/1998,J,Joint,2,0.400000006,0.400000006
48,Texas,4146,04/02/1992,J,Joint,1,0,
40,Oklahoma,4162,10/14/1991,J,Joint,1,0.100000001,
13,Georgia,3020,10/26/1994,J,Joint,1,0,0
28,Mississippi,3019,11/01/1991,J,Joint,1,0.300000012,
48,Texas,C430,04/27/2000,J,Joint,5,1.600000024,2.299999952
48,Texas,E410,08/30/2000,J,Joint,2,0.899999976,1
5,Arkansas,0213,11/19/1996,J,Joint,1,0.100000001,0
5,Arkansas,0217,11/14/1996,J,Joint,1,0,0
5,Arkansas,0223,11/06/1996,J,Joint,1,0,0
5,Arkansas,0809,06/21/2000,J,Joint,1,-0.100000001,-0.100000001
47,Tennessee,0602,10/29/1996,C,Crack,2,0,0
48,Texas,4152,05/13/1998,C,Crack,1,0.100000001,0.300000012
35,New Mexico,3010,04/28/1997,J,Joint,1,-0.100000001,-0.100000001
48,Texas,3699,05/11/1998,J,Joint,1,1.700000048,1.299999952
