STATE_CODE,STATE_CODE_EXP,SHRP_ID,SURVEY_DATE,CONSTRUCTION_NO,CORNER_BREAKS_NO_L,CORNER_BREAKS_NO_M,CORNER_BREAKS_NO_H,DURAB_CRACK_NO_L,DURAB_CRACK_NO_M,DURAB_CRACK_NO_H,DURAB_CRACK_A_L,DURAB_CRACK_A_M,DURAB_CRACK_A_H,LONG_CRACK_L_L,LONG_CRACK_L_M,LONG_CRACK_L_H,LONG_CRACK_SEAL_L_L,LONG_CRACK_SEAL_L_M,LONG_CRACK_SEAL_L_H,TRANS_CRACK_NO_L,TRANS_CRACK_NO_M,TRANS_CRACK_NO_H,TRANS_CRACK_L_L,TRANS_CRACK_L_M,TRANS_CRACK_L_H,TRANS_CRACK_SEAL_L_L,TRANS_CRACK_SEAL_L_M,TRANS_CRACK_SEAL_L_H,JT_SEALED,JT_SEALED_EXP,JOINT_SEAL_TRANS_NO_L,JOINT_SEAL_TRANS_NO_M,JOINT_SEAL_TRANS_NO_H,LONG_JT_SEAL_NO,LONG_JT_SEAL_DAM_L,LONG_SPALLING_L_L,LONG_SPALLING_L_M,LONG_SPALLING_L_H,TRANS_SPALLING_NO_L,TRANS_SPALLING_NO_M,TRANS_SPALLING_NO_H,TRANS_SPALLING_L_L,TRANS_SPALLING_L_M,TRANS_SPALLING_L_H,SCALING_NO,SCALING_A,POLISH_AGG_A,BLOWUPS_NO,PATCH_FLEX_NO_L,PATCH_FLEX_NO_M,PATCH_FLEX_NO_H,PATCH_FLEX_A_L,PATCH_FLEX_A_M,PATCH_FLEX_A_H,PATCH_RIGID_NO_L,PATCH_RIGID_NO_M,PATCH_RIGID_NO_H,PATCH_RIGID_A_L,PATCH_RIGID_A_M,PATCH_RIGID_A_H,PUMPING_NO,PUMPING_L,OTHER,MAP_CRACK_NO,MAP_CRACK_A,SURVEY_WIDTH,CRACKED_SLABS_TRANS,CRACKED_SLABS_HALF,CRACKED_SLABS_TOTAL,SLAB_COUNT
5,Arkansas,0223,09/14/2004,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,Yes,33,1,0,2,152.5,3.099999905,0,0,0,0,0,0,0,0,0,0,564.2999878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,3.700000048,0,0,0,33
5,Arkansas,0222,09/14/2004,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,Yes,9,15,9,2,152.5,0.400000006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,97.30000305,,0,0,3.700000048,0,0,0,33
5,Arkansas,0221,09/16/2004,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,Yes,22,11,0,2,152.5,0,0,0,0,0,0,0,0,0,0,0,280.6000061,0,0,0,0,0,0,0,0,0,0,0,0,0,1,152.5,,0,0,4.300000191,0,0,0,34
5,Arkansas,0220,09/15/2004,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,Yes,9,19,5,2,228.8000031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,152.5,,0,0,4.300000191,0,0,0,33
5,Arkansas,A601,05/18/2005,6,0,0,0,0,0,0,0,0,0,78,0,0,71.30000305,0,0,0,0,0,0,0,0,0,0,0,Y,Yes,8,22,0,2,0,0,0,0,0,0,1,0,0,0.5,0,0,0,0,35,0,1,39.5,0,88.80000305,4,0,2,5.5,0,2.299999952,0,0,,1,428.2000122,3.700000048,0,0,21,29
5,Arkansas,0224,05/24/2007,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,Yes,2,14,18,2,305,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.200000003,0,0,0,0,0,0,0,0,0,,0,0,4.300000191,0,0,0,33
5,Arkansas,A601,05/22/2007,8,0,0,0,0,0,0,0,0,0,78,,0.5,75.69999695,0,0,0,0,0,0,0,0,0,0,0,Y,Yes,15,13,1,2,5.199999809,0,0,0,0,0,0,0,0,0,0,0,0,0,29,17,3,22,20.10000038,92.59999847,4,0,0,5.300000191,0,0,4,10.60000038,,1,424.2000122,3.700000048,0,0,21,29
28,Mississippi,A430,03/04/1997,1,0,0,0,0,0,0,0,0,0,0,9.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,Yes,0,0,8,0,0,20.10000038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,3.700000048,0,0,1,8
48,Texas,A420,04/17/1998,2,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,Yes,33,0,0,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,16,"LNG JT SEAL DAMAGE LEN SET TO NULL, UNABLE TO VALIDATE",0,0,3.700000048,0,0,0,34
48,Texas,A430,04/17/1998,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,Yes,30,3,0,2,189.1000061,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,3.700000048,0,0,0,34
48,Texas,9167,06/01/1998,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,Yes,0,4,29,1,5.5,0,0,0,0,0,0,0,0,0,0,0,3.900000095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,4.5,0,0,0,33
5,Arkansas,0221,12/14/2010,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,6.5,0,0,0,0,Y,Yes,1,16,16,2,152.5,0.100000001,0,0,0,0,0,0,0,0,0,0,326.2999878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,4.300000191,2,2,2,34
5,Arkansas,0222,12/10/2010,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,Yes,1,12,20,2,161.6999969,1.5,0.200000003,0,1,0,0,0.400000006,0,0,0,0,305,0,0,0,0,0,0,0,0,0,0,0,0,0,7,135.6999969,,0,0,3.700000048,0,0,0,33
49,Utah,D460,05/30/2002,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,Yes,29,3,0,2,0,0.200000003,0.699999988,0.699999988,0,0,2,0,0,0.899999976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,3.700000048,0,0,0,33
49,Utah,D462,05/30/2002,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,Yes,32,0,0,2,1.100000024,0,0.200000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,3.700000048,0,0,0,32
8,Colorado,0217,07/15/2002,1,0,0,0,0,0,0,0,0,0,12.5,8.600000381,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,Yes,0,13,20,2,257.6000061,0,1.799999952,0,0,0,2,0,0,0.800000012,0,0,305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,4.199999809,0,0,7,34
8,Colorado,0218,07/11/2002,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.700000048,0,0,0,Y,Yes,0,0,34,2,305,0,0.400000006,0.400000006,0,2,0,0,0.600000024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,3.700000048,1,1,1,33
8,Colorado,0219,07/11/2002,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,Yes,0,8,25,2,298.5,3.700000048,0,0,5,0,0,0.600000024,0,0,0,0,305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,3.700000048,0,0,0,33
8,Colorado,0220,07/15/2002,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,Yes,9,7,17,2,245.3000031,0.300000012,0,0.300000012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,4.199999809,0,0,0,34
8,Colorado,0221,07/16/2002,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,Yes,4,10,19,2,267,0,10.60000038,0,0,0,1,0,0,0.300000012,1,1.600000024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,4.199999809,0,0,0,33
8,Colorado,0223,07/17/2002,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,Yes,1,6,26,2,253.1000061,0,0,0,0,0,0,0,0,0,23,66.90000153,195.1000061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,3.700000048,0,0,0,33
8,Colorado,0224,07/16/2002,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,Yes,1,5,27,2,97.40000153,0,0,0,0,0,1,0,0,0.600000024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,4.199999809,0,0,0,34
8,Colorado,0259,07/18/2002,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,Yes,32,0,2,2,161.6000061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,3.700000048,0,0,0,33
8,Colorado,0811,07/10/2002,1,1,0,0,0,0,0,0,0,0,0,4.199999809,0,0,0,0,2,3,0,6.300000191,9.800000191,0,0,0,0,Y,Yes,15,16,2,2,4.5,0,0.800000012,0,1,0,0,0.300000012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ROUGH SURFACE TEXTURE THROUGHOUT SECTION.,0,0,3.700000048,5,5,6,34
8,Colorado,0812,07/10/2002,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,Yes,26,7,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ROUGH SURFACE TEXTURE THROUGHOUT SECTION.,0,0,3.700000048,0,0,0,34
32,Nevada,0201,06/25/2002,5,0,0,0,0,0,0,0,0,0,4.300000191,39.5,63.70000076,0,0,0,8,17,24,10.80000019,30.20000076,47.29999924,0,0,0,Y,Yes,31,0,1,2,0,3.299999952,0,0,2,0,2,0.300000012,0,1.100000024,0,0,0,0,1,3,0,36.40000153,40.09999847,0,0,0,0,0,0,0,3,3,,0,0,3.599999905,23,12,26,33
32,Nevada,0205,06/24/2002,3,0,0,0,0,0,0,0,0,0,8.399999619,7.400000095,199.3000031,0,0,71.59999847,39,15,178,39.59999847,23,191.5,0,0,107.4000015,Y,Yes,32,1,0,2,0,0,0,0.200000003,0,1,1,0,0.300000012,0.300000012,2,20.89999962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,,1,548.5999756,3.599999905,34,14,34,34
32,Nevada,0208,06/26/2002,4,0,0,0,0,0,0,0,0,0,19,0,14.5,0,0,7.900000095,9,18,21,21.89999962,62,31.60000038,0,0,7.400000095,Y,Yes,29,3,1,2,,0,0,0.300000012,0,0,3,0,0,1.5,1,2.299999952,0,0,0,0,0,0,0,0,1,1,0,0.300000012,0.200000003,0,1,23.39999962,,1,548.5999756,3.599999905,31,30,33,34
49,Utah,D430,05/23/2002,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,Yes,37,1,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,3.700000048,0,0,0,49
49,Utah,D410,05/23/2002,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,Yes,12,18,9,2,0,0,0,0,0,0,2,0,0,1.799999952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,3.700000048,0,0,0,38
49,Utah,D440,05/29/2002,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.700000048,0,0,0,0,0,Y,Yes,33,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,3.700000048,1,1,1,33
49,Utah,D443,05/23/2002,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,Yes,21,10,1,2,0,0,0,0,0,0,1,0,0,0.400000006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,3.700000048,0,0,0,32
49,Utah,E444,06/11/2002,2,0,0,0,0,0,0,0,0,0,1.100000024,0,0,1.100000024,0,0,0,0,0,0,0,0,0,0,0,Y,Yes,19,18,3,2,0,0,0,0,1,0,0,0.300000012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,3.700000048,0,0,1,40
49,Utah,E445,06/11/2002,2,0,0,0,0,0,0,0,0,0,0,0.600000024,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,Yes,19,13,7,2,0,0,0,0,1,0,0,0.400000006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,5.599999905,3.700000048,0,0,0,40
49,Utah,D449,05/31/2002,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,Yes,31,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,3.5,3.700000048,0,0,0,32
49,Utah,D451,06/06/2002,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,Yes,32,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,10.5,3.700000048,0,0,0,32
49,Utah,D455,06/06/2002,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,Yes,39,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0.400000006,0.200000003,0,0,0,,1,17.60000038,3.700000048,0,0,0,41
49,Utah,D461,05/29/2002,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,4,0,9.199999809,0,0,0,Y,Yes,32,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,3.700000048,5,4,5,32
49,Utah,3010,06/24/2002,1,0,0,0,0,0,0,0,0,0,9.100000381,13.39999962,10.39999962,0,0,0,2,3,16,5.300000191,7.199999809,55.20000076,0,0,0,Y,Yes,0,0,33,2,305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,579.5,3.799999952,19,15,19,34
49,Utah,3011,06/20/2002,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.5,0,0,0,0,0,Y,Yes,34,0,0,2,99.5,0,0,0.200000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,3.700000048,0,0,0,33
49,Utah,E459,06/12/2002,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.700000048,0,0,0,Y,Yes,4,28,8,2,41.40000153,0,0,0.600000024,0,0,2,0,0,1.299999952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,3.700000048,1,1,1,39
49,Utah,C456,05/17/2002,2,0,0,0,0,0,0,0,0,0,1.200000048,46.29999924,6.900000095,0,0,0,0,3,1,0,10.60000038,3.799999952,0,0,0,Y,Yes,27,8,6,2,0,2.400000095,0,0,0,1,1,0,3.799999952,0.400000006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,4.400000095,3.799999952,4,4,16,40
49,Utah,C441,05/15/2002,2,0,0,0,0,0,0,0,0,0,0.400000006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,Yes,0,0,32,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,3.799999952,0,0,0,32
49,Utah,C430,05/16/2002,2,0,0,0,0,0,0,0,0,0,0,3.099999905,0,0,0,0,0,0,2,0,0,4.199999809,0,0,0,N,No,,,,2,58.70000076,0,0,0,1,0,0,3.799999952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1.799999952,3.799999952,1,1,2,48
49,Utah,C446,05/16/2002,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,Yes,0,2,30,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,3.799999952,0,0,0,32
49,Utah,C445,05/16/2002,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,Yes,1,0,31,2,18.60000038,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,3.799999952,0,0,0,32
49,Utah,C448,05/17/2002,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,Yes,26,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,5.800000191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,3.799999952,0,0,0,33
49,Utah,C457,05/17/2002,1,0,0,0,0,0,0,0,0,0,3.900000095,21.89999962,4.099999905,2.400000095,0,0,2,0,0,1.799999952,0,0,0,0,0,Y,Yes,2,6,34,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,3.799999952,2,0,11,42
49,Utah,C458,05/17/2002,2,0,0,0,0,0,0,0,0,0,8.300000191,17,0,0,0,0,1,0,1,3.099999905,0,3.5,0,0,0,Y,Yes,0,0,32,2,0,0.400000006,0,0,1,1,0,0.400000006,0.400000006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,3.799999952,2,2,6,31
49,Utah,C447,05/16/2002,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.200000048,0,0,1.200000048,Y,Yes,32,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5,7.300000191,3.799999952,1,0,1,32
13,Georgia,3017,05/14/1997,1,0,0,0,0,0,0,0,0,0,1.299999952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,Yes,26,0,0,2,0,0,0,0,3,0,0,0.600000024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,3.700000048,0,0,2,26
49,Utah,D431,09/12/1997,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,No,,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500'-600' MAP SHEET UNAVAILABLE.,0,0,3.799999952,0,0,0,40
49,Utah,D461,09/12/1997,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0.699999988,10.10000038,3.799999952,0,10.10000038,3.799999952,Y,Yes,32,0,0,2,0,0,0,0,0,1,0,0,0.400000006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,3.799999952,5,4,5,32
49,Utah,D452,09/12/1997,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,Yes,33,0,0,2,0,0,0,0,0,1,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,3.799999952,0,0,0,33
49,Utah,D454,09/12/1997,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,Yes,32,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,7,115.9000015,3.799999952,0,0,0,32
49,Utah,E462,09/23/1997,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,Yes,1,0,39,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,3.700000048,0,0,0,40
49,Utah,E459,09/23/1997,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.700000048,0,0,0,0,Y,Yes,36,3,1,2,0,0,0,0,0,1,1,0,0.400000006,0.600000024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,3.700000048,1,1,1,39
49,Utah,E455,09/23/1997,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,Yes,0,24,16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,3.700000048,0,0,0,41
49,Utah,E440,09/23/1997,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,Yes,0,0,39,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,3.700000048,0,0,0,40
49,Utah,7085,09/22/1997,1,1,0,0,0,0,0,0,0,0,98,28.5,51.09999847,0,0,36.29999924,21,0,0,40.90000153,0,0,0,0,0,Y,Yes,25,15,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,3.799999952,18,10,40,40
49,Utah,3015,10/08/1997,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,Yes,14,24,2,2,30.5,0,0,0,7,1,0,10.69999981,0.400000006,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.200000003,0,0,0,,0,0,3.700000048,0,0,0,39
49,Utah,3010,10/06/1997,1,0,0,0,0,0,0,0,0,0,4.900000095,0,0,1.5,0,0,4,7,2,15.19999981,24.60000038,7.599999905,0,0,0,Y,Yes,26,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,579.5,3.799999952,12,12,15,34
49,Utah,7083,09/29/1997,1,0,0,0,0,0,0,0,0,0,19.29999924,60.5,0,10,53,0,14,18,0,35.5,55.79999924,0,19.39999962,43.90000153,0,Y,Yes,35,0,5,2,0,7.199999809,0,0,0,0,4,0,0,4.699999809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,3.700000048,27,22,33,39
4,Arizona,0663,10/23/1997,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,Yes,0,0,33,2,301.2000122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,3.700000048,0,0,0,33
49,Utah,E444,09/23/1997,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,Yes,,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,3.700000048,0,0,0,40
49,Utah,E446,09/23/1997,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,Yes,0,0,40,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,3.700000048,0,0,0,40
49,Utah,E452,09/23/1997,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,Yes,,,,2,0,0,0,0,0,0,1,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,3.700000048,0,0,0,35
49,Utah,E456,09/23/1997,2,0,0,1,0,0,0,0,0,0,3.700000048,0,8.399999619,0,0,0,1,6,0,3.700000048,18.20000076,0,0,0,0,Y,Yes,0,0,40,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,3.700000048,6,6,7,40
49,Utah,E443,09/23/1997,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,Yes,0,0,39,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,3.700000048,0,0,0,40
49,Utah,E441,09/23/1997,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,Yes,,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,3.700000048,0,0,0,40
49,Utah,E458,09/23/1997,1,0,0,0,0,0,0,0,0,0,1.600000024,5.5,0,0,0,0,1,4,1,3.700000048,14.80000019,3.700000048,0,0,0,N,No,,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,3.700000048,6,6,8,40
49,Utah,E461,09/23/1997,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,Yes,0,0,39,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,3.700000048,0,0,0,39
4,Arizona,0220,11/03/1997,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1.5,0,0,0,0,0,Y,Yes,33,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,655.7999878,4.300000191,1,0,1,34
4,Arizona,0218,11/03/1997,1,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,4,0,0,6,0,0,0,0,0,Y,Yes,33,0,0,2,53,3.799999952,0,0,1,0,0,0.200000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,563.7999878,3.799999952,4,1,8,34
4,Arizona,0224,11/04/1997,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,Yes,31,2,0,2,0,0.200000003,0.300000012,0,0,2,0,0,0.400000006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,655.7999878,4.300000191,0,0,0,34
4,Arizona,0216,11/04/1997,1,0,0,0,0,0,0,0,0,0,0.300000012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,Yes,32,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,655.7999878,4.300000191,0,0,0,34
4,Arizona,0214,11/03/1997,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,Yes,32,1,0,2,62,0.400000006,0,0,2,0,0,1.299999952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,563.7999878,3.700000048,0,0,0,34
