STATE_CODE,STATE_CODE_EXP,SHRP_ID,SURVEY_DATE,CONSTRUCTION_NO,DURAB_CRACK_NO_L,DURAB_CRACK_NO_M,DURAB_CRACK_NO_H,DURAB_CRACK_A_L,DURAB_CRACK_A_M,DURAB_CRACK_A_H,LONG_CRACK_L_L,LONG_CRACK_L_M,LONG_CRACK_L_H,LONG_CRACK_SEAL_L_L,LONG_CRACK_SEAL_L_M,LONG_CRACK_SEAL_L_H,TRANS_CRACK_TOTAL_NO,TRANS_CRACK_NO_L,TRANS_CRACK_NO_M,TRANS_CRACK_NO_H,TRANS_CRACK_L_L,TRANS_CRACK_L_M,TRANS_CRACK_L_H,MAP_CRACK_NO,MAP_CRACK_A,SCALING_NO,SCALING_A,POLISH_AGG_A,BLOWUPS_NO,CONST_JOINT_NO_L,CONST_JOINT_NO_M,CONST_JOINT_NO_H,PATCH_FLEX_NO_L,PATCH_FLEX_NO_M,PATCH_FLEX_NO_H,PATCH_FLEX_A_L,PATCH_FLEX_A_M,PATCH_FLEX_A_H,PATCH_RIGID_NO_L,PATCH_RIGID_NO_M,PATCH_RIGID_NO_H,PATCH_RIGID_A_L,PATCH_RIGID_A_M,PATCH_RIGID_A_H,PUNCHOUTS_NO_L,PUNCHOUTS_NO_M,PUNCHOUTS_NO_H,LONG_SPALLING_L_L,LONG_SPALLING_L_M,LONG_SPALLING_L_H,PUMPING_NO,PUMPING_L,LONG_JT_SEAL_NO,LONG_JT_SEAL_DAM_L,OTHER,SURVEY_WIDTH
40,Oklahoma,5021,09/03/2015,1,0,0,0,0,0,0,0,0,0,0,0,0,138,68,54,16,246,198,58.40000153,1,556.5999756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,305,,3.700000048
40,Oklahoma,4166,09/04/2015,1,0,0,0,0,0,,0,0,0,0,0,0,166,82,67,17,279.8999939,251.6000061,67.5,2,305,0,0,305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,,3.700000048
48,Texas,3569,09/30/2015,2,0,0,0,0,0,0,15,0,0,0,0,0,119,19,78,22,73.09999847,315,95.09999847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,2,305,,4.300000191
48,Texas,3845,04/25/2017,2,0,0,0,0,0,0,0,0,0,0,0,0,115,65,49,1,238.8000031,186.1000061,3.799999952,0,0,0,0,0,0,0,0,0,0,1,0,0,0.100000001,0,0,0,0,0,0,0,0,0,0,3.900000095,0,0,0,0,2,305,,3.700000048
48,Texas,3569,04/25/2017,2,0,0,0,0,0,0,16.60000038,0,0,0,0,0,120,20,74,26,77.69999695,297.8999939,112.3000031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,2,305,,4.300000191
48,Texas,3779,03/16/2016,1,0,0,0,0,0,0,25,0,0,0,0,0,155,39,86,30,139.6999969,310.6000061,112.3000031,1,564.2999878,0,0,152.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,2,152.5,,3.700000048
48,Texas,5278,03/15/2016,2,0,0,0,0,0,0,6.699999809,0,0,0,0,0,168,87,81,0,305.7999878,301.7999878,0,1,564.2999878,0,0,244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,152.5,,3.700000048
48,Texas,5336,06/09/2016,1,0,0,0,0,0,0,159.5,23.10000038,0,0,0,0,172,12,148,12,41.5,512,47.40000153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,33,0,0,0,0,0,2,152.5,"MAP CRACKING OBSERVED,BUT NOT RECORDED",3.700000048
41,Oregon,7081,10/04/2016,1,0,0,0,0,0,0,0,0,0,0,0,0,195,71,124,0,517.9000244,490.5,0,2,185.1999969,0,0,335.2999878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.79999924,0,0,9,9,1,133.8000031,,4.300000191
27,Minnesota,0704,08/17/1993,2,0,0,0,0,0,0,0,0,0,0,0,0,112,100,12,0,349.7999878,44.40000153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,,3.700000048
27,Minnesota,0705,08/18/1993,2,0,0,0,0,0,0,0,0,0,0,0,0,107,100,7,0,354.2000122,25.89999962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,3.700000048
27,Minnesota,0706,08/18/1993,2,0,0,0,0,0,0,0,0,0,0,0,0,76,48,27,1,160,99.90000153,3.700000048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,3.700000048
27,Minnesota,0707,08/18/1993,2,0,0,0,0,0,0,0,0,0,0,0,0,71,57,14,0,192.6999969,51.79999924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12.5,,3.700000048
27,Minnesota,0708,08/19/1993,2,0,0,0,0,0,0,0,0,0,0,0,0,77,56,19,2,201.6999969,70.30000305,7.400000095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,SHOULDER EDGE CRACKS,3.700000048
27,Minnesota,0709,08/19/1993,2,0,0,0,0,0,0,0,0,0,0,0,0,87,69,18,0,240.5,66.59999847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,SHOULDER TRANSVERE CRACKS (S.C.),3.700000048
17,Illinois,5869,08/02/1994,1,0,0,0,0,0,0,6.199999809,7.599999905,7.400000095,0,0,0,138,134,4,0,451.1000061,14.60000038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,3.799999952
31,Nebraska,5052,04/19/1993,1,0,0,0,0,0,0,0,0,0,0,0,0,118,118,0,0,385.1000061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,152.5,,3.700000048
22,Louisiana,0708,12/09/1992,2,0,0,0,0,0,0,0,0,0,0,0,0,91,88,2,1,312.1000061,5.199999809,3.700000048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,17.89999962,,3.700000048
28,Mississippi,5025,07/13/1993,1,0,0,0,0,0,0,0,0,0,0,0,0,129,125,4,0,448,13.19999981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,152.5,,3.700000048
48,Texas,5336,05/17/1993,1,0,0,0,0,0,0,0,0,0,0,0,0,162,162,0,0,572.2000122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,,3.700000048
22,Louisiana,0705,04/03/1992,1,0,0,0,0,0,0,0,0,0,0,0,0,146,133,13,0,468.7999878,47.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,3.700000048
22,Louisiana,0708,04/03/1992,1,0,0,0,0,0,0,0,0,0,0,0,0,87,71,16,0,257.2999878,58.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,3.700000048
48,Texas,5026,08/13/2009,1,0,0,0,0,0,0,0,0,0,0,0,0,150,87,57,6,306.2000122,203.3000031,21.60000038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.100000024,0,0,0,0,2,289,,3.599999905
48,Texas,5024,09/09/2009,1,0,0,0,0,0,0,1,0,0,0,0,0,135,74,41,20,257.5,154.1000061,75,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.599999905,0,0,0,0,2,0,,3.700000048
48,Texas,5336,09/30/2009,1,0,0,0,0,0,0,130.1999969,0.699999988,0,0,0,0,171,27,144,0,91.19999695,532.7999878,0,0,0,0,0,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,2,0,,3.700000048
48,Texas,5317,10/19/2009,2,0,0,0,0,0,0,0,0,0,0,0,0,85,79,6,0,285.3999939,21.70000076,0,0,0,0,0,152.5,0,1,0,0,0,0,1,0,0,0.200000003,0,0,0,0,0,0,0,0,0,0,0,0,1,152.5,2,0,,3.599999905
48,Texas,5283,10/20/2009,1,0,0,0,0,0,0,0,0,0,0,0,0,123,103,20,0,369.2000122,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,,3.599999905
48,Texas,5284,10/20/2009,1,0,0,0,0,0,0,0,0,0,0,0,0,87,57,30,0,207.6999969,113.5999985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,152.5,,3.700000048
48,Texas,5301,10/20/2009,2,0,0,0,0,0,0,0,0,0,0,0,0,119,23,43,53,82.30000305,157.8999939,195.6000061,0,0,0,0,244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,152.5,,3.700000048
48,Texas,5328,10/22/2009,1,0,0,0,0,0,0,0,0,0,0,0,0,132,36,81,15,132.6000061,298.1000061,56.29999924,0,0,0,0,244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,152.5,2,305,,3.799999952
48,Texas,3845,10/22/2009,2,0,0,0,0,0,0,0,0,0,0,0,0,109,64,44,1,238.5,166.3999939,3.799999952,0,0,0,0,0,0,0,0,0,0,1,0,0,0.100000001,0,0,0,0,0,0,0,0,0,0,2.200000048,0.300000012,0,0,0,2,305,,3.799999952
48,Texas,3569,10/23/2009,1,0,0,0,0,0,0,152.5,0,0,0,0,0,112,33,74,5,136,310.2999878,21.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,2,305,,4.300000191
48,Texas,5278,10/01/2009,2,0,0,0,0,0,0,0,0,0,0,0,0,163,88,75,0,314.2000122,278.6000061,0,1,564.2999878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,,3.700000048
48,Texas,5335,09/29/2009,2,0,0,0,0,0,0,7.400000095,0,0,0,0,0,209,23,186,0,77.5,698,0,1,571.9000244,0,0,228.8000031,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,2,0,,3.799999952
40,Oklahoma,4166,11/18/2009,1,0,0,0,0,0,0,6.900000095,0,0,0,0,0,165,106,55,4,368,207.1999969,14.60000038,2,305,0,0,305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,,3.599999905
40,Oklahoma,5021,11/19/2009,1,0,0,0,0,0,0,0,0,0,0,0,0,136,101,30,5,366.7000122,109.5,18.29999924,1,556.5999756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,305,,3.700000048
40,Oklahoma,4155,11/19/2009,1,0,0,0,0,0,0,0,0,0,0,0,0,150,146,4,0,532.2000122,14.69999981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,21.29999924,,3.700000048
40,Oklahoma,4158,11/19/2009,1,0,0,0,0,0,0,0,0,0,0,0,0,114,95,19,0,343.8999939,69.90000153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,13.39999962,,3.700000048
28,Mississippi,5025,02/16/2010,1,0,0,0,0,0,0,0,0,0,0,0,0,172,149,23,0,536,84.59999847,0,0,0,1,4.199999809,305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.10000038,1.5,0,32,32,1,152.5,,3.700000048
48,Texas,3779,09/30/2010,1,0,0,0,0,0,0,22.5,0,0,0,0,0,143,66,77,0,238.1999969,286.7999878,0,1,564.2999878,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,152.5,,3.700000048
28,Mississippi,5803,11/10/2010,5,0,0,0,0,0,0,28,11,2.5,0,0,0,131,17,111,3,58.09999847,388.8999939,9.800000191,0,0,0,0,0,0,0,0,0,0,26,14,0,21,44.40000153,0,0,0,0,0,0,0,13,0,7.300000191,0.400000006,0,10,43.5,0,0,,3.700000048
5,Arkansas,5803,12/06/2010,1,0,0,0,0,0,0,0.300000012,0,0,0,0,0,171,73,98,0,253.8999939,362.2000122,0,3,152.5,0,0,305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,305,,3.700000048
5,Arkansas,5805,12/07/2010,1,0,0,0,0,0,0,0.400000006,0,0,0,0,0,222,182,40,0,634.9000244,146.5,0,1,183,0,0,366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,152.5,,3.700000048
48,Texas,5310,10/27/2009,1,0,0,0,0,0,0,0,0,0,0,0,0,96,39,54,3,171.8999939,248.8000031,14.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,305,,4.599999905
45,South Carolina,5017,06/07/1993,1,0,0,0,0,0,0,0,0,0,0,0,0,101,99,2,0,344.5,7.199999809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,,3.700000048
48,Texas,5274,08/04/1993,1,0,0,0,0,0,0,0,0,0,0,0,0,75,39,32,4,136.3999939,116.9000015,14.39999962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,152,,3.700000048
45,South Carolina,5035,06/08/1993,1,0,0,0,0,0,0,29.60000038,16,0,0,0,0,224,224,0,0,646.2000122,0,0,1,549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,1,,"LNG JT SEAL DAMAGE LEN SET TO NULL, UNABLE TO VALIDATE",3.599999905
45,South Carolina,5034,06/08/1993,1,0,0,0,0,0,0,0,0,0,0,0,0,119,115,4,0,346.2999878,14.39999962,0,1,601.2000122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"ENTIRE SURFACE MAP-CRACKED, MORE VISIBLE IN SOME PLACES THAN OTHERS.",3.900000095
48,Texas,3719,04/29/1993,1,0,0,0,0,0,0,0,0,0,0,0,0,117,116,0,1,412.8999939,0,3.700000048,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,LARGE SPALL @115.6 NOT ASSOCIATED WITHANY CRACK.,3.700000048
48,Texas,5278,07/08/1993,1,0,0,0,0,0,0,0,0,0,0,0,0,177,177,0,0,592.2000122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,3.700000048
48,Texas,5335,05/19/1993,1,0,0,0,0,0,0,4,0,0,0,0,0,222,222,0,0,740.7999878,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,2,0,,3.799999952
48,Texas,5334,05/20/1993,1,0,0,0,0,0,0,0,0,0,0,0,0,220,220,0,0,740.0999756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,3.799999952
48,Texas,5323,05/19/1993,1,0,0,0,0,0,0,8.100000381,0,0,0,0,0,255,255,0,0,839.2999878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,2,0,,3.700000048
48,Texas,5154,04/26/1993,2,0,0,0,0,0,0,0,0,0,0,0,0,108,107,1,0,384.2000122,3.599999905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,,3.700000048
48,Texas,5035,08/06/1993,1,0,0,0,0,0,0,0,0,0,0,0,0,140,110,25,5,382.2000122,89.5,18,0,0,0,0,81.30000305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"LNG JT SEAL DAMAGE DATA SET TO NULL, UNABLE TO VALIDATE",3.700000048
48,Texas,3779,07/09/1993,1,0,0,0,0,0,0,0,0,0,0,0,0,123,123,0,0,434.3999939,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,,3.700000048
28,Mississippi,5006,03/22/2000,2,0,0,0,0,0,0,2.799999952,0,0,0,0,0,200,199,1,0,708.2000122,3.599999905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122.8000031,0,0,0,0,0,0,,3.599999905
48,Texas,3779,10/11/2001,1,0,0,0,0,0,0,0,0,0,0,0,0,134,72,62,0,256.8999939,227.8999939,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,,3.700000048
1,Alabama,5008,03/31/1993,1,0,0,0,0,0,0,0,20.5,0,0,0,0,164,156,8,0,544.2999878,29.29999924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.800000191,0,0,0,0,0,0,,3.5
48,Texas,5024,03/08/2002,1,0,0,0,0,0,0,0,0,0,0,0,0,133,75,43,15,262.2999878,159.6999969,55.20000076,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.299999952,0,0,16,16,2,12.10000038,,3.700000048
48,Texas,5026,05/06/2002,1,0,0,0,0,0,0,0,0,0,0,0,0,144,118,19,7,413,68.40000153,25.20000076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,,3.599999905
48,Texas,3569,06/05/2002,1,0,0,0,0,0,0,152.5,0,0,0,0,0,107,51,55,1,199.8999939,234.5,4.300000191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,1,1,2,0,,4.300000191
40,Oklahoma,4158,07/18/2002,1,0,0,0,0,0,0,0,0,0,0,0,0,110,104,6,0,378.1000061,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,2,16.5,,3.700000048
40,Oklahoma,4155,07/18/2002,1,0,0,0,0,0,0,0,0,0,0,0,0,149,149,0,0,543.7000122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,16.70000076,2,27.60000038,,3.700000048
40,Oklahoma,5021,07/19/2002,1,0,0,0,0,0,0,0,0,0,0,0,0,135,118,17,0,429.7999878,62.59999847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,305,,3.700000048
40,Oklahoma,4166,07/22/2002,1,0,0,0,0,0,0,3.299999952,0,0,0,0,0,165,126,39,0,442.5,145.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,,0,2,0,,3.700000048
48,Texas,5284,11/05/2002,1,0,0,0,0,0,0,0,0,0,0,0,0,86,62,24,0,222.6999969,89.80000305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,,3.700000048
28,Mississippi,5803,03/17/2003,4,0,0,0,0,0,0,8.199999809,0,12.60000038,0,0,0,131,96,35,0,339.8999939,122.6999969,0,0,0,0,0,0,0,0,0,0,3,0,4,0.5,0,5.300000191,0,0,0,0,0,0,0,3,2,13.80000019,0.600000024,1.700000048,12,12,0,0,,3.700000048
45,South Carolina,5035,02/04/2003,3,0,0,0,0,0,0,102.6999969,5.5,0.600000024,33.40000153,0,0,175,170,5,0,591.5,14.39999962,0,1,537.7000122,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,11.30000019,0,0,59,2,14,10.30000019,0,0,0,0,1,103.5,,3.599999905
28,Mississippi,5025,05/09/2003,1,0,0,0,0,0,0,0,0,0,0,0,0,164,146,18,0,522.5,66.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.39999962,0.899999976,0,33,33.20000076,1,152.5,,3.700000048
48,Texas,3719,07/24/2003,2,0,0,0,0,0,0,0,0,0,0,0,0,133,112,20,1,406.8999939,74.19999695,3.700000048,2,305,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200000003,0,0,0,0,1,152.5,One pothole= 0.1sq metersTwo potholes = 0.2 sq meters,3.700000048
5,Arkansas,5805,10/01/2003,1,0,0,0,0,0,0,3.099999905,0,0,0,0,0,214,214,0,0,751,0,0,1,183,0,0,335.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,,3.700000048
5,Arkansas,5803,10/02/2003,1,0,0,0,0,0,0,0,0,0,0,0,0,163,163,0,0,579.5999756,0,0,3,152.5,0,0,305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,158.3000031,,3.700000048
1,Alabama,5008,02/17/2004,1,0,0,0,0,0,0,14,12.5,0,0,0,0,161,147,14,0,536.2000122,53.09999847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.40000153,0.200000003,0,0,0,0,0,,3.700000048
45,South Carolina,5034,04/20/2004,2,0,0,0,0,0,0,0.600000024,0,0,0,0,0,104,103,1,0,362.1000061,3.599999905,0,1,549,0,0,0,0,0,0,0,0,0,1,0,0,0.200000003,0,0,0,0,0,0,1,0,1,7.300000191,0.899999976,0,0,0,1,137,,3.599999905
45,South Carolina,5017,04/22/2004,1,0,0,0,0,0,0,0,0,0,0,0,0,99,95,4,0,352.2999878,14.80000019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,28.10000038,,3.700000048
48,Texas,5278,05/05/2004,2,0,0,0,0,0,0,0.899999976,0,0,0,0,0,162,139,23,0,499.1000061,87,0,1,564.2999878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,,3.700000048
45,South Carolina,5017,02/28/2002,1,0,0,0,0,0,0,0,0,0,0,0,0,99,96,3,0,356.2000122,11.10000038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,26.70000076,Fewer cracks counted than last surveydue to changes in counting of t-crcks,3.700000048
45,South Carolina,5034,02/27/2002,1,0,0,0,0,0,0,0,0,0,0,0,0,101,100,1,0,355.1000061,3.599999905,0,1,549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,1,7.599999905,Fewer crcks counted than last survey dueto changes in counting of t-crcks,3.599999905
48,Texas,5310,06/21/2002,1,0,0,0,0,0,0,0,0,0,0,0,0,92,28,62,2,125.4000015,273.7999878,9.199999809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,4.300000191
48,Texas,5283,06/19/2002,1,0,0,0,0,0,0,0,0,0,0,0,0,118,97,21,0,341.5,74.19999695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,,3.599999905
48,Texas,5336,06/24/2002,1,0,0,0,0,0,0,73.5,0,0,0,0,0,164,73,91,0,262.6000061,338.6000061,0,0,0,0,0,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,2,0,,3.700000048
48,Texas,5335,06/26/2002,2,0,0,0,0,0,0,8.600000381,0,0,0,0,0,207,54,150,3,186.5,554.7000122,11.30000019,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,2,0,,3.799999952
48,Texas,5323,06/25/2002,5,0,0,0,0,0,0,59.09999847,0,0.699999988,0,0,0,221,92,125,4,297.7999878,422.7000122,11.60000038,0,0,0,0,0,0,0,0,0,1,0,1,0.400000006,0,0.200000003,7,0,0,49.90000153,0,0,55,0,0,0,0.5,0,0,0,2,286.7999878,,3.700000048
48,Texas,5317,06/17/2002,2,0,0,0,0,0,0,0,0,0,0,0,0,76,74,2,0,264,7.199999809,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.300000012,0,0,0,0,0,0,0,0,0,0,0,0,11,120.5999985,2,156,,3.599999905
48,Texas,5301,06/03/2002,2,0,0,0,0,0,0,0,0,0,0,0,0,119,63,49,7,225.8999939,181.3000031,26.39999962,0,0,0,0,0,0,0,0,0,0,1,0,0,0.200000003,0,0,0,0,0,0,0,0,0,0,0.800000012,0,0,5,5,2,0,,3.700000048
13,Georgia,4118,02/25/2002,1,0,0,0,0,0,0,113.8000031,43,0,0,0,0,125,124,1,0,399.3999939,3.700000048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,1,0,0,0,0,0,2,0,,3.700000048
45,South Carolina,5035,02/27/2002,3,0,0,0,0,0,0,88.59999847,17,0.300000012,19.70000076,14.39999962,0,171,170,1,0,583.7999878,3.599999905,0,1,537.7000122,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,11.30000019,0,0,45,0,13,10,0,0,0,0,1,102.5,,3.599999905
48,Texas,5278,09/20/2002,2,0,0,0,0,0,0,0.800000012,0,0,0,0,0,162,141,21,0,505.1000061,78.90000153,0,1,564.2000122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,,3.700000048
28,Mississippi,5006,03/12/2003,2,0,0,0,0,0,0,4,0,0,0,0,0,199,198,1,0,684.4000244,3.599999905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129.6000061,0,0,0,0,0,0,,3.599999905
48,Texas,5328,12/03/2003,1,0,0,0,0,0,0,0,0,0,0,0,0,133,75,54,4,274.7000122,199.8000031,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,152.5,2,305,,3.799999952
48,Texas,3845,12/02/2003,2,0,0,0,0,0,0,0,0,0,0,0,0,98,97,1,0,365.7000122,3.799999952,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.200000003,0,0,0,0,0,0,0,0,0,0,1.399999976,0.300000012,0,0,0,2,305,,3.799999952
37,North Carolina,5827,03/29/2000,2,0,0,0,0,0,0,0,0,0,0,0,0,71,13,58,0,40.29999924,214.3000031,0,1,567.5999756,0,0,304,0,0,0,0,3,0,0,0.800000012,0,0,0,0,0,0,0,0,0,1,0,1.700000048,0,0,0,0,0,0,,3.700000048
